step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
10,2008.54,2902472.141673,400004.601504,999999.998679,0.0,0.002257,0.000841,0.001407,0.018515,0.006297,0.007612,6,11,0.000341,0.000644,0.042237,44,20,16,46,29,21,1,20.690,14.42,1.143,7.79,5.66,3.99,0
11,2012.12,2893764.749399,400004.448918,999999.999118,0.0,0.002413,0.000899,0.001504,0.020168,0.006736,0.007612,5,9,0.000366,0.000691,0.04536,40,21,11,50,35,25,1,14.286,14.57,1.143,6.27,5.87,3.99,0
12,2015.27,2885083.500004,400004.60101,999999.998408,0.0,0.002685,0.001001,0.001674,0.021816,0.007501,0.009086,5,10,0.00041,0.000774,0.050799,43,21,13,53,31,22,1,16.129,14.57,1.143,6.44,5.74,4.05,0
13,2019.05,2876428.296366,400004.557554,999999.999098,0.0,0.002926,0.001091,0.001824,0.023459,0.008191,0.009086,6,11,0.000456,0.000861,0.056517,45,21,11,54,23,16,0,26.087,14.71,1.143,6.47,4.96,3.89,0
14,2020.08,2867799.04964,400004.484167,999999.998218,0.0,0.003097,0.001155,0.001931,0.025097,0.008685,0.010459,6,10,0.00049,0.000926,0.060761,41,20,12,56,30,21,1,20.000,14.82,1.143,6.29,4.71,4.08,0
15,2018.05,2859195.672116,400004.507369,999999.996847,0.0,0.003289,0.001227,0.002051,0.02673,0.00924,0.012385,6,10,0.000529,0.000999,0.065546,41,20,12,56,21,15,0,28.571,14.76,1.143,7.48,4.37,3.18,0
16,2017.84,2850618.100856,400004.602791,999999.99565,0.0,0.003433,0.001281,0.002141,0.028358,0.009646,0.013987,5,10,0.000553,0.001044,0.068532,45,20,16,56,20,14,0,25.000,14.74,1.143,6.99,6.08,2.87,0
17,2016.26,2842066.274962,400004.499412,999999.996156,0.0,0.003616,0.001349,0.002255,0.029982,0.010152,0.013987,4,9,0.000578,0.001091,0.071642,43,20,12,57,23,16,0,17.391,14.41,1.143,7.63,6.68,4.03,0
18,2018.46,2833540.107458,400004.534349,999999.995809,0.0,0.003786,0.001412,0.002361,0.031601,0.010631,0.014813,5,10,0.000606,0.001144,0.07513,44,21,16,58,27,19,1,18.519,14.21,1.143,7.34,5.82,4.44,0
19,2021.41,2825039.520435,400004.549104,999999.9965,0.0,0.004037,0.001506,0.002517,0.033215,0.011322,0.014813,4,8,0.000639,0.001207,0.079263,41,21,12,60,32,23,1,12.500,14.13,1.143,6.15,7.11,4.07,0
20,2022.59,2816564.452289,400004.413365,999999.993967,0.0,0.004297,0.001603,0.002679,0.034824,0.012059,0.018083,5,10,0.000684,0.001293,0.084872,43,20,13,60,21,15,0,23.810,14.19,1.143,7.93,7.02,4.54,0
21,2024.86,2808114.790029,400004.466518,999999.991851,0.0,0.004553,0.001699,0.002839,0.036428,0.012779,0.020918,5,9,0.000726,0.001372,0.090036,38,21,13,61,23,16,0,21.739,14.44,1.143,6.96,5.93,3.04,0
22,2027.19,2799690.465786,400004.599156,999999.990048,0.0,0.004732,0.001766,0.00295,0.038027,0.013281,0.023222,5,9,0.000755,0.001426,0.093589,41,21,16,63,36,26,1,13.889,14.65,1.143,6.72,5.91,3.86,0
23,2028.43,2791291.409608,400004.423162,999999.99045,0.0,0.004871,0.001818,0.003037,0.039622,0.013683,0.023222,6,11,0.000783,0.001479,0.097074,46,20,14,65,34,24,1,17.647,14.68,1.143,7.50,6.77,4.16,0
24,2028.05,2782917.551291,400004.41169,999999.990891,0.0,0.005027,0.001876,0.003134,0.041212,0.014124,0.023222,5,9,0.000809,0.001528,0.100325,41,20,14,67,34,24,1,14.706,14.71,1.143,6.93,4.87,4.04,0
25,2024.59,2774568.813998,400004.462013,999999.991325,0.0,0.005175,0.001931,0.003226,0.042797,0.014558,0.023222,7,12,0.000842,0.00159,0.104415,43,21,14,67,28,20,1,25.000,14.80,1.143,7.28,5.47,4.41,0
26,2023.18,2766245.140935,400004.567435,999999.989335,0.0,0.005408,0.002018,0.003372,0.044377,0.015246,0.0259,7,12,0.000897,0.001693,0.111171,45,20,13,69,35,25,1,20.000,14.80,1.143,6.57,6.68,2.94,0
27,2020.80,2757946.458939,400004.431187,999999.990048,0.0,0.005662,0.002113,0.003531,0.045952,0.015959,0.0259,5,10,0.000937,0.001769,0.116159,42,21,13,68,22,16,0,22.727,14.84,1.143,6.79,5.77,3.84,0
28,2022.83,2749672.646919,400004.444034,999999.989366,0.0,0.00581,0.002168,0.003624,0.047523,0.016379,0.027001,5,9,0.000962,0.001817,0.119298,38,20,13,69,31,22,1,16.129,14.49,1.143,6.08,5.12,3.80,0
29,2019.61,2741423.679924,400004.402748,999999.988995,0.0,0.006091,0.002273,0.0038,0.049089,0.017188,0.02818,6,10,0.001017,0.001921,0.126132,40,21,12,70,32,23,1,18.750,14.39,1.143,7.52,6.54,3.46,0
30,2017.82,2733199.438867,400004.584708,999999.988039,0.0,0.006285,0.002346,0.003921,0.05065,0.017738,0.029685,5,10,0.00105,0.001984,0.130275,42,20,15,69,21,15,0,23.810,14.35,1.143,7.68,5.70,2.80,0
31,2014.32,2724999.86697,400004.421189,999999.987378,0.0,0.00647,0.002415,0.004036,0.052207,0.018258,0.030866,5,10,0.00108,0.002041,0.134023,43,21,16,72,37,26,1,13.514,14.36,1.143,6.27,6.59,3.39,0
32,2015.36,2716824.909563,400004.464881,999999.985554,0.0,0.006735,0.002514,0.004202,0.053759,0.019009,0.033441,5,10,0.001126,0.002128,0.1397,43,20,14,70,20,14,0,25.000,14.30,1.143,6.62,5.90,3.18,0
33,2018.80,2708674.464431,400004.393893,999999.984241,0.0,0.006961,0.002598,0.004343,0.055306,0.019644,0.035388,5,9,0.001163,0.002197,0.144255,38,21,14,72,34,24,1,14.706,14.44,1.143,7.45,5.86,4.31,0
34,2017.57,2700548.473651,400004.445352,999999.982758,0.0,0.007142,0.002666,0.004456,0.056849,0.020169,0.037396,6,11,0.001201,0.002268,0.148898,44,20,15,71,28,20,1,21.429,14.35,1.143,7.10,7.17,4.49,0
35,2015.25,2692446.887076,400004.513994,999999.983551,0.0,0.007418,0.002769,0.004628,0.058387,0.020962,0.037396,6,11,0.001255,0.00237,0.155575,45,21,13,70,26,18,1,23.077,14.45,1.143,6.14,6.54,2.77,0
36,2011.23,2684369.58192,400004.478662,999999.982171,0.0,0.007632,0.002849,0.004762,0.05992,0.021564,0.039378,5,9,0.001289,0.002435,0.159846,38,21,16,70,28,20,1,17.857,14.62,1.143,6.38,5.06,4.23,0
37,2012.69,2676316.49338,400004.511434,999999.982586,0.0,0.007773,0.002901,0.00485,0.061449,0.021979,0.039378,7,12,0.001322,0.002497,0.163931,45,20,16,71,33,24,1,21.212,14.78,1.143,7.19,6.15,3.93,0
38,2015.18,2668287.590491,400004.535096,999999.983355,0.0,0.008041,0.003001,0.005017,0.062973,0.022748,0.039378,6,10,0.001374,0.002595,0.170349,40,21,13,72,35,25,1,17.143,14.58,1.143,7.04,6.81,3.27,0
39,2011.54,2660282.764427,400004.454043,999999.983049,0.0,0.008245,0.003077,0.005145,0.064493,0.023335,0.040271,6,10,0.001413,0.002669,0.175233,40,21,12,72,32,23,1,18.750,14.64,1.143,7.86,4.58,3.15,0
40,2012.32,2652301.940244,400004.556418,999999.983565,0.0,0.008427,0.003145,0.005259,0.066008,0.023851,0.040271,5,9,0.001444,0.002728,0.179105,38,20,12,70,20,14,0,25.000,14.41,1.143,7.28,6.75,3.26,0
41,2013.95,2644345.082481,400004.474136,999999.983081,0.0,0.008682,0.00324,0.005418,0.067519,0.024571,0.041475,5,10,0.001488,0.00281,0.18448,43,20,12,72,34,24,1,14.706,14.50,1.143,7.41,5.79,3.27,0
42,2017.47,2636412.075604,400004.471734,999999.983601,0.0,0.008938,0.003336,0.005578,0.069025,0.025306,0.041689,6,10,0.001537,0.002903,0.190584,39,21,16,72,32,23,1,18.750,14.67,1.143,7.09,4.47,3.27,0
43,2013.73,2628502.873862,400004.44932,999999.981367,0.0,0.009213,0.003439,0.00575,0.070527,0.026095,0.044711,6,10,0.00159,0.003003,0.197106,39,21,14,71,29,21,1,20.690,14.74,1.143,7.06,5.68,4.35,0
44,2014.25,2620617.388432,400004.520494,999999.980403,0.0,0.009395,0.003507,0.005863,0.072024,0.026621,0.046201,6,10,0.001627,0.003074,0.201744,39,20,12,71,31,22,1,19.355,14.40,1.143,6.93,6.57,3.47,0
45,2017.49,2612755.576973,400004.386369,999999.981003,0.0,0.009604,0.003585,0.005993,0.073517,0.027221,0.046201,6,11,0.001668,0.003151,0.206759,42,21,12,72,35,25,1,17.143,14.56,1.143,7.02,4.92,2.86,0
46,2018.20,2604917.360714,400004.378811,999999.978393,0.0,0.009834,0.003671,0.006136,0.075005,0.027884,0.049473,6,11,0.001715,0.003239,0.212499,43,20,13,73,34,24,1,17.647,14.68,1.143,7.09,6.72,3.56,0
47,2020.96,2597102.62653,400004.383493,999999.978846,0.0,0.010004,0.003734,0.006242,0.076489,0.028371,0.049507,6,11,0.001747,0.0033,0.216517,44,21,14,73,32,23,1,18.750,14.80,1.143,6.11,6.38,3.28,0
48,2020.65,2589311.35787,400004.490581,999999.977542,0.0,0.010186,0.003802,0.006356,0.077968,0.028874,0.051314,4,8,0.001771,0.003346,0.219517,39,20,15,73,31,22,1,12.903,14.89,1.143,7.49,4.43,4.30,0
49,2018.72,2581543.458286,400004.550277,999999.976537,0.0,0.010364,0.003868,0.006467,0.079443,0.029389,0.052833,6,10,0.001807,0.003414,0.223991,39,20,11,73,31,22,1,19.355,14.62,1.143,7.41,4.70,4.09,0
50,2016.81,2573798.855629,400004.475206,999999.975136,0.0,0.010516,0.003925,0.006562,0.080913,0.029819,0.054663,5,9,0.001833,0.003463,0.227227,38,20,15,71,22,16,0,22.727,14.36,1.143,6.95,4.88,3.38,0
51,2016.95,2566077.485831,400004.565048,999999.975406,0.0,0.010669,0.003982,0.006658,0.082379,0.030263,0.054837,6,10,0.001864,0.003522,0.231112,41,20,15,70,25,18,0,24.000,14.52,1.143,7.81,5.51,3.52,0
52,2018.71,2558379.275905,400004.54865,999999.975815,0.0,0.01081,0.004035,0.006746,0.08384,0.030672,0.054837,6,11,0.001893,0.003577,0.234695,45,20,14,71,30,21,1,20.000,14.50,1.143,6.64,6.35,2.76,0
53,2017.14,2550704.169037,400004.458525,999999.976255,0.0,0.010962,0.004092,0.006841,0.085297,0.031112,0.054837,6,11,0.001924,0.003635,0.238505,45,20,17,70,24,17,0,25.000,14.70,1.143,7.49,6.42,3.92,0
54,2013.87,2543052.090823,400004.50261,999999.975509,0.0,0.011193,0.004178,0.006985,0.08675,0.031762,0.056233,5,9,0.001962,0.003706,0.243162,38,21,14,70,28,20,1,17.857,14.46,1.143,7.25,5.57,4.00,0
55,2016.74,2535422.964324,400004.45284,999999.975117,0.0,0.011442,0.004271,0.00714,0.088198,0.032462,0.057325,5,9,0.002002,0.003782,0.248154,38,21,15,71,31,22,1,16.129,14.54,1.143,6.02,7.20,2.87,0
56,2016.21,2527816.7455,400004.416221,999999.972015,0.0,0.01168,0.00436,0.007288,0.089642,0.033148,0.061113,6,10,0.00205,0.003873,0.25413,40,20,16,70,29,21,1,20.690,14.59,1.143,7.78,6.32,3.08,0
57,2019.38,2520233.334306,400004.383819,999999.969924,0.0,0.011908,0.004445,0.00743,0.091082,0.033788,0.063844,5,9,0.002086,0.003942,0.258634,41,21,16,71,33,24,1,15.152,14.75,1.143,6.34,6.00,3.35,0
58,2016.52,2512672.656425,400004.366079,999999.968746,0.0,0.012076,0.004508,0.007535,0.092517,0.034272,0.065505,6,11,0.002119,0.004004,0.262703,45,21,15,70,29,21,1,20.690,14.48,1.143,6.99,6.75,3.55,0
59,2012.59,2505134.662128,400004.409243,999999.968192,0.0,0.012291,0.004588,0.007669,0.093948,0.03489,0.066677,6,11,0.002161,0.004082,0.267847,42,21,15,72,34,24,1,17.647,14.65,1.143,7.84,6.33,4.30,0
60,2010.06,2497619.293239,400004.535118,999999.968663,0.0,0.012455,0.004649,0.007771,0.095375,0.035361,0.066677,6,10,0.002193,0.004142,0.271804,39,21,15,70,22,16,0,27.273,14.47,1.143,6.08,4.81,3.69,0
61,2012.13,2490126.465245,400004.422056,999999.968826,0.0,0.012627,0.004713,0.007878,0.096797,0.035849,0.067002,5,9,0.002223,0.004198,0.27551,37,20,17,72,34,24,1,14.706,14.22,1.143,6.73,6.86,4.07,0
62,2011.54,2482656.127128,400004.492489,999999.969525,0.0,0.01288,0.004807,0.008036,0.098215,0.036548,0.067002,4,8,0.002258,0.004264,0.279826,38,20,15,70,22,16,0,18.182,14.32,1.143,6.85,6.55,3.06,0
63,2013.40,2475208.17882,400004.365209,999999.967843,0.0,0.013016,0.004858,0.008121,0.099629,0.036941,0.069077,6,10,0.002286,0.004317,0.283303,38,20,15,71,31,22,1,19.355,14.35,1.143,6.24,7.17,4.21,0
64,2012.83,2467782.606136,400004.35623,999999.968042,0.0,0.013261,0.004949,0.008274,0.101039,0.037635,0.069571,5,9,0.002329,0.004398,0.288599,40,20,13,72,35,25,1,14.286,14.13,1.143,7.64,7.03,3.22,0
65,2009.45,2460379.296636,400004.464385,999999.966817,0.0,0.013459,0.005023,0.008397,0.102444,0.03818,0.071341,4,8,0.002355,0.004448,0.291869,38,21,16,70,22,16,0,18.182,14.11,1.143,7.92,5.14,4.42,0
66,2008.36,2452998.200201,400004.429433,999999.967556,0.0,0.013714,0.005118,0.008556,0.103845,0.038919,0.071341,6,11,0.002409,0.004549,0.298483,42,20,11,69,21,15,0,28.571,14.14,1.143,6.46,7.06,4.22,0
67,2012.19,2445639.245721,400004.437098,999999.966352,0.0,0.013957,0.005209,0.008707,0.105242,0.039603,0.073228,5,10,0.002449,0.004625,0.303471,43,21,14,70,32,23,1,15.625,14.18,1.143,6.26,5.05,3.36,0
68,2016.01,2438302.354636,400004.434682,999999.964475,0.0,0.014161,0.005285,0.008834,0.106635,0.04019,0.075692,6,10,0.002489,0.004701,0.30847,41,21,15,71,32,23,1,18.750,14.27,1.143,6.61,5.54,4.18,0
69,2018.17,2430987.468427,400004.433829,999999.964734,0.0,0.014315,0.005343,0.00893,0.108024,0.040615,0.075858,4,8,0.002509,0.004739,0.311004,39,21,13,69,22,16,0,18.182,14.21,1.143,7.82,4.40,3.96,0
70,2016.55,2423694.550971,400004.453132,999999.96412,0.0,0.014531,0.005424,0.009065,0.109408,0.04124,0.077096,6,10,0.002553,0.004823,0.316486,41,20,16,68,22,16,0,27.273,14.47,1.143,7.00,5.97,2.91,0
71,2012.53,2416423.508367,400004.483721,999999.962287,0.0,0.014732,0.005499,0.00919,0.110788,0.041831,0.079519,7,12,0.002599,0.00491,0.322201,44,21,12,70,35,25,1,20.000,14.34,1.143,6.70,6.49,3.31,0
72,2013.25,2409174.275589,400004.447136,999999.962943,0.0,0.014958,0.005584,0.009331,0.112164,0.042487,0.079519,6,10,0.002646,0.004999,0.328036,41,20,16,71,32,23,1,18.750,14.24,1.143,6.93,6.79,2.99,0
73,2010.47,2401946.780962,400004.377705,999999.963617,0.0,0.015198,0.005674,0.009481,0.113536,0.043161,0.079519,5,9,0.002685,0.005073,0.332867,40,21,13,70,23,16,0,21.739,14.46,1.143,6.48,5.10,4.32,0
74,2010.49,2394740.970923,400004.379466,999999.964006,0.0,0.015335,0.005725,0.009567,0.114904,0.04355,0.079519,5,10,0.002708,0.005117,0.335777,45,20,14,70,23,16,0,21.739,14.46,1.143,6.74,5.11,4.65,0
75,2007.82,2387556.779431,400004.475248,999999.962566,0.0,0.015508,0.00579,0.009675,0.116268,0.044038,0.081446,5,9,0.002736,0.00517,0.339286,38,21,12,70,25,18,0,20.000,14.40,1.143,7.61,4.65,3.22,0
76,2010.45,2380394.158094,400004.370809,999999.963133,0.0,0.015736,0.005875,0.009818,0.117628,0.044667,0.081507,4,8,0.002766,0.005227,0.343025,38,21,16,71,30,21,1,13.333,14.24,1.143,6.05,5.22,3.52,0
77,2013.80,2373253.008791,400004.382936,999999.963649,0.0,0.015919,0.005943,0.009932,0.118984,0.045183,0.081507,5,9,0.002796,0.005284,0.346744,41,21,15,70,23,16,0,21.739,14.37,1.143,6.74,7.11,3.68,0
78,2011.65,2366133.307906,400004.419587,999999.964429,0.0,0.016196,0.006047,0.010105,0.120336,0.045963,0.081507,5,10,0.002842,0.00537,0.352373,42,21,14,69,21,15,0,23.810,14.33,1.143,7.44,5.32,3.83,0
79,2013.80,2359034.925598,400004.41049,999999.962075,0.0,0.016355,0.006106,0.010204,0.121684,0.046431,0.084328,7,12,0.002878,0.005438,0.356866,44,21,12,71,36,26,1,19.444,14.48,1.143,7.80,6.86,3.23,0
80,2012.16,2351957.859589,400004.499274,999999.960576,0.0,0.016606,0.0062,0.010361,0.123027,0.047141,0.086537,5,9,0.002921,0.005519,0.362176,40,20,12,70,28,20,1,17.857,14.47,1.143,7.05,6.01,3.65,0
81,2014.28,2344902.027667,400004.503696,999999.961253,0.0,0.016847,0.00629,0.010511,0.124366,0.047818,0.086537,5,9,0.00296,0.005593,0.367049,41,21,13,71,30,21,1,16.667,14.38,1.143,6.92,7.27,4.09,0
82,2017.96,2337867.35442,400004.501931,999999.961905,0.0,0.017074,0.006375,0.010653,0.125701,0.04847,0.086537,6,11,0.003004,0.005676,0.372515,45,21,12,70,27,19,1,22.222,14.51,1.143,7.50,6.90,2.95,0
83,2015.23,2330853.792497,400004.41589,999999.960384,0.0,0.017274,0.00645,0.010778,0.127032,0.049033,0.08862,5,9,0.003037,0.005738,0.376587,39,21,15,71,30,21,1,16.667,14.29,1.143,6.85,6.44,3.03,0
84,2018.20,2323861.266768,400004.491039,999999.960231,0.0,0.017516,0.006541,0.010929,0.128359,0.049716,0.089455,5,9,0.003077,0.005814,0.38154,37,21,14,70,23,16,0,21.739,14.26,1.143,7.28,5.27,3.86,0
85,2021.80,2316889.720977,400004.371181,999999.960812,0.0,0.017718,0.006616,0.011055,0.129682,0.050297,0.089455,6,11,0.003117,0.00589,0.386506,44,21,13,72,36,26,1,16.667,14.20,1.143,6.62,6.76,4.55,0
86,2022.14,2309939.080922,400004.430308,999999.959642,0.0,0.017931,0.006695,0.011188,0.131001,0.050886,0.091213,4,8,0.003147,0.005946,0.390185,40,20,14,71,29,21,1,13.793,14.16,1.143,7.17,4.30,4.04,0
87,2018.20,2303009.305603,400004.404958,999999.957399,0.0,0.018189,0.006792,0.011349,0.132317,0.051615,0.094184,5,9,0.00319,0.006028,0.395555,37,21,14,69,22,16,0,22.727,14.01,1.143,6.61,4.67,3.44,0
88,2018.79,2296100.298158,400004.319019,999999.956399,0.0,0.018393,0.006868,0.011476,0.133629,0.052193,0.095761,5,9,0.003225,0.006095,0.399921,37,20,15,69,27,19,1,18.519,14.30,1.143,5.92,4.65,3.04,0
89,2020.45,2289212.036819,400004.49131,999999.954512,0.0,0.018615,0.006951,0.011615,0.134937,0.052823,0.098277,5,10,0.003263,0.006167,0.404663,42,20,13,69,28,20,1,17.857,14.35,1.143,7.98,4.66,4.31,0
90,2021.72,2282344.433303,400004.430917,999999.954828,0.0,0.01882,0.007027,0.011743,0.136241,0.053389,0.098527,4,8,0.003291,0.00622,0.408171,38,20,14,68,20,14,0,20.000,14.28,1.143,6.91,6.98,4.37,0
91,2022.56,2275497.451149,400004.477797,999999.955509,0.0,0.019061,0.007117,0.011893,0.137541,0.05407,0.098527,5,10,0.003332,0.006297,0.413246,43,20,13,67,22,16,0,22.727,14.53,1.143,6.45,6.09,3.86,0
92,2026.17,2268670.986423,400004.422785,999999.955935,0.0,0.019328,0.007217,0.01206,0.138837,0.054821,0.098851,5,10,0.003376,0.00638,0.418667,44,21,13,68,30,21,1,16.667,14.34,1.143,6.16,4.43,2.87,0
93,2028.70,2261864.995059,400004.35817,999999.955174,0.0,0.019491,0.007278,0.012162,0.140129,0.05528,0.100071,5,9,0.003403,0.006431,0.422007,38,21,14,70,36,26,1,13.889,14.22,1.143,6.04,5.52,3.19,0
94,2032.54,2255079.423718,400004.469756,999999.954408,0.0,0.019684,0.00735,0.012283,0.141417,0.055836,0.101393,6,10,0.003441,0.006502,0.426673,40,21,15,69,22,16,0,27.273,14.50,1.143,6.52,5.09,4.36,0
95,2035.63,2248314.222274,400004.479765,999999.952821,0.0,0.019878,0.007422,0.012404,0.142701,0.056393,0.103537,6,10,0.003478,0.006573,0.431312,40,21,13,69,23,16,0,26.087,14.64,1.143,7.07,5.45,3.35,0
96,2035.45,2241569.303987,400004.344381,999999.952109,0.0,0.020037,0.007481,0.012503,0.143981,0.056852,0.104708,6,11,0.00351,0.006634,0.435332,45,20,14,68,21,15,0,28.571,14.51,1.143,7.86,5.05,3.20,0
97,2034.63,2234844.629133,400004.364196,999999.951605,0.0,0.020207,0.007545,0.012609,0.145258,0.057346,0.105705,6,10,0.003545,0.006701,0.439712,41,20,11,68,29,21,1,20.690,14.28,1.143,6.41,4.35,3.88,0
98,2032.49,2228140.117596,400004.302,999999.949993,0.0,0.020426,0.007627,0.012746,0.146531,0.057977,0.107948,6,11,0.003589,0.006784,0.445131,43,21,17,70,34,24,1,17.647,14.13,1.143,6.36,5.54,2.99,0
99,2030.46,2221455.723197,400004.46318,999999.950083,0.0,0.020576,0.007683,0.012839,0.1478,0.058392,0.108272,4,9,0.00361,0.006824,0.447752,43,20,16,70,25,18,0,16.000,13.98,1.143,7.17,4.87,4.03,0
100,2034.46,2214791.387976,400004.302992,999999.950776,0.0,0.020817,0.007773,0.012989,0.149065,0.059085,0.108272,6,11,0.003658,0.006914,0.453642,44,21,12,73,37,26,1,16.216,14.30,1.143,6.17,4.80,3.21,0
101,2034.10,2208147.047489,400004.402931,999999.951533,0.0,0.021078,0.007871,0.013152,0.150326,0.059842,0.108272,6,10,0.003712,0.007016,0.460313,38,20,13,74,35,25,1,17.143,14.38,1.143,6.01,5.76,3.98,0
102,2031.35,2201522.661691,400004.369813,999999.951928,0.0,0.02133,0.007965,0.01331,0.151584,0.060569,0.108604,6,11,0.003762,0.007111,0.466534,44,21,13,73,23,16,0,26.087,14.18,1.143,7.55,4.54,3.49,0
103,2027.51,2194918.137002,400004.396716,999999.952584,0.0,0.021558,0.00805,0.013452,0.152838,0.061225,0.108604,6,10,0.003807,0.007196,0.472074,41,21,11,72,29,21,1,20.690,14.40,1.143,6.61,5.31,4.24,0
104,2026.32,2188333.413684,400004.293413,999999.953221,0.0,0.021778,0.008132,0.013589,0.154088,0.061862,0.108604,6,10,0.003853,0.007282,0.477735,40,20,14,73,34,24,1,17.647,14.24,1.143,6.77,5.29,3.76,0
105,2024.56,2181768.435122,400004.354929,999999.953614,0.0,0.02192,0.008185,0.013678,0.155334,0.062255,0.108604,4,8,0.003872,0.007319,0.480157,40,20,14,73,30,21,1,13.333,14.37,1.143,7.39,4.86,4.42,0
106,2023.81,2175223.188032,400004.337201,999999.954222,0.0,0.022188,0.008285,0.013845,0.156576,0.063012,0.108753,5,9,0.003918,0.007405,0.485776,39,20,15,72,29,21,1,17.241,14.60,1.143,6.87,6.56,2.89,0
107,2021.86,2168697.557214,400004.401896,999999.952238,0.0,0.022361,0.008349,0.013953,0.157815,0.063511,0.111236,6,10,0.003953,0.007471,0.490097,40,20,13,70,22,16,0,27.273,14.69,1.143,6.07,5.39,2.70,0
108,2024.39,2162191.495787,400004.372239,999999.952064,0.0,0.022555,0.008421,0.014074,0.15905,0.064055,0.111954,5,9,0.003984,0.007529,0.493935,39,21,16,69,22,16,0,22.727,14.72,1.143,7.43,4.44,3.31,0
109,2023.05,2155704.945231,400004.468916,999999.950807,0.0,0.022722,0.008483,0.014178,0.160281,0.064516,0.113671,4,9,0.004007,0.007572,0.496767,43,20,13,68,20,14,0,20.000,14.41,1.143,7.85,5.59,3.48,0
110,2026.84,2149237.867822,400004.463571,999999.951351,0.0,0.022911,0.008554,0.014296,0.161509,0.06506,0.113671,6,10,0.004044,0.007641,0.501319,41,21,12,69,31,22,1,19.355,14.53,1.143,6.71,5.27,3.97,0
111,2029.41,2142790.202736,400004.408098,999999.951904,0.0,0.023158,0.008646,0.01445,0.162733,0.065755,0.113812,5,9,0.004084,0.007716,0.506256,38,21,14,69,24,17,0,20.833,14.59,1.143,7.49,7.03,2.87,0
112,2030.09,2136361.858559,400004.469415,999999.952418,0.0,0.023336,0.008713,0.014561,0.163953,0.066269,0.113812,6,11,0.00412,0.007784,0.510695,43,20,14,69,29,21,1,20.690,14.75,1.143,7.59,7.22,3.11,0
