step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,marginPoolBalance,stepMarginPoolInflow,stepMarginPoolOutflow,marginPoolInflow,marginPoolOutflow,stepMakerFeesCollected,stepTakerFeesCollected,makerFeeBpsEffective,takerFeeBpsEffective,stepProtocolLiquidationIncome,protocolLiquidationIncome,stepInsuranceFundInflow,stepFundingFeesTransferred,liquidationRemainingMarginAvg,liquidationRemainingMarginMin,liquidationRemainingMarginMax,liquidationRemainingMarginPctAvg,liquidationRemainingMarginPctMin,liquidationRemainingMarginPctMax,isInsolvent
442,2279.79,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,3.92,2.00,1.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
443,2271.74,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,35.33,21.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
444,2276.00,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,18.76,11.00,7.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
445,2283.38,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,32.42,19.00,12.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
446,2275.69,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,33.69,20.00,13.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
447,2297.97,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,97.92,58.00,39.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
448,2304.83,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,29.86,17.00,11.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
449,2320.22,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,66.79,40.00,26.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
450,2309.48,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,46.32,27.00,18.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
451,2310.22,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,3.24,1.00,1.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
452,2334.07,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,103.21,61.00,41.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
453,2356.20,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,94.84,56.00,37.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
454,2367.21,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,46.70,28.00,18.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
455,2357.04,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,42.96,25.00,17.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
456,2382.99,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,110.13,66.00,44.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
457,2371.46,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,48.41,29.00,19.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
458,2394.40,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,96.72,58.00,38.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
459,2405.01,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,44.30,26.00,17.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
460,2432.16,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,112.92,67.00,45.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
461,2443.62,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,47.10,28.00,18.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
462,2414.59,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,118.81,71.00,47.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
463,2427.41,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,53.11,31.00,21.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
464,2399.26,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,115.98,69.00,46.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
465,2410.86,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,48.34,29.00,19.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
466,2382.62,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,117.12,70.00,46.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
467,2374.11,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,35.70,21.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
468,2369.87,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,17.88,10.00,7.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
469,2371.09,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,5.16,3.00,2.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
470,2366.49,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,19.39,11.00,7.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
471,2367.80,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,5.50,3.00,2.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
472,2388.44,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,87.18,52.00,34.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
473,2360.69,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,116.17,69.00,46.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
474,2357.42,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,13.84,8.00,5.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
475,2374.17,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,71.04,42.00,28.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
476,2374.37,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,0.82,0.00,0.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
477,2357.72,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,70.10,42.00,28.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
478,2344.96,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,54.13,32.00,21.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
479,2363.38,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,78.55,47.00,31.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
480,2381.15,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,75.18,45.00,30.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
481,2399.82,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,78.41,47.00,31.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
482,2373.94,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,107.81,64.00,43.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
483,2393.77,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,83.50,50.00,33.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
484,2384.84,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,37.29,22.00,14.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
485,2413.16,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,118.74,71.00,47.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
486,2434.57,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,88.70,53.00,35.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
487,2463.16,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,117.43,70.00,46.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
488,2444.35,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,76.33,45.00,30.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
489,2451.23,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,28.11,16.00,11.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
490,2453.85,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,10.71,6.00,4.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
491,2458.50,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,18.94,11.00,7.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
492,2464.16,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,23.02,13.00,9.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
493,2482.40,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,74.04,44.00,29.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
494,2502.91,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,82.60,49.00,33.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
495,2527.01,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,96.28,57.00,38.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
496,2522.70,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,17.04,10.00,6.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
497,2528.11,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,21.43,12.00,8.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
498,2518.62,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,37.51,22.00,15.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
499,2505.34,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,52.74,31.00,21.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
500,2519.82,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,57.82,34.00,23.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
501,2501.73,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,71.81,43.00,28.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
502,2522.28,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,82.16,49.00,32.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
503,2523.85,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,6.19,3.00,2.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
504,2544.73,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,82.75,49.00,33.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
505,2534.29,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,41.04,24.00,16.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
506,2519.88,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,56.84,34.00,22.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
507,2531.13,494354.0,83927.008,29479.96348,0.0,38043.252608,170.5255,341.051,0.0,938.868,4243.25114,938.868,0,0,1072.992,2011.86,0.0,0,0,17,0,6,0,6,0.000,10.00,2.104,44.61,26.00,17.00,16403.791912,0.0,0.0,329.408204,68914.340792,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
