step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
511,2090.46,110323.0,22100.5405,0.0,27918.541,0.0,3074.0145,0.0,0.0,0.0,3074.0145,0.0,18509.107562,0.0,11032.3,0.0,7476.807562,0.0,0.0,0.0,3591.432938,1024.6715,2049.343,0.001657,27918.541,0.0,27918.541,0,0,31906.904,59825.445,2932950.131298,0,0,13,0,6,0,6,0.000,10.76,0.000,9.01,5.00,3.00,0
512,2088.70,110323.0,22100.5405,0.0,27918.541,0.0,3074.0145,0.0,0.0,0.0,3074.0145,0.0,18509.107562,0.0,11032.3,0.0,7476.807562,0.0,0.0,0.0,3591.432938,1024.6715,2049.343,0.001657,27918.541,0.0,27918.541,0,0,31906.904,59825.445,2932950.131298,0,0,13,0,6,0,6,0.000,10.76,0.000,8.42,5.00,3.00,0
513,2091.96,110323.0,22100.5405,0.0,27918.541,0.0,3074.0145,0.0,0.0,0.0,3074.0145,0.0,18509.107562,0.0,11032.3,0.0,7476.807562,0.0,0.0,0.0,3591.432938,1024.6715,2049.343,0.001657,27918.541,0.0,27918.541,0,0,31906.904,59825.445,2932950.131298,0,0,13,0,6,0,6,0.000,10.76,0.000,15.65,9.00,6.00,0
514,2091.81,110323.0,22100.5405,0.0,27918.541,0.0,3074.0145,0.0,0.0,0.0,3074.0145,0.0,18509.107562,0.0,11032.3,0.0,7476.807562,0.0,0.0,0.0,3591.432938,1024.6715,2049.343,0.001657,27918.541,0.0,27918.541,0,0,31906.904,59825.445,2932950.131298,0,0,13,0,6,0,6,0.000,10.76,0.000,0.74,0.00,0.00,0
515,2090.87,111201.0,22099.882,-0.6585,27918.541,0.0,3074.673,0.6585,0.0,0.0,3074.673,0.6585,18508.449062,-0.6585,11120.1,87.8,7388.349062,-88.4585,0.0,0.0,3591.432938,1024.891,2049.782,0.001707,27918.541,0.0,27918.541,0,0,31906.904,59825.445,2932950.131298,0,1,13,0,6,2,4,0.000,10.77,252.305,4.48,2.00,1.00,0
516,2094.47,110762.0,22093.297,-6.585,27921.614,3.073,3074.673,0.0,0.0,0.0,3074.673,0.0,18501.109322,-7.33974,11076.2,-43.9,7424.909322,36.56026,0.0,0.0,3592.187678,1024.891,2049.782,0.001707,27921.614,0.0,27921.614,1,1,31910.416,59832.03,2934110.005453,0,0,13,0,6,0,6,16.667,10.77,0.000,17.19,10.00,6.00,0
517,2091.07,110762.0,22093.297,0.0,27921.614,0.0,3074.673,0.0,0.0,0.0,3074.673,0.0,18501.109322,0.0,11076.2,0.0,7424.909322,0.0,0.0,0.0,3592.187678,1024.891,2049.782,0.001707,27921.614,0.0,27921.614,0,0,31910.416,59832.03,2934110.005453,0,0,13,0,6,0,6,0.000,10.77,0.000,16.23,9.00,6.00,0
518,2089.07,110323.0,22086.712,-6.585,27924.687,3.073,3074.673,0.0,0.0,0.0,3074.673,0.0,18494.145832,-6.96349,11032.3,-43.9,7461.845832,36.93651,0.0,0.0,3592.566168,1024.891,2049.782,0.001707,27924.687,0.0,27924.687,1,1,31913.928,59838.615,2934829.871603,0,0,13,0,6,0,6,16.667,10.77,0.000,9.55,5.00,3.00,0
519,2085.65,110323.0,22086.712,0.0,27924.687,0.0,3074.673,0.0,0.0,0.0,3074.673,0.0,18494.145832,0.0,11032.3,0.0,7461.845832,0.0,0.0,0.0,3592.566168,1024.891,2049.782,0.001707,27924.687,0.0,27924.687,0,0,31913.928,59838.615,2934829.871603,0,0,13,0,6,0,6,0.000,10.77,0.000,16.37,9.00,6.00,0
520,2081.67,110323.0,22086.712,0.0,27924.687,0.0,3074.673,0.0,0.0,0.0,3074.673,0.0,18494.145832,0.0,11032.3,0.0,7461.845832,0.0,0.0,0.0,3592.566168,1024.891,2049.782,0.001707,27924.687,0.0,27924.687,0,0,31913.928,59838.615,2934829.871603,0,0,13,0,6,0,6,0.000,10.77,0.000,19.06,11.00,7.00,0
521,2080.51,110323.0,22086.712,0.0,27924.687,0.0,3074.673,0.0,0.0,0.0,3074.673,0.0,18494.145832,0.0,11032.3,0.0,7461.845832,0.0,0.0,0.0,3592.566168,1024.891,2049.782,0.001707,27924.687,0.0,27924.687,0,0,31913.928,59838.615,2934829.871603,0,0,13,0,6,0,6,0.000,10.77,0.000,5.60,3.00,2.00,0
522,2080.29,110323.0,22086.712,0.0,27924.687,0.0,3074.673,0.0,0.0,0.0,3074.673,0.0,18494.145832,0.0,11032.3,0.0,7461.845832,0.0,0.0,0.0,3592.566168,1024.891,2049.782,0.001707,27924.687,0.0,27924.687,0,0,31913.928,59838.615,2934829.871603,0,0,13,0,6,0,6,0.000,10.77,0.000,1.03,0.00,0.00,0
523,2078.26,111225.0,22081.5625,-5.1495,27926.675,1.988,3075.5625,0.8895,0.0,0.0,3075.5625,0.8895,18488.796904,-5.348928,11122.5,90.2,7366.296904,-95.548928,0.0,0.0,3592.765596,1025.1875,2050.375,0.001707,27926.675,0.0,27926.675,1,1,31916.2,59842.875,2936381.573869,0,1,13,0,6,2,4,16.667,10.77,186.563,9.79,5.00,3.00,0
524,2075.83,110632.0,22072.6675,-8.895,27930.826,4.151,3075.5625,0.0,0.0,0.0,3075.5625,0.0,18479.209111,-9.587793,11063.2,-59.3,7416.009111,49.712207,0.0,0.0,3593.458389,1025.1875,2050.375,0.001707,27930.826,0.0,27930.826,1,1,31920.944,59851.77,2937872.936136,0,0,13,0,6,0,6,16.667,10.77,185.563,11.68,7.00,4.00,0
525,2072.89,110632.0,22072.6675,0.0,27930.826,0.0,3075.5625,0.0,0.0,0.0,3075.5625,0.0,18479.209111,0.0,11063.2,0.0,7416.009111,0.0,0.0,0.0,3593.458389,1025.1875,2050.375,0.001707,27930.826,0.0,27930.826,0,0,31920.944,59851.77,2937872.936136,0,0,13,0,6,0,6,0.000,10.77,185.563,14.17,8.00,5.00,0
526,2072.75,110632.0,22072.6675,0.0,27930.826,0.0,3075.5625,0.0,0.0,0.0,3075.5625,0.0,18479.209111,0.0,11063.2,0.0,7416.009111,0.0,0.0,0.0,3593.458389,1025.1875,2050.375,0.001707,27930.826,0.0,27930.826,0,0,31920.944,59851.77,2937872.936136,0,0,13,0,6,0,6,0.000,10.77,185.563,0.67,0.00,0.00,0
527,2069.52,110433.0,22047.349,-25.3185,27942.145,11.319,3076.626,1.0635,0.0,0.0,3076.626,1.0635,18453.340906,-25.868205,11043.3,-19.9,7410.040906,-5.968205,0.0,0.0,3594.008094,1025.542,2051.084,0.001757,27942.145,0.0,27942.145,1,1,31933.88,59876.025,2938897.434303,0,1,13,0,6,2,4,16.667,10.80,83.818,15.57,9.00,6.00,0
528,2072.76,110846.0,22035.8725,-11.4765,27947.108,4.963,3077.4675,0.8415,0.0,0.0,3077.4675,0.8415,18440.754184,-12.586722,11084.6,41.3,7356.154184,-53.886722,0.0,0.0,3595.118316,1025.8225,2051.645,0.001757,27947.108,0.0,27947.108,1,1,31939.552,59886.66,2939944.192843,0,1,13,0,6,2,4,16.667,10.79,95.054,15.66,9.00,6.00,0
529,2074.24,110285.0,22027.4575,-8.415,27951.035,3.927,3077.4675,0.0,0.0,0.0,3077.4675,0.0,18431.938727,-8.815457,11028.5,-56.1,7403.438727,47.284543,0.0,0.0,3595.518773,1025.8225,2051.645,0.001757,27951.035,0.0,27951.035,1,1,31944.04,59895.075,2941426.459153,0,0,13,0,6,0,6,16.667,10.79,184.978,7.14,4.00,2.00,0
530,2077.16,110285.0,22027.4575,0.0,27951.035,0.0,3077.4675,0.0,0.0,0.0,3077.4675,0.0,18431.938727,0.0,11028.5,0.0,7403.438727,0.0,0.0,0.0,3595.518773,1025.8225,2051.645,0.001757,27951.035,0.0,27951.035,0,0,31944.04,59895.075,2941426.459153,0,0,13,0,6,0,6,0.000,10.79,184.978,14.09,8.00,5.00,0
531,2076.02,110285.0,22027.4575,0.0,27951.035,0.0,3077.4675,0.0,0.0,0.0,3077.4675,0.0,18431.938727,0.0,11028.5,0.0,7403.438727,0.0,0.0,0.0,3595.518773,1025.8225,2051.645,0.001757,27951.035,0.0,27951.035,0,0,31944.04,59895.075,2941426.459153,0,0,13,0,6,0,6,0.000,10.79,184.978,5.50,3.00,2.00,0
532,2073.80,112055.0,22026.13,-1.3275,27951.035,0.0,3078.795,1.3275,0.0,0.0,3078.795,1.3275,18430.611227,-1.3275,11205.5,177.0,7225.111227,-178.3275,0.0,0.0,3595.518773,1026.265,2052.53,0.001757,27951.035,0.0,27951.035,0,0,31944.04,59895.075,2941426.459153,0,1,14,0,6,2,4,0.000,10.78,74.815,10.72,6.00,4.00,0
533,2076.94,111170.0,22012.855,-13.275,27957.23,6.195,3078.795,0.0,0.0,0.0,3078.795,0.0,18415.995265,-14.615962,11117.0,-88.5,7298.995265,73.884038,0.0,0.0,3596.859735,1026.265,2052.53,0.001757,27957.23,0.0,27957.23,1,1,31951.12,59908.35,2942435.898858,0,0,14,0,6,0,6,16.667,10.78,186.470,15.15,9.00,6.00,0
534,2080.26,110577.0,22003.96,-8.895,27961.381,4.151,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,-9.466442,11057.7,-59.3,7348.828823,49.833558,0.0,0.0,3597.431177,1026.265,2052.53,0.001757,27961.381,0.0,27961.381,1,1,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,16.667,10.78,0.000,16.00,9.00,6.00,0
535,2081.08,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001757,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,3.92,2.00,1.00,0
536,2082.79,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001757,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,8.23,4.00,3.00,0
537,2084.58,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001757,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,8.62,5.00,3.00,0
538,2086.02,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001757,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,6.91,4.00,2.00,0
539,2085.26,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,3.66,2.00,1.00,0
540,2085.55,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,1.37,0.00,0.00,0
541,2086.02,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,2.28,1.00,0.00,0
542,2087.53,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,7.24,4.00,2.00,0
543,2087.34,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,0.94,0.00,0.00,0
544,2085.61,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,8.25,4.00,3.00,0
545,2082.39,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,15.43,9.00,6.00,0
546,2083.97,110577.0,22003.96,0.0,27961.381,0.0,3078.795,0.0,0.0,0.0,3078.795,0.0,18406.528823,0.0,11057.7,0.0,7348.828823,0.0,0.0,0.0,3597.431177,1026.265,2052.53,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,0,14,0,6,0,6,0.000,10.78,0.000,7.56,4.00,3.00,0
547,2086.63,112303.0,22002.6655,-1.2945,27961.381,0.0,3080.0895,1.2945,0.0,0.0,3080.0895,1.2945,18405.234323,-1.2945,11230.3,172.6,7174.934323,-173.8945,0.0,0.0,3597.431177,1026.6965,2053.393,0.001807,27961.381,0.0,27961.381,0,0,31955.864,59917.245,2943977.425682,0,1,15,0,6,2,4,0.000,10.78,129.131,12.77,7.00,5.00,0
548,2086.92,111440.0,21989.7205,-12.945,27967.422,6.041,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18392.17005,-13.064273,11144.0,-86.3,7248.17005,73.235727,0.0,0.0,3597.55045,1026.6965,2053.393,0.001807,27967.422,0.0,27967.422,1,1,31962.768,59930.19,2944683.796059,0,0,15,0,6,0,6,16.667,10.78,0.000,1.38,0.00,0.00,0
549,2083.45,110577.0,21976.7755,-12.945,27973.463,6.041,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,-14.261692,11057.7,-86.3,7320.208358,72.038308,0.0,0.0,3598.867142,1026.6965,2053.393,0.001807,27973.463,0.0,27973.463,1,1,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,16.667,10.78,0.000,16.64,9.00,6.00,0
550,2086.88,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001807,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,16.46,9.00,6.00,0
551,2083.94,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,14.08,8.00,5.00,0
552,2085.45,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,7.27,4.00,2.00,0
553,2083.92,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,7.35,4.00,2.00,0
554,2084.26,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,1.61,0.00,0.00,0
555,2084.71,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,2.18,1.00,0.00,0
556,2081.11,110577.0,21976.7755,0.0,27973.463,0.0,3080.0895,0.0,0.0,0.0,3080.0895,0.0,18377.908358,0.0,11057.7,0.0,7320.208358,0.0,0.0,0.0,3598.867142,1026.6965,2053.393,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,0,14,0,6,0,6,0.000,10.78,0.000,17.25,10.00,6.00,0
557,2079.74,111335.0,21976.207,-0.5685,27973.463,0.0,3080.658,0.5685,0.0,0.0,3080.658,0.5685,18377.339858,-0.5685,11133.5,75.8,7243.839858,-76.3685,0.0,0.0,3598.867142,1026.886,2053.772,0.001857,27973.463,0.0,27973.463,0,0,31969.672,59943.135,2944952.07888,0,1,14,0,6,2,4,0.000,10.80,292.760,6.58,3.00,2.00,0
558,2082.48,110956.0,21970.522,-5.685,27976.116,2.653,3080.658,0.0,0.0,0.0,3080.658,0.0,18371.156903,-6.182955,11095.6,-37.9,7275.556903,31.717045,0.0,0.0,3599.365097,1026.886,2053.772,0.001857,27976.116,0.0,27976.116,1,1,31972.704,59948.82,2945904.268011,0,0,14,0,6,0,6,16.667,10.80,0.000,13.14,7.00,5.00,0
559,2082.65,110956.0,21970.522,0.0,27976.116,0.0,3080.658,0.0,0.0,0.0,3080.658,0.0,18371.156903,0.0,11095.6,0.0,7275.556903,0.0,0.0,0.0,3599.365097,1026.886,2053.772,0.001857,27976.116,0.0,27976.116,0,0,31972.704,59948.82,2945904.268011,0,0,14,0,6,0,6,0.000,10.80,0.000,0.83,0.00,0.00,0
560,2086.42,113192.0,21968.845,-1.677,27976.116,0.0,3082.335,1.677,0.0,0.0,3082.335,1.677,18369.479903,-1.677,11319.2,223.6,7050.279903,-225.277,0.0,0.0,3599.365097,1027.445,2054.89,0.001857,27976.116,0.0,27976.116,0,0,31972.704,59948.82,2945904.268011,0,1,14,0,6,2,4,0.000,10.79,100.245,18.10,10.00,7.00,0
561,2087.79,112074.0,21952.075,-16.77,27983.942,7.826,3082.335,0.0,0.0,0.0,3082.335,0.0,18351.977021,-17.502882,11207.4,-111.8,7144.577021,94.297118,0.0,0.0,3600.097979,1027.445,2054.89,0.001857,27983.942,0.0,27983.942,1,1,31981.648,59965.59,2946895.645834,0,0,14,0,6,0,6,16.667,10.79,0.000,6.56,3.00,2.00,0
562,2085.29,110956.0,21935.305,-16.77,27991.768,7.826,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,-17.374276,11095.6,-111.8,7239.002745,94.425724,0.0,0.0,3600.702255,1027.445,2054.89,0.001857,27991.768,0.0,27991.768,1,1,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,16.667,10.79,0.000,11.95,7.00,4.00,0
563,2087.79,110956.0,21935.305,0.0,27991.768,0.0,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,0.0,11095.6,0.0,7239.002745,0.0,0.0,0.0,3600.702255,1027.445,2054.89,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,0.000,10.79,0.000,11.97,7.00,4.00,0
564,2083.85,110956.0,21935.305,0.0,27991.768,0.0,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,0.0,11095.6,0.0,7239.002745,0.0,0.0,0.0,3600.702255,1027.445,2054.89,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,0.000,10.79,0.000,18.87,11.00,7.00,0
565,2085.28,110956.0,21935.305,0.0,27991.768,0.0,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,0.0,11095.6,0.0,7239.002745,0.0,0.0,0.0,3600.702255,1027.445,2054.89,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,0.000,10.79,0.000,6.89,4.00,2.00,0
566,2087.68,110956.0,21935.305,0.0,27991.768,0.0,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,0.0,11095.6,0.0,7239.002745,0.0,0.0,0.0,3600.702255,1027.445,2054.89,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,0.000,10.79,0.000,11.48,6.00,4.00,0
567,2087.33,110956.0,21935.305,0.0,27991.768,0.0,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,0.0,11095.6,0.0,7239.002745,0.0,0.0,0.0,3600.702255,1027.445,2054.89,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,0.000,10.79,0.000,1.67,1.00,0.00,0
568,2087.65,110956.0,21935.305,0.0,27991.768,0.0,3082.335,0.0,0.0,0.0,3082.335,0.0,18334.602745,0.0,11095.6,0.0,7239.002745,0.0,0.0,0.0,3600.702255,1027.445,2054.89,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,0,14,0,6,0,6,0.000,10.79,0.000,1.52,0.00,0.00,0
569,2087.40,112000.0,21934.522,-0.783,27991.768,0.0,3083.118,0.783,0.0,0.0,3083.118,0.783,18333.819745,-0.783,11200.0,104.4,7133.819745,-105.183,0.0,0.0,3600.702255,1027.706,2055.412,0.001907,27991.768,0.0,27991.768,0,0,31990.592,59982.36,2947911.070903,0,1,14,0,6,2,4,0.000,10.81,213.559,1.18,0.00,0.00,0
570,2090.52,111478.0,21926.692,-7.83,27995.422,3.654,3083.118,0.0,0.0,0.0,3083.118,0.0,18325.209615,-8.61013,11147.8,-52.2,7177.409615,43.58987,0.0,0.0,3601.482385,1027.706,2055.412,0.001907,27995.422,0.0,27995.422,1,1,31994.768,59990.19,2948608.57015,0,0,14,0,6,0,6,16.667,10.81,0.000,14.95,8.00,5.00,0
571,2090.03,114256.0,21924.6085,-2.0835,27995.422,0.0,3085.2015,2.0835,0.0,0.0,3085.2015,2.0835,18323.126115,-2.0835,11425.6,277.8,6897.526115,-279.8835,0.0,0.0,3601.482385,1028.4005,2056.801,0.001907,27995.422,0.0,27995.422,0,0,31994.768,59990.19,2948608.57015,0,1,14,0,6,2,4,0.000,10.80,81.258,2.35,1.00,0.00,0
572,2092.01,112867.0,21903.7735,-20.835,28005.145,9.723,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18300.974275,-22.15184,11286.7,-138.9,7014.274275,116.74816,0.0,0.0,3602.799225,1028.4005,2056.801,0.001907,28005.145,0.0,28005.145,1,1,32005.88,60011.025,2949601.148879,0,0,14,0,6,0,6,16.667,10.80,0.000,9.48,5.00,3.00,0
573,2090.81,112867.0,21903.7735,0.0,28005.145,0.0,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18300.974275,0.0,11286.7,0.0,7014.274275,0.0,0.0,0.0,3602.799225,1028.4005,2056.801,0.001907,28005.145,0.0,28005.145,0,0,32005.88,60011.025,2949601.148879,0,0,14,0,6,0,6,0.000,10.80,0.000,5.75,3.00,2.00,0
574,2094.31,112867.0,21903.7735,0.0,28005.145,0.0,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18300.974275,0.0,11286.7,0.0,7014.274275,0.0,0.0,0.0,3602.799225,1028.4005,2056.801,0.001907,28005.145,0.0,28005.145,0,0,32005.88,60011.025,2949601.148879,0,0,14,0,6,0,6,0.000,10.80,0.000,16.77,10.00,6.00,0
575,2091.95,112867.0,21903.7735,0.0,28005.145,0.0,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18300.974275,0.0,11286.7,0.0,7014.274275,0.0,0.0,0.0,3602.799225,1028.4005,2056.801,0.001957,28005.145,0.0,28005.145,0,0,32005.88,60011.025,2949601.148879,0,0,14,0,6,0,6,0.000,10.80,0.000,11.28,6.00,4.00,0
576,2088.06,111478.0,21882.9385,-20.835,28014.868,9.723,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18278.831345,-22.14293,11147.8,-138.9,7131.031345,116.75707,0.0,0.0,3604.107155,1028.4005,2056.801,0.001957,28014.868,0.0,28014.868,1,1,32016.992,60031.86,2950568.994772,0,0,14,0,6,0,6,16.667,10.80,0.000,18.59,11.00,7.00,0
577,2086.12,110956.0,21875.1085,-7.83,28018.522,3.654,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18270.68211,-8.149235,11095.6,-52.2,7175.08211,44.050765,0.0,0.0,3604.42639,1028.4005,2056.801,0.001957,28018.522,0.0,28018.522,1,1,32021.168,60039.69,2951720.197692,0,0,14,0,6,0,6,16.667,10.80,0.000,9.28,5.00,3.00,0
578,2089.97,110956.0,21875.1085,0.0,28018.522,0.0,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18270.68211,0.0,11095.6,0.0,7175.08211,0.0,0.0,0.0,3604.42639,1028.4005,2056.801,0.001957,28018.522,0.0,28018.522,0,0,32021.168,60039.69,2951720.197692,0,0,14,0,6,0,6,0.000,10.80,0.000,18.42,11.00,7.00,0
579,2091.21,110956.0,21875.1085,0.0,28018.522,0.0,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18270.68211,0.0,11095.6,0.0,7175.08211,0.0,0.0,0.0,3604.42639,1028.4005,2056.801,0.001957,28018.522,0.0,28018.522,0,0,32021.168,60039.69,2951720.197692,0,0,14,0,6,0,6,0.000,10.80,0.000,5.97,3.00,2.00,0
580,2093.20,110956.0,21875.1085,0.0,28018.522,0.0,3085.2015,0.0,0.0,0.0,3085.2015,0.0,18270.68211,0.0,11095.6,0.0,7175.08211,0.0,0.0,0.0,3604.42639,1028.4005,2056.801,0.001957,28018.522,0.0,28018.522,0,0,32021.168,60039.69,2951720.197692,0,0,14,0,6,0,6,0.000,10.80,0.000,9.49,5.00,3.00,0
