step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
10,2008.54,47436.0,81331.78,-424.974,1614.508,194.446,208.56,8.304,0.0,0.0,208.56,8.304,81149.913373,-429.425715,4743.6,-1670.6,76406.313373,1241.174285,0.0,0.0,181.866627,69.52,139.04,0.0,1614.508,0.0,1614.508,3,3,1845.152,3459.66,177436.606698,0,2,8,0,6,4,2,50.000,7.94,0.424,1.60,0.00,0.00,0
11,2012.12,53962.0,80802.19,-529.59,1847.706,233.198,238.44,29.88,0.0,0.0,238.44,29.88,80565.371618,-584.541755,5396.2,652.6,75169.171618,-1237.141755,0.0,0.0,236.818382,79.48,158.96,0.000021,1847.706,0.0,1847.706,5,5,2111.664,3959.37,200200.527845,0,3,9,0,6,6,0,83.333,8.26,1.709,17.83,10.00,7.00,0
12,2015.27,51750.0,80490.109,-312.081,1987.146,139.44,251.721,13.281,0.0,0.0,251.721,13.281,80222.165775,-343.205843,5175.0,-221.2,75047.165775,-122.005843,0.0,0.0,267.943225,83.907,167.814,0.000021,1987.146,0.0,1987.146,3,3,2271.024,4258.17,214058.507876,0,3,9,0,6,6,0,50.000,8.33,4.845,15.62,9.00,6.00,0
13,2019.05,49574.0,80352.2905,-137.8185,2049.124,61.978,256.7295,5.0085,0.0,0.0,256.7295,5.0085,80067.725001,-154.440774,4957.4,-217.6,75110.325001,63.159226,0.0,0.0,284.565499,85.5765,171.153,0.000021,2049.124,0.0,2049.124,3,3,2341.856,4390.98,228467.675818,0,2,10,0,6,4,2,50.000,8.44,13.847,18.77,11.00,7.00,0
14,2020.08,121581.0,80245.696,-106.5945,2072.497,23.373,313.239,56.5095,0.0,0.0,313.239,56.5095,79959.425468,-108.299533,12158.1,7200.7,67801.325468,-7308.999533,0.0,0.0,286.270532,104.413,208.826,0.000021,2072.497,0.0,2072.497,2,2,2368.568,4441.065,237631.538349,0,3,13,0,6,6,0,33.333,8.10,2.227,5.11,3.00,2.00,0
15,2018.05,85777.0,79626.61,-619.086,2359.581,287.084,317.145,3.906,0.0,0.0,317.145,3.906,79300.838146,-658.587322,8577.7,-3580.4,70723.138146,2921.812678,0.0,0.0,325.771854,105.715,211.43,0.000021,2359.581,0.0,2359.581,5,5,2696.664,5056.245,260491.81898,0,2,12,0,6,4,2,83.333,8.39,1.130,10.05,6.00,4.00,0
16,2017.84,93635.0,79579.7035,-46.9065,2377.809,18.228,324.9915,7.8465,0.0,0.0,324.9915,7.8465,79253.653986,-47.18416,9363.5,785.8,69890.153986,-832.98416,0.0,0.0,326.049514,108.3305,216.661,0.000021,2377.809,0.0,2377.809,2,2,2717.496,5095.305,269804.437003,0,2,12,0,6,4,2,33.333,8.47,1.058,1.07,0.00,0.00,0
17,2016.26,88404.0,79501.2385,-78.465,2414.426,36.617,324.9915,0.0,0.0,0.0,324.9915,0.0,79171.109751,-82.544235,8840.4,-523.1,70330.709751,440.555765,0.0,0.0,330.128749,108.3305,216.661,0.000021,2414.426,0.0,2414.426,2,2,2759.344,5173.77,279185.122886,0,0,11,0,6,0,6,33.333,8.47,0.943,7.80,4.00,3.00,0
18,2018.46,94163.0,79373.518,-127.7205,2469.271,54.845,335.187,10.1955,0.0,0.0,335.187,10.1955,79041.24593,-129.863821,9416.3,575.9,69624.94593,-705.763821,0.0,0.0,332.27207,111.729,223.458,0.000021,2469.271,0.0,2469.271,4,4,2822.024,5291.295,298528.397453,0,2,11,0,6,4,2,66.667,8.86,1.117,10.90,6.00,4.00,0
19,2021.41,110099.0,78661.1635,-712.3545,2780.561,311.29,380.4915,45.3045,0.0,0.0,380.4915,45.3045,78294.212951,-747.032979,11009.9,1593.6,67284.312951,-2340.632979,0.0,0.0,366.950549,126.8305,253.661,0.000021,2780.561,0.0,2780.561,5,5,3177.784,5958.345,320190.523852,0,3,13,0,6,6,0,83.333,8.56,2.645,14.61,8.00,5.00,0
20,2022.59,118322.0,78179.299,-481.8645,2991.982,211.421,409.311,28.8195,0.0,0.0,409.311,28.8195,77794.653285,-499.559666,11832.2,822.3,65962.453285,-1321.859666,0.0,0.0,384.645715,136.437,272.874,0.000021,2991.982,0.0,2991.982,3,3,3419.408,6411.39,331953.16591,0,2,13,0,6,4,2,50.000,8.37,5.158,5.86,3.00,2.00,0
21,2024.86,167081.0,77840.125,-339.174,3126.473,134.491,460.29,50.979,0.0,0.0,460.29,50.979,77433.949232,-360.704053,16708.1,4875.9,60725.849232,-5236.604053,0.0,0.0,406.175768,153.43,306.86,0.000021,3126.473,0.0,3126.473,2,2,3573.112,6699.585,339256.484276,0,2,13,0,6,4,2,33.333,8.58,3.916,11.21,6.00,4.00,0
22,2027.19,133095.0,77330.335,-509.79,3364.375,237.902,460.29,0.0,0.0,0.0,460.29,0.0,76885.099816,-548.849416,13309.5,-3398.6,63575.599816,2849.750584,0.0,0.0,445.235184,153.43,306.86,0.000021,3364.375,0.0,3364.375,2,2,3845.0,7209.375,348287.547943,0,0,13,0,6,0,6,33.333,8.58,0.000,11.49,6.00,4.00,0
23,2028.43,170313.0,77302.4215,-27.9135,3364.375,0.0,488.2035,27.9135,0.0,0.0,488.2035,27.9135,76857.186316,-27.9135,17031.3,3721.8,59825.886316,-3749.7135,0.0,0.0,445.235184,162.7345,325.469,0.000071,3364.375,0.0,3364.375,0,0,3845.0,7209.375,348287.547943,0,2,14,0,6,4,2,0.000,8.43,8.152,6.12,3.00,2.00,0
24,2028.05,163200.0,77014.6645,-287.757,3494.638,130.263,496.8255,8.622,0.0,0.0,496.8255,8.622,76565.933892,-291.252424,16320.0,-711.3,60245.933892,420.047576,0.0,0.0,448.730608,165.6085,331.217,0.000071,3494.638,0.0,3494.638,2,2,3993.872,7488.51,355888.776961,0,2,14,0,6,4,2,33.333,8.55,5.700,1.88,1.00,0.00,0
25,2024.59,141526.0,76405.1095,-609.555,3772.776,278.138,510.3705,13.545,0.0,0.0,510.3705,13.545,75941.957048,-623.976844,14152.6,-2167.4,61789.357048,1543.423156,0.0,0.0,463.152452,170.1235,340.247,0.000071,3772.776,0.0,3772.776,4,4,4311.744,8084.52,374581.815766,0,2,15,0,6,4,2,66.667,8.53,3.239,17.07,10.00,6.00,0
26,2023.18,172420.0,76239.7165,-165.393,3835.986,63.21,540.3135,29.943,0.0,0.0,540.3135,29.943,75770.290255,-171.666793,17242.0,3089.4,58528.290255,-3261.066793,0.0,0.0,469.426245,180.1045,360.209,0.000071,3835.986,0.0,3835.986,2,2,4383.984,8219.97,384018.195111,0,2,16,0,6,4,2,33.333,8.53,2.232,6.95,4.00,2.00,0
27,2020.80,103042.0,75199.0465,-1040.67,4321.632,485.646,540.3135,0.0,0.0,0.0,540.3135,0.0,74679.873789,-1090.416466,10304.2,-6937.8,64375.673789,5847.383534,0.0,0.0,519.172711,180.1045,360.209,0.000071,4321.632,0.0,4321.632,7,7,4939.008,9260.64,413364.183753,0,0,13,0,6,0,6,116.667,8.53,0.931,11.78,7.00,4.00,0
28,2022.83,153642.0,75161.0965,-37.95,4321.632,0.0,578.2635,37.95,0.0,0.0,578.2635,37.95,74641.923789,-37.95,15364.2,5060.0,59277.723789,-5097.95,0.0,0.0,519.172711,192.7545,385.509,0.000071,4321.632,0.0,4321.632,0,0,4939.008,9260.64,413364.183753,0,2,14,0,6,4,2,0.000,8.42,0.954,10.09,6.00,4.00,0
29,2019.61,157984.0,74759.365,-401.7315,4498.732,177.1,600.495,22.2315,0.0,0.0,600.495,22.2315,74199.82446,-442.099329,15798.4,434.2,58401.42446,-876.299329,0.0,0.0,559.54054,200.165,400.33,0.000071,4498.732,0.0,4498.732,2,2,5141.408,9640.14,421651.676626,0,2,15,0,6,4,2,33.333,8.26,0.690,15.96,9.00,6.00,0
30,2017.82,148078.0,74426.311,-333.054,4650.058,151.326,609.279,8.784,0.0,0.0,609.279,8.784,73851.533655,-348.290805,14807.8,-990.6,59043.733655,642.309195,0.0,0.0,574.777345,203.093,406.186,0.000071,4650.058,0.0,4650.058,4,4,5314.352,9964.41,438087.447027,0,2,14,0,6,4,2,66.667,8.40,0.491,8.83,5.00,3.00,0
31,2014.32,176670.0,74173.1845,-253.1265,4753.028,102.97,641.7555,32.4765,0.0,0.0,641.7555,32.4765,73584.046527,-267.487128,17667.0,2859.2,55917.046527,-3126.687128,0.0,0.0,589.137973,213.9185,427.837,0.000071,4753.028,0.0,4753.028,5,5,5432.032,10185.06,460673.795486,0,2,15,0,6,4,2,83.333,8.53,0.460,17.38,10.00,6.00,0
32,2015.36,155019.0,73848.4195,-324.765,4904.585,151.557,641.7555,0.0,0.0,0.0,641.7555,0.0,73248.093314,-335.953213,15501.9,-2165.1,57746.193314,1829.146787,0.0,0.0,600.326186,213.9185,427.837,0.000071,4904.585,0.0,4904.585,2,2,5605.24,10509.825,468800.04059,0,0,15,0,6,0,6,33.333,8.53,0.561,5.17,3.00,2.00,0
33,2018.80,162225.0,73750.783,-97.6365,4945.577,40.992,651.552,9.7965,0.0,0.0,651.552,9.7965,73147.618466,-100.474848,16222.5,720.6,56925.118466,-821.074848,0.0,0.0,603.164534,217.184,434.368,0.000071,4945.577,0.0,4945.577,2,2,5652.088,10597.665,477644.693945,0,2,15,0,6,4,2,33.333,8.60,0.622,17.09,10.00,6.00,0
34,2017.57,158878.0,73650.43,-100.353,4991.294,45.717,653.94,2.388,0.0,0.0,653.94,2.388,73043.288711,-104.329755,15887.8,-334.7,57155.488711,230.370245,0.0,0.0,607.141289,217.98,435.96,0.000071,4991.294,0.0,4991.294,2,2,5704.336,10695.63,486950.951566,0,1,15,0,6,2,4,33.333,8.52,0.564,6.09,3.00,2.00,0
35,2015.25,162986.0,73622.275,-28.155,5002.438,11.144,658.215,4.275,0.0,0.0,658.215,4.275,73013.299654,-29.989057,16298.6,410.8,56714.699654,-440.789057,0.0,0.0,608.975346,219.405,438.81,0.000097,5002.438,0.0,5002.438,1,1,5717.072,10719.51,491706.336174,0,1,15,0,6,2,4,16.667,8.44,0.561,11.52,6.00,4.00,0
36,2011.23,121659.0,72953.6395,-668.6355,5313.385,310.947,660.5355,2.3205,0.0,0.0,660.5355,2.3205,72296.999314,-716.30034,12165.9,-4132.7,60131.099314,3416.39966,0.0,0.0,656.640186,220.1785,440.357,0.000097,5313.385,0.0,5313.385,6,6,6072.44,11385.825,515764.091566,0,1,13,0,6,2,4,100.000,8.60,0.148,19.93,11.00,7.00,0
37,2012.69,138704.0,72916.4905,-37.149,5324.214,10.829,674.4795,13.944,0.0,0.0,674.4795,13.944,72258.728968,-38.270346,13870.4,1704.5,58388.328968,-1742.770346,0.0,0.0,657.761532,224.8265,449.653,0.000097,5324.214,0.0,5324.214,1,1,6084.816,11409.03,520495.980346,0,2,14,0,6,4,2,16.667,8.59,0.219,7.25,4.00,2.00,0
38,2015.18,207038.0,72718.828,-197.6625,5389.286,65.072,732.702,58.2225,0.0,0.0,732.702,58.2225,72049.569552,-209.159416,20703.8,6833.4,51345.769552,-7042.559416,0.0,0.0,669.258448,244.234,488.468,0.000097,5389.286,0.0,5389.286,2,2,6159.184,11548.47,529775.587693,0,3,17,0,6,6,0,33.333,8.56,0.445,12.37,7.00,4.00,0
39,2011.54,227741.0,71945.5525,-773.2755,5726.063,336.777,784.3125,51.6105,0.0,0.0,784.3125,51.6105,71200.855847,-848.713705,22774.1,2070.3,48426.755847,-2919.013705,0.0,0.0,744.696653,261.4375,522.875,0.000097,5726.063,0.0,5726.063,5,5,6544.072,12270.135,550238.110344,0,3,16,0,6,6,0,83.333,8.51,0.282,18.07,10.00,7.00,0
40,2012.32,198490.0,71425.5805,-519.972,5966.912,240.849,788.1795,3.867,0.0,0.0,788.1795,3.867,70667.498997,-533.35685,19849.0,-2925.1,50818.498997,2391.74315,0.0,0.0,758.081503,262.7265,525.453,0.000097,5966.912,0.0,5966.912,3,3,6819.328,12786.24,563206.243848,0,1,15,0,6,2,4,50.000,8.52,0.361,3.89,2.00,1.00,0
41,2013.95,209466.0,71376.745,-48.8355,5984.958,18.046,798.345,10.1655,0.0,0.0,798.345,10.1655,70616.575052,-50.923945,20946.6,1097.6,49669.975052,-1148.523945,0.0,0.0,760.169948,266.115,532.23,0.000097,5984.958,0.0,5984.958,1,1,6839.952,12824.91,567253.038509,0,2,15,0,6,4,2,16.667,8.59,0.396,8.10,4.00,3.00,0
42,2017.47,185546.0,70631.7235,-745.0215,6324.052,339.094,816.7365,18.3915,0.0,0.0,816.7365,18.3915,69812.410479,-804.164573,18554.6,-2392.0,51257.810479,1587.835427,0.0,0.0,819.313021,272.2455,544.491,0.000097,6324.052,0.0,6324.052,6,6,7227.488,13551.54,590005.195942,0,2,14,0,6,4,2,100.000,8.59,0.630,17.48,10.00,6.00,0
43,2013.73,172780.0,70341.4495,-290.274,6457.318,133.266,821.4405,4.704,0.0,0.0,821.4405,4.704,69498.697656,-313.712823,17278.0,-1276.6,52220.697656,962.887177,0.0,0.0,842.751844,273.8135,547.627,0.000097,6457.318,0.0,6457.318,4,4,7379.792,13837.11,606981.591057,0,2,14,0,6,4,2,66.667,8.79,0.477,18.52,11.00,7.00,0
44,2014.25,183460.0,70284.0475,-57.402,6479.27,21.952,831.8025,10.362,0.0,0.0,831.8025,10.362,69440.485255,-58.212401,18346.0,1068.0,51094.485255,-1126.212401,0.0,0.0,843.562245,277.2675,554.535,0.000097,6479.27,0.0,6479.27,2,2,7404.88,13884.15,615848.603886,0,2,16,0,6,4,2,33.333,8.67,0.519,2.58,1.00,1.00,0
45,2017.49,176821.0,69987.115,-296.9325,6613.453,134.183,841.2,9.3975,0.0,0.0,841.2,9.3975,69132.307388,-308.177867,17682.1,-663.9,51450.207388,355.722133,0.0,0.0,854.807612,280.4,560.8,0.000097,6613.453,0.0,6613.453,4,4,7558.232,14171.685,633033.088175,0,2,16,0,6,4,2,66.667,8.75,0.639,16.08,9.00,6.00,0
46,2018.20,219676.0,69831.226,-155.889,6668.452,54.999,879.234,38.034,0.0,0.0,879.234,38.034,68973.732592,-158.574796,21967.6,4285.5,47006.132592,-4444.074796,0.0,0.0,857.493408,293.078,586.156,0.000097,6668.452,0.0,6668.452,3,3,7621.088,14289.54,643467.433686,0,2,15,0,6,4,2,50.000,8.67,0.752,3.50,2.00,1.00,0
47,2020.96,172968.0,69130.606,-700.62,6995.408,326.956,879.234,0.0,0.0,0.0,879.234,0.0,68221.53358,-752.199012,17296.8,-4670.8,50924.73358,3918.600988,0.0,0.0,909.07242,293.078,586.156,0.000111,6995.408,0.0,6995.408,6,6,7994.752,14990.16,667785.438764,0,0,14,0,6,0,6,100.000,8.67,1.199,13.68,8.00,5.00,0
48,2020.65,210786.0,69102.2425,-28.3635,6995.408,0.0,907.5975,28.3635,0.0,0.0,907.5975,28.3635,68193.17008,-28.3635,21078.6,3781.8,47114.57008,-3810.1635,0.0,0.0,909.07242,302.5325,605.065,0.000111,6995.408,0.0,6995.408,0,0,7994.752,14990.16,667785.438764,0,2,15,0,6,4,2,0.000,8.55,1.161,1.54,0.00,0.00,0
49,2018.72,194741.0,68816.4595,-285.783,7127.771,132.363,909.7455,2.148,0.0,0.0,909.7455,2.148,67889.303759,-303.866321,19474.1,-1604.5,48415.203759,1300.633679,0.0,0.0,927.155741,303.2485,606.497,0.000111,7127.771,0.0,7127.771,2,2,8146.024,15273.795,673976.299103,0,1,14,0,6,2,4,33.333,8.50,0.967,9.56,5.00,3.00,0
50,2016.81,189900.0,68299.5055,-516.954,7359.142,231.371,930.9045,21.159,0.0,0.0,930.9045,21.159,67351.359345,-537.944414,18990.0,-484.1,48361.359345,-53.844414,0.0,0.0,948.146155,310.3015,620.603,0.000111,7359.142,0.0,7359.142,5,5,8410.448,15769.59,694254.555353,0,2,15,0,6,4,2,83.333,8.58,0.679,9.46,5.00,3.00,0
51,2016.95,182492.0,68082.892,-216.6135,7457.884,98.742,935.928,5.0235,0.0,0.0,935.928,5.0235,67133.757688,-217.601657,18249.2,-740.8,48884.557688,523.198343,0.0,0.0,949.134312,311.976,623.952,0.000111,7457.884,0.0,7457.884,2,2,8523.296,15981.18,701773.206595,0,1,14,0,6,2,4,33.333,8.54,0.783,0.70,0.00,0.00,0
52,2018.71,213679.0,68006.755,-76.137,7481.327,23.443,961.83,25.902,0.0,0.0,961.83,25.902,67054.689068,-79.06862,21367.9,3118.7,45686.789068,-3197.76862,0.0,0.0,952.065932,320.61,641.22,0.000111,7481.327,0.0,7481.327,1,1,8550.088,16031.415,706176.243871,0,1,15,0,6,2,4,16.667,8.49,0.838,8.75,5.00,3.00,0
53,2017.14,200663.0,67744.546,-262.209,7602.203,120.876,965.019,3.189,0.0,0.0,965.019,3.189,66779.042709,-275.646359,20066.3,-1301.6,46712.742709,1025.953641,0.0,0.0,965.503291,321.673,643.346,0.000111,7602.203,0.0,7602.203,1,1,8688.232,16290.435,709272.182878,0,1,15,0,6,2,4,16.667,8.51,0.695,7.78,4.00,3.00,0
54,2013.87,187858.0,67336.948,-407.598,7787.626,185.423,975.282,10.263,0.0,0.0,975.282,10.263,66341.050422,-437.992287,18785.8,-1280.5,47555.250422,842.507713,0.0,0.0,995.897578,325.094,650.188,0.000111,7787.626,0.0,7787.626,6,6,8900.144,16687.77,734378.669712,0,3,15,0,6,6,0,100.000,8.69,0.500,16.21,9.00,6.00,0
55,2016.74,196598.0,67222.6315,-114.3165,7835.52,47.894,986.9685,11.6865,0.0,0.0,986.9685,11.6865,66216.996194,-124.054228,19659.8,874.0,46557.196194,-998.054228,0.0,0.0,1005.635306,328.9895,657.979,0.000111,7835.52,0.0,7835.52,3,3,8954.88,16790.4,747847.095993,0,2,15,0,6,4,2,50.000,8.92,0.558,14.23,8.00,5.00,0
56,2016.21,188807.0,67105.7665,-116.865,7890.057,54.537,986.9685,0.0,0.0,0.0,986.9685,0.0,66098.107193,-118.889001,18880.7,-779.1,47217.407193,660.210999,0.0,0.0,1007.659307,328.9895,657.979,0.000111,7890.057,0.0,7890.057,2,2,9017.208,16907.265,755300.168475,0,0,15,0,6,0,6,33.333,8.92,0.496,2.60,1.00,1.00,0
57,2019.38,208512.0,66640.27,-465.4965,8090.376,200.319,1023.21,36.2415,0.0,0.0,1023.21,36.2415,65613.842526,-484.264667,20851.2,1970.5,44762.642526,-2454.764667,0.0,0.0,1026.427474,341.07,682.14,0.000111,8090.376,0.0,8090.376,5,5,9246.144,17336.52,773770.546776,0,2,15,0,6,4,2,83.333,8.84,0.713,15.71,9.00,6.00,0
58,2016.52,189241.0,66274.1875,-366.0825,8259.503,169.127,1026.8775,3.6675,0.0,0.0,1026.8775,3.6675,65213.539688,-400.302838,18924.1,-1927.1,46289.439688,1526.797162,0.0,0.0,1060.647812,342.2925,684.585,0.000111,8259.503,0.0,8259.503,2,2,9439.432,17698.935,777955.268138,0,1,14,0,6,2,4,33.333,8.84,0.524,14.16,8.00,5.00,0
59,2012.59,187562.0,66079.7845,-194.403,8346.464,86.961,1034.9355,8.058,0.0,0.0,1034.9355,8.058,65008.240355,-205.299333,18756.2,-167.9,46252.040355,-37.399333,0.0,0.0,1071.544145,344.9785,689.957,0.00014,8346.464,0.0,8346.464,6,6,9538.816,17885.28,801373.255405,0,2,13,0,6,4,2,100.000,8.85,0.448,19.49,11.00,7.00,0
60,2010.06,146618.0,65419.0045,-660.78,8653.792,307.328,1037.1555,2.22,0.0,0.0,1037.1555,2.22,64311.579265,-696.66109,14661.8,-4094.4,49649.779265,3397.73891,0.0,0.0,1107.425235,345.7185,691.437,0.00014,8653.792,0.0,8653.792,7,7,9890.048,18543.84,829284.489927,0,1,13,0,6,2,4,116.667,8.80,0.119,12.59,7.00,5.00,0
61,2012.13,145138.0,65396.8045,-22.2,8664.152,10.36,1037.1555,0.0,0.0,0.0,1037.1555,0.0,64287.856496,-23.722769,14513.8,-148.0,49774.056496,124.277231,0.0,0.0,1108.948004,345.7185,691.437,0.00014,8664.152,0.0,8664.152,1,1,9901.888,18566.04,832578.317259,0,0,12,0,6,0,6,16.667,8.80,0.120,10.29,6.00,4.00,0
62,2011.54,148150.0,65394.5455,-2.259,8664.152,0.0,1039.4145,2.259,0.0,0.0,1039.4145,2.259,64285.597496,-2.259,14815.0,301.2,49470.597496,-303.459,0.0,0.0,1108.948004,346.4715,692.943,0.00014,8664.152,0.0,8664.152,0,0,9901.888,18566.04,832578.317259,0,1,12,0,6,2,4,0.000,8.77,0.131,2.94,1.00,1.00,0
63,2013.40,153778.0,65281.996,-112.5495,8712.298,48.146,1048.794,9.3795,0.0,0.0,1048.794,9.3795,64169.509872,-116.087624,15377.8,562.8,48791.709872,-678.887624,0.0,0.0,1112.486128,349.598,699.196,0.00014,8712.298,0.0,8712.298,3,3,9956.912,18669.21,845926.053694,0,2,13,0,6,4,2,50.000,8.81,0.179,9.25,5.00,3.00,0
64,2012.83,159669.0,65179.093,-102.903,8756.069,43.771,1057.902,9.108,0.0,0.0,1057.902,9.108,64064.851739,-104.658133,15966.9,589.1,48097.951739,-693.758133,0.0,0.0,1114.241261,352.634,705.268,0.00014,8756.069,0.0,8756.069,2,2,10006.936,18763.005,854186.323169,0,2,14,0,6,4,2,33.333,8.73,0.170,2.81,1.00,1.00,0
65,2009.45,166559.0,65031.262,-147.831,8819.475,63.406,1069.863,11.961,0.0,0.0,1069.863,11.961,63904.807592,-160.044147,16655.9,689.0,47248.907592,-849.044147,0.0,0.0,1126.454408,356.621,713.242,0.00014,8819.475,0.0,8819.475,4,4,10079.4,18898.875,868959.601914,0,2,14,0,6,4,2,66.667,8.77,0.153,16.80,10.00,6.00,0
66,2008.36,163881.0,64820.488,-210.774,8914.045,94.57,1077.987,8.124,0.0,0.0,1077.987,8.124,63689.20485,-215.602742,16388.1,-267.8,47301.10485,52.197258,0.0,0.0,1131.28315,359.329,718.658,0.00014,8914.045,0.0,8914.045,4,4,10187.48,19101.525,885658.014753,0,2,15,0,6,4,2,66.667,8.89,0.093,5.42,3.00,2.00,0
67,2012.19,158155.0,64613.89,-206.598,9007.775,93.73,1083.735,5.748,0.0,0.0,1083.735,5.748,63461.373287,-227.831563,15815.5,-572.6,47645.873287,344.768437,0.0,0.0,1152.516713,361.245,722.49,0.00014,9007.775,0.0,9007.775,4,4,10294.6,19302.375,899287.669673,0,1,13,0,6,2,4,66.667,8.84,0.127,19.09,11.00,7.00,0
