step,liquidatorOrders,liquidations,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,insuranceFundOutflow
49,2,2,8146.024,15273.795,673976.299103,0.0
50,5,5,8410.448,15769.59,694254.555353,0.0
51,2,2,8523.296,15981.18,701773.206595,0.0
52,1,1,8550.088,16031.415,706176.243871,0.0
53,1,1,8688.232,16290.435,709272.182878,0.0
54,6,6,8900.144,16687.77,734378.669712,0.0
55,3,3,8954.88,16790.4,747847.095993,0.0
56,2,2,9017.208,16907.265,755300.168475,0.0
57,5,5,9246.144,17336.52,773770.546776,0.0
58,2,2,9439.432,17698.935,777955.268138,0.0
59,6,6,9538.816,17885.28,801373.255405,0.0
60,7,7,9890.048,18543.84,829284.489927,0.0
61,1,1,9901.888,18566.04,832578.317259,0.0
62,0,0,9901.888,18566.04,832578.317259,0.0
63,3,3,9956.912,18669.21,845926.053694,0.0
64,2,2,10006.936,18763.005,854186.323169,0.0
65,4,4,10079.4,18898.875,868959.601914,0.0
66,4,4,10187.48,19101.525,885658.014753,0.0
67,4,4,10294.6,19302.375,899287.669673,0.0
68,5,5,10423.856,19544.73,918946.060984,0.0
69,3,3,10484.504,19658.445,930180.187093,0.0
70,1,1,10642.44,19954.575,932535.750562,0.0
71,4,4,10691.976,20047.455,949390.290254,0.0
72,3,3,10774.896,20202.93,961112.417756,0.0
73,5,5,10926.608,20487.39,979251.68226,0.0
74,2,2,10979.136,20585.88,987622.481348,0.0
75,5,5,11096.584,20806.095,1008926.948879,0.0
76,3,3,11137.536,20882.88,1021148.976902,0.0
77,3,3,11284.336,21158.13,1030016.299711,0.0
78,3,3,11358.864,21297.87,1037528.413188,0.0
79,0,0,11358.864,21297.87,1037528.413188,0.0
80,3,3,11402.448,21379.59,1049454.856953,0.0
81,9,9,11600.744,21751.395,1081745.721756,0.0
82,4,4,11673.104,21887.07,1093071.435075,0.0
83,3,3,11734.44,22002.075,1104987.982378,0.0
84,5,5,11982.544,22467.27,1123940.472915,0.0
85,6,6,12364.704,23183.82,1146586.000542,0.0
86,2,2,12409.144,23267.145,1154709.859244,0.0
87,7,7,12576.312,23580.585,1178948.355294,0.0
88,0,0,12576.312,23580.585,1178948.355294,0.0
89,1,1,12601.208,23627.265,1183246.54984,0.0
90,2,2,12622.288,23666.79,1191118.074752,0.0
91,5,5,12741.704,23890.695,1206206.129941,0.0
92,8,8,13205.144,24759.645,1235394.525069,0.0
93,6,6,13436.264,25192.995,1254797.008972,0.0
94,3,3,13658.064,25608.87,1265220.045166,0.0
95,1,1,13670.064,25631.37,1266547.955671,0.0
96,1,1,13693.536,25675.38,1269481.138323,0.0
97,2,2,13739.664,25761.87,1276271.169765,0.0
98,3,3,13799.8,25874.625,1285498.035555,0.0
99,1,1,13901.976,26066.205,1287777.225875,0.0
100,2,2,14034.704,26315.07,1294229.575702,0.0
101,3,3,14119.056,26473.23,1304641.036724,0.0
102,3,3,14271.792,26759.61,1313947.72848,0.0
103,6,6,14642.584,27454.845,1336461.549147,0.0
104,2,2,14734.272,27626.76,1343548.474141,0.0
105,3,3,14899.288,27936.165,1353802.152358,0.0
106,0,0,14899.288,27936.165,1353802.152358,0.0
107,3,3,14944.232,28020.435,1364566.556537,0.0
108,3,3,14995.84,28117.2,1376094.951541,0.0
109,0,0,14995.84,28117.2,1376094.951541,0.0
110,3,3,15145.744,28398.27,1382809.463006,0.0
111,5,5,15300.528,28688.49,1400854.104974,0.0
112,1,1,15337.88,28758.525,1402542.016203,0.0
113,1,1,15374.968,28828.065,1406223.348748,0.0
114,3,3,15462.296,28991.805,1413290.608296,0.0
115,6,6,15753.72,29538.225,1430930.888943,0.0
116,4,4,16001.416,30002.655,1442567.195707,0.0
117,2,2,16213.168,30399.69,1448836.283341,0.0
118,1,1,16225.008,30421.89,1450384.628086,0.0
119,4,4,16471.296,30883.68,1463477.569689,0.0
120,4,4,16609.824,31143.42,1473925.501393,0.0
121,2,2,16638.2,31196.625,1481141.697144,0.0
122,1,1,16645.4,31210.125,1484663.589283,0.0
123,3,3,16916.688,31718.79,1491599.728678,0.0
124,3,3,17187.976,32227.455,1500702.230455,0.0
125,6,6,17292.176,32422.83,1522582.442254,0.0
126,3,3,17415.704,32654.445,1531372.912087,0.0
127,3,3,17488.912,32791.71,1542460.136056,0.0
128,14,14,17810.376,33394.455,1585788.350791,0.0
129,4,4,17870.584,33507.345,1600184.899681,0.0
130,0,0,17870.584,33507.345,1600184.899681,0.0
131,2,2,17905.744,33573.27,1605722.310663,0.0
132,3,3,17975.504,33704.07,1614913.057083,0.0
133,6,6,18094.44,33927.075,1635270.038576,0.0
134,3,3,18150.968,34033.065,1642238.619865,0.0
135,4,4,18249.504,34217.82,1655526.214609,0.0
136,2,2,18305.64,34323.075,1659895.937889,0.0
137,1,1,18373.344,34450.02,1662083.239278,0.0
138,6,6,18562.24,34804.2,1681175.054939,0.0
139,12,12,18934.152,35501.535,1717509.251687,0.0
140,3,3,19119.968,35849.94,1725336.699071,0.0
141,4,4,19343.408,36268.89,1736468.251436,0.0
142,2,2,19411.856,36397.23,1741315.021444,0.0
143,2,2,19478.28,36521.775,1747462.749998,0.0
144,5,5,19619.472,36786.51,1763107.748308,0.0
145,6,6,19763.648,37056.84,1777773.300256,0.0
146,3,3,19847.984,37214.97,1787208.983836,0.0
147,5,5,20008.456,37515.855,1802643.317615,0.0
148,1,1,20106.48,37699.65,1805327.954986,0.0
149,1,1,20130.536,37744.755,1808159.763679,0.0
150,7,7,20327.784,38114.595,1827232.109296,0.0
151,3,3,20407.128,38263.365,1836841.01478,0.0
152,3,3,20485.016,38409.405,1845209.385363,0.0
153,1,1,20503.208,38443.515,1847856.832073,0.0
154,1,1,20519.992,38474.985,1850469.708049,0.0
155,6,6,20726.816,38862.78,1867237.343487,0.0
156,2,2,20778.336,38959.38,1872418.458231,0.0
157,4,4,20950.12,39281.475,1882360.61821,0.0
158,1,1,20963.728,39306.99,1885756.304943,0.0
159,3,3,21050.016,39468.78,1893564.722949,0.0
160,4,4,21119.16,39598.425,1901709.146809,0.0
161,3,3,21181.904,39716.07,1909359.113914,0.0
162,6,6,21302.544,39942.27,1928045.122059,0.0
163,2,2,21397.848,40120.965,1933251.184156,0.0
164,2,2,21437.76,40195.8,1938344.218076,0.0
165,0,0,21437.76,40195.8,1938344.218076,0.0
166,2,2,21462.968,40243.065,1944106.723623,0.0
167,4,4,21548.384,40403.22,1955954.745115,0.0
168,1,1,21581.976,40466.205,1958739.496817,0.0
169,8,8,21837.384,40945.095,1980394.109156,0.0
170,2,2,21895.968,41054.94,1986192.611468,0.0
171,4,4,21958.616,41172.405,1991674.131313,0.0
172,0,0,21958.616,41172.405,1991674.131313,0.0
173,5,5,22068.44,41378.325,2004388.531344,0.0
174,3,3,22209.0,41641.875,2011875.6628,0.0
175,2,2,22267.784,41752.095,2016851.936016,0.0
176,4,4,22380.52,41963.475,2027863.643059,0.0
177,1,1,22392.2,41985.375,2030382.707601,0.0
178,5,5,22497.776,42183.33,2042567.736422,0.0
179,2,2,22528.144,42240.27,2047962.568412,0.0
180,1,1,22539.08,42260.775,2050642.921257,0.0
181,4,4,22615.104,42403.32,2059863.634047,0.0
182,1,1,22625.632,42423.06,2062523.555514,0.0
183,1,1,22636.16,42442.8,2065051.999607,0.0
184,2,2,22729.84,42618.45,2069500.373063,0.0
185,5,5,22823.584,42794.22,2081220.604071,0.0
186,6,6,22989.864,43105.995,2095683.002266,0.0
187,3,3,23036.128,43192.74,2102833.132596,0.0
188,4,4,23106.232,43324.185,2113765.951703,0.0
189,1,1,23114.064,43338.87,2116271.362087,0.0
190,1,1,23143.04,43393.2,2119307.292487,0.0
191,5,5,23223.936,43544.88,2131142.410057,0.0
192,4,4,23319.896,43724.805,2140764.689205,0.0
193,2,2,23368.312,43815.585,2146279.028441,0.0
194,4,4,23445.112,43959.585,2155436.934127,0.0
195,3,3,23505.216,44072.28,2162848.971104,0.0
196,2,2,23520.952,44101.785,2166560.074541,0.0
197,2,2,23536.352,44130.66,2170969.633465,0.0
198,5,5,23680.216,44400.405,2180472.043832,0.0
199,1,1,23685.68,44410.65,2182904.726806,0.0
200,2,2,23722.424,44479.545,2187332.608616,0.0
201,3,3,23795.624,44616.795,2193822.443053,0.0
202,3,3,23845.408,44710.14,2201673.939287,0.0
203,0,0,23845.408,44710.14,2201673.939287,0.0
204,5,5,23989.584,44980.47,2214472.755028,0.0
205,4,4,24101.336,45190.005,2223340.400643,0.0
206,8,8,24231.856,45434.73,2242704.21687,0.0
207,3,3,24309.392,45580.11,2248263.052428,0.0
208,8,8,24544.6,46021.125,2266803.114743,0.0
209,6,6,24719.744,46349.52,2278383.526942,0.0
210,1,1,24727.984,46364.97,2279615.954768,0.0
211,4,4,24824.616,46546.155,2287348.782105,0.0
212,1,1,24843.464,46581.495,2289887.393803,0.0
213,4,4,24949.944,46781.145,2298831.500831,0.0
214,2,2,24991.04,46858.2,2303685.114443,0.0
215,3,3,25046.584,46962.345,2310695.792075,0.0
216,2,2,25105.512,47072.835,2315389.903593,0.0
217,1,1,25136.544,47131.02,2317640.298283,0.0
218,1,1,25167.576,47189.205,2320096.736575,0.0
219,1,1,25187.832,47227.185,2322435.869957,0.0
220,3,3,25230.128,47306.49,2328381.278355,0.0
221,2,2,25280.928,47401.74,2332500.742719,0.0
222,0,0,25280.928,47401.74,2332500.742719,0.0
223,3,3,25327.848,47489.715,2337336.690595,0.0
224,2,2,25376.96,47581.8,2342015.748912,0.0
225,4,4,25451.352,47721.285,2350226.727731,0.0
226,1,1,25479.136,47773.38,2352266.423991,0.0
227,5,5,25610.912,48020.46,2359698.579211,0.0
228,6,6,25731.328,48246.24,2370686.15764,0.0
229,2,2,25771.472,48321.51,2374421.436113,0.0
230,3,3,25823.064,48418.245,2380948.850734,0.0
231,2,2,25848.824,48466.545,2385270.606166,0.0
232,2,2,25886.04,48536.325,2388266.570888,0.0
233,5,5,25978.072,48708.885,2397339.149239,0.0
234,1,1,25991.568,48734.19,2398015.161743,0.0
235,1,1,26056.68,48856.275,2399958.176114,0.0
236,2,2,26095.992,48929.985,2403915.70801,0.0
237,3,3,26204.4,49133.25,2409084.491487,0.0
238,1,1,26234.2,49189.125,2411060.325584,0.0
239,2,2,26274.416,49264.53,2415109.542233,0.0
240,1,1,26291.576,49296.705,2417076.312518,0.0
241,2,2,26329.36,49367.55,2420799.139257,0.0
242,1,1,26341.88,49391.025,2422788.951139,0.0
243,3,3,26367.816,49439.655,2429524.966856,0.0
244,3,3,26430.936,49558.005,2435256.90649,0.0
245,9,9,26633.392,49937.61,2452400.317984,0.0
246,3,3,26721.464,50102.745,2458253.979253,0.0
247,2,2,26777.936,50208.63,2460307.954905,0.0
248,3,3,26837.952,50321.16,2465408.461081,0.0
249,3,3,26879.816,50399.655,2471536.556587,0.0
250,5,5,26969.32,50567.475,2481368.510406,0.0
251,2,2,27031.84,50684.7,2484238.669266,0.0
252,2,2,27073.04,50761.95,2487751.523866,0.0
253,4,4,27154.568,50914.815,2495293.480387,0.0
254,6,6,27217.016,51031.905,2505134.934916,0.0
255,3,3,27278.168,51146.565,2509700.741005,0.0
256,5,5,27372.464,51323.37,2519511.203869,0.0
257,1,1,27408.36,51390.675,2521142.093434,0.0
258,3,3,27457.792,51483.36,2526572.033257,0.0
259,2,2,27530.344,51619.395,2530105.854941,0.0
260,2,2,27591.312,51733.71,2532493.980882,0.0
261,3,3,27654.48,51852.15,2536653.090527,0.0
262,1,1,27673.184,51887.22,2538510.44656,0.0
263,4,4,27774.72,52077.6,2545632.536681,0.0
264,2,2,27806.016,52136.28,2548883.388358,0.0
265,5,5,27847.112,52213.335,2558391.587895,0.0
266,3,3,27885.984,52286.22,2563213.30739,0.0
267,4,4,27984.744,52471.395,2568377.455825,0.0
268,1,1,28016.872,52531.635,2569795.784708,0.0
269,2,2,28061.096,52614.555,2573262.07235,0.0
270,3,3,28121.512,52727.835,2578442.083754,0.0
271,8,8,28296.808,53056.515,2592972.373871,0.0
272,1,1,28302.592,53067.36,2594101.861333,0.0
273,3,3,28353.056,53161.98,2599417.569133,0.0
274,1,1,28385.608,53223.015,2601450.707312,0.0
275,5,5,28486.384,53411.97,2608691.415094,0.0
276,0,0,28486.384,53411.97,2608691.415094,0.0
277,3,3,28509.696,53455.68,2613679.257708,0.0
278,7,7,28609.664,53643.12,2624173.465981,0.0
279,1,1,28626.08,53673.9,2625733.104309,0.0
280,3,3,28657.984,53733.72,2630747.016568,0.0
281,1,1,28697.584,53807.97,2632006.477352,0.0
282,1,1,28711.688,53834.415,2633922.072229,0.0
283,0,0,28711.688,53834.415,2633922.072229,0.0
284,3,3,28740.136,53887.755,2638823.86625,0.0
285,3,3,28838.184,54071.595,2643713.477919,0.0
286,4,4,28952.408,54285.765,2648236.439033,0.0
287,0,0,28952.408,54285.765,2648236.439033,0.0
288,0,0,28952.408,54285.765,2648236.439033,0.0
289,1,1,28956.624,54293.67,2649810.624913,0.0
290,5,5,29000.472,54375.885,2657469.605065,0.0
291,0,0,29000.472,54375.885,2657469.605065,0.0
292,1,1,29009.616,54393.03,2659346.953503,0.0
293,7,7,29135.68,54629.4,2668996.735794,0.0
294,1,1,29140.736,54638.88,2670602.737701,0.0
295,0,0,29140.736,54638.88,2670602.737701,0.0
296,0,0,29140.736,54638.88,2670602.737701,0.0
297,1,1,29162.632,54679.935,2672165.128078,0.0
298,1,1,29190.384,54731.97,2674095.686247,0.0
299,3,3,29236.384,54818.22,2678029.731413,0.0
300,2,2,29275.552,54891.66,2681013.510381,0.0
301,1,1,29297.792,54933.36,2682432.36768,0.0
302,2,2,29373.096,55074.555,2685398.351319,0.0
303,1,1,29391.464,55108.995,2686361.804423,0.0
304,5,5,29504.272,55320.51,2693994.57109,0.0
305,2,2,29517.92,55346.1,2696805.702315,0.0
306,3,3,29545.416,55397.655,2701341.385957,0.0
307,1,1,29548.616,55403.655,2703300.448169,0.0
308,0,0,29548.616,55403.655,2703300.448169,0.0
309,2,2,29562.016,55428.78,2706228.609225,0.0
310,1,1,29576.28,55455.525,2707615.539709,0.0
311,0,0,29576.28,55455.525,2707615.539709,0.0
312,6,6,29686.008,55661.265,2717018.712347,0.0
313,0,0,29686.008,55661.265,2717018.712347,0.0
314,0,0,29686.008,55661.265,2717018.712347,0.0
315,2,2,29709.344,55705.02,2719589.071335,0.0
316,1,1,29738.472,55759.635,2721009.355906,0.0
317,1,1,29766.992,55813.11,2722246.387632,0.0
318,0,0,29766.992,55813.11,2722246.387632,0.0
319,3,3,29819.088,55910.79,2726320.429289,0.0
320,1,1,29833.352,55937.535,2727754.136251,0.0
321,3,3,29848.896,55966.68,2732431.167489,0.0
322,1,1,29867.264,56001.12,2733948.003614,0.0
323,1,1,29921.0,56101.875,2735166.136607,0.0
324,0,0,29921.0,56101.875,2735166.136607,0.0
325,1,1,29928.016,56115.03,2736572.174519,0.0
326,2,2,30003.648,56256.84,2738758.511887,0.0
327,2,2,30020.432,56288.31,2741002.497191,0.0
328,1,1,30046.368,56336.94,2741794.105074,0.0
329,1,1,30067.568,56376.69,2742160.192672,0.0
330,0,0,30067.568,56376.69,2742160.192672,0.0
331,4,4,30117.632,56470.56,2747977.52718,0.0
332,0,0,30117.632,56470.56,2747977.52718,0.0
333,4,4,30153.504,56537.82,2753544.010107,0.0
334,1,1,30182.328,56591.865,2755182.266412,0.0
335,2,2,30212.504,56648.445,2756619.56523,0.0
336,6,6,30260.064,56737.62,2764913.96926,0.0
337,0,0,30260.064,56737.62,2764913.96926,0.0
338,1,1,30285.816,56785.905,2765932.248532,0.0
339,3,3,30324.56,56858.55,2769002.485732,0.0
340,0,0,30324.56,56858.55,2769002.485732,0.0
341,1,1,30370.184,56944.095,2770503.10581,0.0
342,1,1,30415.808,57029.64,2771203.787553,0.0
343,0,0,30415.808,57029.64,2771203.787553,0.0
344,6,6,30532.944,57249.27,2780293.984782,0.0
345,0,0,30532.944,57249.27,2780293.984782,0.0
346,2,2,30541.672,57265.635,2783092.286382,0.0
347,0,0,30541.672,57265.635,2783092.286382,0.0
348,0,0,30541.672,57265.635,2783092.286382,0.0
349,2,2,30550.4,57282.0,2785684.943955,0.0
350,1,1,30554.184,57289.095,2786626.541172,0.0
351,1,1,30562.68,57305.025,2787922.905155,0.0
352,1,1,30589.384,57355.095,2789270.703514,0.0
353,3,3,30604.608,57383.64,2794159.517822,0.0
354,2,2,30641.472,57452.76,2796790.76214,0.0
355,1,1,30653.056,57474.48,2798110.016824,0.0
356,2,2,30687.08,57538.275,2800657.340486,0.0
357,2,2,30721.104,57602.07,2803093.395011,0.0
358,2,2,30748.256,57652.98,2805751.875501,0.0
359,1,1,30781.336,57715.005,2807006.686926,0.0
360,3,3,30800.536,57751.005,2810407.369072,0.0
361,0,0,30800.536,57751.005,2810407.369072,0.0
362,0,0,30800.536,57751.005,2810407.369072,0.0
363,0,0,30800.536,57751.005,2810407.369072,0.0
364,1,1,30813.008,57774.39,2812140.46509,0.0
365,1,1,30826.608,57799.89,2813316.966044,0.0
366,2,2,30852.312,57848.085,2816118.462383,0.0
367,0,0,30852.312,57848.085,2816118.462383,0.0
368,6,6,30973.24,58074.825,2821973.770012,0.0
369,2,2,31004.568,58133.565,2823491.315745,0.0
370,0,0,31004.568,58133.565,2823491.315745,0.0
371,0,0,31004.568,58133.565,2823491.315745,0.0
372,1,1,31034.152,58189.035,2825028.006585,0.0
373,2,2,31067.632,58251.81,2827694.23046,0.0
374,0,0,31067.632,58251.81,2827694.23046,0.0
375,0,0,31067.632,58251.81,2827694.23046,0.0
376,0,0,31067.632,58251.81,2827694.23046,0.0
377,1,1,31072.52,58260.975,2828706.622329,0.0
378,0,0,31072.52,58260.975,2828706.622329,0.0
379,0,0,31072.52,58260.975,2828706.622329,0.0
380,2,2,31081.32,58277.475,2831621.223063,0.0
381,0,0,31081.32,58277.475,2831621.223063,0.0
382,2,2,31089.456,58292.73,2833234.969458,0.0
383,1,1,31096.52,58305.975,2834409.878186,0.0
384,0,0,31096.52,58305.975,2834409.878186,0.0
385,2,2,31118.92,58347.975,2837055.047585,0.0
386,0,0,31118.92,58347.975,2837055.047585,0.0
387,2,2,31141.32,58389.975,2839703.272731,0.0
388,0,0,31141.32,58389.975,2839703.272731,0.0
389,0,0,31141.32,58389.975,2839703.272731,0.0
390,1,1,31174.256,58451.73,2841160.04291,0.0
391,0,0,31174.256,58451.73,2841160.04291,0.0
392,0,0,31174.256,58451.73,2841160.04291,0.0
393,0,0,31174.256,58451.73,2841160.04291,0.0
394,0,0,31174.256,58451.73,2841160.04291,0.0
395,0,0,31174.256,58451.73,2841160.04291,0.0
396,3,3,31196.824,58494.045,2845555.634156,0.0
397,0,0,31196.824,58494.045,2845555.634156,0.0
398,1,1,31229.76,58555.8,2846755.51432,0.0
399,0,0,31229.76,58555.8,2846755.51432,0.0
400,1,1,31257.512,58607.835,2847815.518973,0.0
401,0,0,31257.512,58607.835,2847815.518973,0.0
402,1,1,31266.992,58625.61,2848971.430932,0.0
403,2,2,31296.848,58681.59,2851566.615113,0.0
404,0,0,31296.848,58681.59,2851566.615113,0.0
405,0,0,31296.848,58681.59,2851566.615113,0.0
406,1,1,31298.952,58685.535,2853284.703294,0.0
407,1,1,31302.648,58692.465,2854995.828254,0.0
408,1,1,31306.344,58699.395,2856552.209799,0.0
409,0,0,31306.344,58699.395,2856552.209799,0.0
410,2,2,31328.496,58740.93,2858184.553993,0.0
411,3,3,31360.128,58800.24,2861651.836837,0.0
412,0,0,31360.128,58800.24,2861651.836837,0.0
413,0,0,31360.128,58800.24,2861651.836837,0.0
414,1,1,31363.448,58806.465,2863063.679545,0.0
415,1,1,31366.768,58812.69,2864201.141109,0.0
416,1,1,31369.064,58816.995,2865109.527385,0.0
417,1,1,31380.96,58839.3,2865667.305934,0.0
418,0,0,31380.96,58839.3,2865667.305934,0.0
419,1,1,31396.264,58867.995,2866757.727958,0.0
420,1,1,31408.16,58890.3,2867871.297106,0.0
421,1,1,31423.464,58918.995,2868640.205819,0.0
422,1,1,31430.752,58932.66,2869638.020427,0.0
423,2,2,31440.336,58950.63,2872098.399392,0.0
424,1,1,31445.784,58960.845,2873085.189284,0.0
425,0,0,31445.784,58960.845,2873085.189284,0.0
426,1,1,31456.912,58981.71,2874619.921478,0.0
427,1,1,31468.04,59002.575,2875504.433117,0.0
428,0,0,31468.04,59002.575,2875504.433117,0.0
429,0,0,31468.04,59002.575,2875504.433117,0.0
430,2,2,31483.768,59032.065,2877448.08302,0.0
431,1,1,31489.216,59042.28,2878291.85225,0.0
432,0,0,31489.216,59042.28,2878291.85225,0.0
433,0,0,31489.216,59042.28,2878291.85225,0.0
434,0,0,31489.216,59042.28,2878291.85225,0.0
435,1,1,31492.328,59048.115,2879128.551046,0.0
436,2,2,31505.296,59072.43,2880987.782532,0.0
437,2,2,31518.264,59096.745,2882630.489327,0.0
438,1,1,31531.28,59121.15,2883368.128369,0.0
439,0,0,31531.28,59121.15,2883368.128369,0.0
440,0,0,31531.28,59121.15,2883368.128369,0.0
441,0,0,31531.28,59121.15,2883368.128369,0.0
442,1,1,31544.824,59146.545,2884774.25869,0.0
443,1,1,31558.368,59171.94,2885559.95993,0.0
444,0,0,31558.368,59171.94,2885559.95993,0.0
445,0,0,31558.368,59171.94,2885559.95993,0.0
446,1,1,31574.4,59202.0,2887061.50299,0.0
447,1,1,31590.432,59232.06,2888116.516361,0.0
448,2,2,31621.76,59290.8,2890489.628793,0.0
449,0,0,31621.76,59290.8,2890489.628793,0.0
450,0,0,31621.76,59290.8,2890489.628793,0.0
451,0,0,31621.76,59290.8,2890489.628793,0.0
452,2,2,31643.888,59332.29,2893469.070136,0.0
453,0,0,31643.888,59332.29,2893469.070136,0.0
454,1,1,31659.456,59361.48,2893767.863978,0.0
455,0,0,31659.456,59361.48,2893767.863978,0.0
456,2,2,31679.152,59398.41,2895738.005461,0.0
457,0,0,31679.152,59398.41,2895738.005461,0.0
458,0,0,31679.152,59398.41,2895738.005461,0.0
459,1,1,31688.272,59415.51,2896828.302812,0.0
460,0,0,31688.272,59415.51,2896828.302812,0.0
461,0,0,31688.272,59415.51,2896828.302812,0.0
462,2,2,31701.296,59439.93,2898118.630087,0.0
463,0,0,31701.296,59439.93,2898118.630087,0.0
464,0,0,31701.296,59439.93,2898118.630087,0.0
465,2,2,31718.752,59472.66,2899940.021277,0.0
466,3,3,31745.328,59522.49,2903848.211753,0.0
467,0,0,31745.328,59522.49,2903848.211753,0.0
468,1,1,31752.784,59536.47,2904575.480393,0.0
469,0,0,31752.784,59536.47,2904575.480393,0.0
470,0,0,31752.784,59536.47,2904575.480393,0.0
471,0,0,31752.784,59536.47,2904575.480393,0.0
472,1,1,31760.24,59550.45,2904858.887906,0.0
473,0,0,31760.24,59550.45,2904858.887906,0.0
474,0,0,31760.24,59550.45,2904858.887906,0.0
475,0,0,31760.24,59550.45,2904858.887906,0.0
476,0,0,31760.24,59550.45,2904858.887906,0.0
477,0,0,31760.24,59550.45,2904858.887906,0.0
478,2,2,31779.936,59587.38,2907524.41084,0.0
479,1,1,31781.72,59590.725,2908184.871475,0.0
480,0,0,31781.72,59590.725,2908184.871475,0.0
481,0,0,31781.72,59590.725,2908184.871475,0.0
482,1,1,31786.832,59600.31,2909409.33503,0.0
483,1,1,31799.896,59624.805,2911013.35653,0.0
484,1,1,31808.12,59640.225,2912381.818124,0.0
485,2,2,31821.456,59665.23,2914825.547476,0.0
486,0,0,31821.456,59665.23,2914825.547476,0.0
487,3,3,31847.416,59713.905,2918204.625523,0.0
488,1,1,31849.312,59717.46,2919253.928395,0.0
489,0,0,31849.312,59717.46,2919253.928395,0.0
490,0,0,31849.312,59717.46,2919253.928395,0.0
491,0,0,31849.312,59717.46,2919253.928395,0.0
492,1,1,31851.208,59721.015,2920319.53827,0.0
493,0,0,31851.208,59721.015,2920319.53827,0.0
494,0,0,31851.208,59721.015,2920319.53827,0.0
495,0,0,31851.208,59721.015,2920319.53827,0.0
496,0,0,31851.208,59721.015,2920319.53827,0.0
497,1,1,31856.624,59731.17,2920832.164234,0.0
498,1,1,31862.04,59741.325,2922425.172187,0.0
499,1,1,31865.24,59747.325,2923484.030449,0.0
500,2,2,31880.752,59776.41,2927161.608183,0.0
501,1,1,31893.064,59799.495,2928729.347496,0.0
502,1,1,31895.336,59803.755,2930000.852566,0.0
503,1,1,31901.12,59814.6,2931557.31076,0.0
504,0,0,31901.12,59814.6,2931557.31076,0.0
505,0,0,31901.12,59814.6,2931557.31076,0.0
506,1,1,31906.904,59825.445,2932950.131298,0.0
507,0,0,31906.904,59825.445,2932950.131298,0.0
508,0,0,31906.904,59825.445,2932950.131298,0.0
509,0,0,31906.904,59825.445,2932950.131298,0.0
510,0,0,31906.904,59825.445,2932950.131298,0.0
511,0,0,31906.904,59825.445,2932950.131298,0.0
512,0,0,31906.904,59825.445,2932950.131298,0.0
513,0,0,31906.904,59825.445,2932950.131298,0.0
514,0,0,31906.904,59825.445,2932950.131298,0.0
515,0,0,31906.904,59825.445,2932950.131298,0.0
