step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,marginPoolBalance,stepMarginPoolInflow,stepMarginPoolOutflow,marginPoolInflow,marginPoolOutflow,stepMakerFeesCollected,stepTakerFeesCollected,makerFeeBpsEffective,takerFeeBpsEffective,stepProtocolLiquidationIncome,protocolLiquidationIncome,stepInsuranceFundInflow,stepFundingFeesTransferred,liquidationRemainingMarginAvg,liquidationRemainingMarginMin,liquidationRemainingMarginMax,liquidationRemainingMarginPctAvg,liquidationRemainingMarginPctMin,liquidationRemainingMarginPctMax,isInsolvent
73,2060.24,581673.0,84525.792,19390.280041,0.0,482.8095,160.9365,321.873,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,1,17,0,6,2,4,0.000,12.36,1.239,82.75,49.00,33.00,64652.702459,0.0,3.6765,0.0,20336.022041,1.2255,2.451,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
74,2060.37,584271.0,84525.792,19390.280041,0.0,484.758,161.586,323.172,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,1,17,0,6,2,4,0.000,5.69,1.238,0.64,0.00,0.00,64650.753959,0.0,1.9485,0.0,20337.970541,0.6495,1.299,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
75,2043.93,584271.0,84525.792,19390.280041,0.0,484.758,161.586,323.172,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.238,79.79,47.00,31.00,64650.753959,0.0,0.0,0.0,20337.970541,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
76,2059.99,584271.0,84525.792,19390.280041,0.0,484.758,161.586,323.172,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.238,78.59,47.00,31.00,64650.753959,0.0,0.0,0.0,20337.970541,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
77,2080.61,588425.0,84525.792,19390.280041,0.0,487.8735,162.6245,325.249,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,1,17,0,6,2,4,0.000,14.77,1.236,100.10,60.00,40.00,64647.638459,0.0,3.1155,0.0,20341.086041,1.0385,2.077,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
78,2067.26,588425.0,84525.792,19390.280041,0.0,487.8735,162.6245,325.249,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.236,64.18,38.00,25.00,64647.638459,0.0,0.0,0.0,20341.086041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
79,2080.51,588425.0,84525.792,19390.280041,0.0,487.8735,162.6245,325.249,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.236,64.11,38.00,25.00,64647.638459,0.0,0.0,0.0,20341.086041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
80,2070.35,594603.0,84525.792,19390.280041,0.0,492.507,164.169,328.338,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,1,17,0,6,2,4,0.000,23.59,1.233,48.83,29.00,19.00,64643.004959,0.0,4.6335,0.0,20345.719541,1.5445,3.089,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
81,2083.43,594603.0,84525.792,19390.280041,0.0,492.507,164.169,328.338,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.233,63.17,37.00,25.00,64643.004959,0.0,0.0,0.0,20345.719541,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
82,2106.28,594603.0,84525.792,19390.280041,0.0,492.507,164.169,328.338,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.233,109.66,65.00,43.00,64643.004959,0.0,0.0,0.0,20345.719541,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
83,2089.21,594603.0,84525.792,19390.280041,0.0,492.507,164.169,328.338,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.233,81.06,48.00,32.00,64643.004959,0.0,0.0,0.0,20345.719541,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
84,2107.68,601841.0,84525.792,19390.280041,0.0,497.9355,165.9785,331.957,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,1,17,0,6,2,4,0.000,23.40,1.230,88.44,53.00,35.00,64637.576459,0.0,5.4285,0.0,20351.148041,1.8095,3.619,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
85,2130.22,601841.0,84525.792,19390.280041,0.0,497.9355,165.9785,331.957,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.230,106.93,64.00,42.00,64637.576459,0.0,0.0,0.0,20351.148041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
86,2132.40,601841.0,84525.792,19390.280041,0.0,497.9355,165.9785,331.957,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.230,10.21,6.00,4.00,64637.576459,0.0,0.0,0.0,20351.148041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
87,2107.44,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,2,17,0,6,4,2,0.000,7.52,1.225,117.01,70.00,46.00,64629.431459,0.0,8.145,0.0,20359.293041,2.715,5.43,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
88,2111.17,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.225,17.68,10.00,7.00,64629.431459,0.0,0.0,0.0,20359.293041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
89,2121.58,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.225,49.31,29.00,19.00,64629.431459,0.0,0.0,0.0,20359.293041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
90,2129.58,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.225,37.68,22.00,15.00,64629.431459,0.0,0.0,0.0,20359.293041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
91,2134.89,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.225,24.94,14.00,9.00,64629.431459,0.0,0.0,0.0,20359.293041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
92,2157.75,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.225,107.09,64.00,42.00,64629.431459,0.0,0.0,0.0,20359.293041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
93,2173.88,612701.0,84525.792,19390.280041,0.0,506.0805,168.6935,337.387,0.0,414.932,223.81129,414.932,0,0,474.208,889.14,0.0,0,0,17,0,6,0,6,0.000,10.00,1.225,74.74,44.00,29.00,64629.431459,0.0,0.0,0.0,20359.293041,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
94,2198.57,596012.0,84403.2,33050.101008,0.0,4967.43972,169.697,339.394,0.0,522.2,673.088618,522.2,6,6,596.8,1119.0,0.0,0,1,17,0,6,2,4,100.000,2.73,1.323,113.58,68.00,45.00,46385.659272,0.0,18243.772187,0.0,38603.065228,1.0035,2.007,5.0000,10.0000,0.0,0.0,107.268,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
95,2218.65,546490.0,84035.24,32744.852023,0.0,10635.315501,169.697,339.394,0.0,844.165,978.337603,844.165,5,5,964.76,1808.925,0.0,0,0,17,0,6,0,6,83.333,10.00,1.639,91.35,54.00,36.00,40655.072476,0.0,5730.586796,0.0,44333.652024,0.0,0.0,0.0000,0.0000,0.0,0.0,321.965,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
96,2217.49,548156.0,84035.24,32744.852023,0.0,10636.565001,170.1135,340.227,0.0,844.165,978.337603,844.165,0,0,964.76,1808.925,0.0,0,1,17,0,6,2,4,0.000,7.10,1.636,5.26,3.00,2.00,40653.822976,0.0,1.2495,0.0,44334.901524,0.4165,0.833,5.0000,10.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
97,2212.10,548156.0,84035.24,32744.852023,0.0,10636.565001,170.1135,340.227,0.0,844.165,978.337603,844.165,0,0,964.76,1808.925,0.0,0,0,17,0,6,0,6,0.000,10.00,1.636,24.30,14.00,9.00,40653.822976,0.0,0.0,0.0,44334.901524,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
98,2198.15,548156.0,84035.24,32744.852023,0.0,10636.565001,170.1135,340.227,0.0,844.165,978.337603,844.165,0,0,964.76,1808.925,0.0,0,0,17,0,6,0,6,0.000,10.00,1.636,63.05,37.00,25.00,40653.822976,0.0,0.0,0.0,44334.901524,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
99,2184.99,548156.0,84035.24,32744.852023,0.0,10636.565001,170.1135,340.227,0.0,844.165,978.337603,844.165,0,0,964.76,1808.925,0.0,0,0,17,0,6,0,6,0.000,10.00,1.636,59.89,35.00,23.00,40653.822976,0.0,0.0,0.0,44334.901524,0.0,0.0,0.0000,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0
