step,liquidatorOrders,liquidations,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,insuranceFundOutflow
279,1,1,25479.96,47774.925,1476223.95679,0.0
280,2,2,25527.24,47863.575,1479418.186887,0.0
281,2,2,25603.408,48006.39,1481617.178402,0.0
282,1,1,25632.904,48061.695,1484150.243923,0.0
283,2,2,25663.976,48119.955,1487518.341284,0.0
284,2,2,25715.08,48215.775,1492065.50412,0.0
285,1,1,25728.328,48240.615,1494600.456543,0.0
286,3,3,25823.8,48419.625,1502006.255947,0.0
287,1,1,25834.128,48438.99,1504648.548388,0.0
288,1,1,25868.024,48502.545,1505505.689441,0.0
289,2,2,26026.064,48798.87,1508371.318374,0.0
290,4,4,26142.536,49017.255,1517377.696457,0.0
291,1,1,26168.824,49066.545,1518142.662793,0.0
292,0,0,26168.824,49066.545,1518142.662793,0.0
293,1,1,26182.352,49091.91,1521381.676953,0.0
294,1,1,26228.352,49178.16,1524022.621282,0.0
295,0,0,26228.352,49178.16,1524022.621282,0.0
296,2,2,26309.64,49330.575,1527885.781674,0.0
297,1,1,26330.176,49369.08,1530407.439609,0.0
298,0,0,26330.176,49369.08,1530407.439609,0.0
299,1,1,26352.896,49411.68,1531215.728388,0.0
300,1,1,26410.864,49520.37,1534337.604876,0.0
301,1,1,26419.128,49535.865,1535626.126656,0.0
302,1,1,26436.584,49568.595,1538709.354206,0.0
303,0,0,26436.584,49568.595,1538709.354206,0.0
304,1,1,26470.648,49632.465,1541962.073627,0.0
305,1,1,26471.688,49634.415,1543853.430592,0.0
306,3,3,26583.648,49844.34,1551647.723297,0.0
307,1,1,26622.28,49916.775,1554117.609562,0.0
308,1,1,26631.376,49933.83,1557058.081419,0.0
309,1,1,26632.656,49936.23,1558726.216531,0.0
310,2,2,26666.488,49999.665,1561837.136538,0.0
311,1,1,26676.96,50019.3,1564338.146218,0.0
312,1,1,26696.024,50055.045,1565466.433917,0.0
313,1,1,26724.512,50108.46,1566318.576835,0.0
314,2,2,26753.84,50163.45,1570470.464246,0.0
315,2,2,26813.632,50275.56,1575383.081943,0.0
316,2,2,26852.984,50349.345,1576963.246864,0.0
317,0,0,26852.984,50349.345,1576963.246864,0.0
318,1,1,26857.904,50358.57,1579834.744294,0.0
319,3,3,27027.968,50677.44,1585934.382385,0.0
320,1,1,27035.656,50691.855,1588332.294646,0.0
321,1,1,27054.216,50726.655,1589963.034147,0.0
322,1,1,27094.304,50801.82,1591015.531343,0.0
323,2,2,27172.048,50947.59,1596027.799158,0.0
324,2,2,27192.816,50986.53,1600643.278569,0.0
325,2,2,27258.76,51110.175,1602323.492922,0.0
326,1,1,27271.216,51133.53,1605095.747464,0.0
327,2,2,27318.24,51221.7,1608009.161049,0.0
328,3,3,27559.736,51674.505,1612453.490349,0.0
329,2,2,27617.776,51783.33,1615653.559345,0.0
330,0,0,27617.776,51783.33,1615653.559345,0.0
331,2,2,27656.448,51855.84,1620429.787643,0.0
332,0,0,27656.448,51855.84,1620429.787643,0.0
333,1,1,27673.496,51887.805,1621993.540897,0.0
334,0,0,27673.496,51887.805,1621993.540897,0.0
335,0,0,27673.496,51887.805,1621993.540897,0.0
336,1,1,27697.432,51932.685,1624663.555045,0.0
337,0,0,27697.432,51932.685,1624663.555045,0.0
338,6,6,27829.736,52180.755,1635193.102696,0.0
339,2,2,27890.368,52294.44,1638364.827529,0.0
340,2,2,27937.456,52382.73,1643622.973574,0.0
341,2,2,28023.912,52544.835,1646269.803751,0.0
342,3,3,28098.624,52684.92,1652434.116115,0.0
343,1,1,28113.336,52712.505,1652882.731627,0.0
344,2,2,28160.096,52800.18,1654997.466627,0.0
345,1,1,28167.112,52813.335,1656100.546671,0.0
346,0,0,28167.112,52813.335,1656100.546671,0.0
347,2,2,28240.928,52951.74,1660711.921834,0.0
348,1,1,28257.672,52983.135,1661330.895745,0.0
349,2,2,28265.24,52997.325,1665458.645033,0.0
350,2,2,28352.968,53161.815,1666872.191531,0.0
351,1,1,28401.128,53252.115,1667502.366727,0.0
352,1,1,28430.296,53306.805,1670377.601523,0.0
353,2,2,28513.552,53462.91,1672952.306626,0.0
354,3,3,28622.024,53666.295,1678034.156844,0.0
355,1,1,28657.76,53733.3,1678961.069877,0.0
356,0,0,28657.76,53733.3,1678961.069877,0.0
357,1,1,28708.744,53828.895,1681377.99598,0.0
358,3,3,28774.32,53951.85,1687848.768789,0.0
359,3,3,28846.504,54087.195,1693910.696782,0.0
360,2,2,28850.008,54093.765,1696200.334246,0.0
361,1,1,28860.88,54114.15,1698990.81474,0.0
362,2,2,28912.04,54210.075,1703214.647667,0.0
363,3,3,29007.52,54389.1,1707261.243986,0.0
364,3,3,29124.272,54608.01,1712946.773093,0.0
365,2,2,29206.712,54762.585,1717319.302,0.0
366,1,1,29224.136,54795.255,1719607.892023,0.0
367,0,0,29224.136,54795.255,1719607.892023,0.0
368,4,4,29339.896,55012.305,1728395.95967,0.0
369,0,0,29339.896,55012.305,1728395.95967,0.0
370,1,1,29363.632,55056.81,1729169.098424,0.0
371,0,0,29363.632,55056.81,1729169.098424,0.0
372,3,3,29405.384,55135.095,1733807.991244,0.0
373,1,1,29439.72,55199.475,1735922.273503,0.0
374,2,2,29506.208,55324.14,1737190.633127,0.0
375,3,3,29614.68,55527.525,1743832.52681,0.0
376,1,1,29639.928,55574.865,1744741.900178,0.0
377,2,2,29652.04,55597.575,1748761.387161,0.0
378,0,0,29652.04,55597.575,1748761.387161,0.0
379,1,1,29685.112,55659.585,1750752.151203,0.0
380,4,4,29785.288,55847.415,1757065.377431,0.0
381,0,0,29785.288,55847.415,1757065.377431,0.0
382,1,1,29823.616,55919.28,1759481.644921,0.0
383,0,0,29823.616,55919.28,1759481.644921,0.0
384,1,1,29845.84,55960.95,1761427.751414,0.0
385,2,2,29890.712,56045.085,1766074.139252,0.0
386,0,0,29890.712,56045.085,1766074.139252,0.0
387,6,6,30058.688,56360.04,1774248.717699,0.0
388,0,0,30058.688,56360.04,1774248.717699,0.0
389,2,2,30110.504,56457.195,1775832.845131,0.0
390,0,0,30110.504,56457.195,1775832.845131,0.0
391,1,1,30130.528,56494.74,1776718.600968,0.0
392,2,2,30163.712,56556.96,1781269.01854,0.0
393,0,0,30163.712,56556.96,1781269.01854,0.0
394,0,0,30163.712,56556.96,1781269.01854,0.0
395,2,2,30182.536,56592.255,1782892.893121,0.0
396,2,2,30253.824,56725.92,1783911.702132,0.0
397,1,1,30284.888,56784.165,1786264.679122,0.0
398,3,3,30383.216,56968.53,1790868.637551,0.0
399,1,1,30392.232,56985.435,1792878.66313,0.0
400,1,1,30432.768,57061.44,1794645.288455,0.0
401,4,4,30550.984,57283.095,1801550.06155,0.0
402,1,1,30559.176,57298.455,1802009.027547,0.0
403,3,3,30706.248,57574.215,1805071.959206,0.0
404,3,3,30823.224,57793.545,1810022.015846,0.0
405,0,0,30823.224,57793.545,1810022.015846,0.0
406,1,1,30872.896,57886.68,1811746.113071,0.0
407,0,0,30872.896,57886.68,1811746.113071,0.0
408,3,3,30947.648,58026.84,1814946.639696,0.0
409,1,1,30973.864,58075.995,1816330.171125,0.0
410,1,1,31006.824,58137.795,1816954.086051,0.0
411,1,1,31037.68,58195.65,1818671.117698,0.0
412,3,3,31076.36,58268.175,1825152.136988,0.0
413,0,0,31076.36,58268.175,1825152.136988,0.0
414,1,1,31110.592,58332.36,1827396.521914,0.0
415,3,3,31178.152,58459.035,1831109.614458,0.0
416,3,3,31227.552,58551.66,1833599.374583,0.0
417,1,1,31358.44,58797.075,1835332.259428,0.0
418,0,0,31358.44,58797.075,1835332.259428,0.0
419,0,0,31358.44,58797.075,1835332.259428,0.0
420,2,2,31419.048,58910.715,1836262.185745,0.0
421,1,1,31443.176,58955.955,1837831.446306,0.0
422,2,2,31454.048,58976.34,1842169.943322,0.0
423,1,1,31456.344,58980.645,1842567.265099,0.0
424,1,1,31477.816,59020.905,1844421.419433,0.0
425,1,1,31502.92,59067.975,1845138.725791,0.0
426,2,2,31553.776,59163.33,1846080.211577,0.0
427,2,2,31604.632,59258.685,1850146.434591,0.0
428,2,2,31656.984,59356.845,1853939.534429,0.0
429,0,0,31656.984,59356.845,1853939.534429,0.0
430,2,2,31704.064,59445.12,1857333.495892,0.0
431,2,2,31801.536,59627.88,1859407.383268,0.0
432,1,1,31818.576,59659.83,1861154.743462,0.0
433,1,1,31850.536,59719.755,1862694.167818,0.0
434,3,3,31926.168,59861.565,1865140.037912,0.0
435,3,3,31991.008,59983.14,1868950.350477,0.0
436,0,0,31991.008,59983.14,1868950.350477,0.0
437,1,1,31994.12,59988.975,1870408.408128,0.0
438,0,0,31994.12,59988.975,1870408.408128,0.0
439,0,0,31994.12,59988.975,1870408.408128,0.0
440,1,1,32026.112,60048.96,1872712.606768,0.0
441,2,2,32090.88,60170.4,1874805.013833,0.0
442,1,1,32099.872,60187.26,1875184.840228,0.0
443,2,2,32183.856,60344.73,1878215.671232,0.0
444,2,2,32246.416,60462.03,1881317.801935,0.0
445,2,2,32311.728,60584.49,1883250.967961,0.0
446,2,2,32351.28,60658.65,1885258.121067,0.0
447,3,3,32437.632,60820.56,1888540.024948,0.0
448,0,0,32437.632,60820.56,1888540.024948,0.0
449,1,1,32463.936,60869.88,1889956.440885,0.0
450,0,0,32463.936,60869.88,1889956.440885,0.0
451,0,0,32463.936,60869.88,1889956.440885,0.0
452,0,0,32463.936,60869.88,1889956.440885,0.0
453,2,2,32481.792,60903.36,1892703.5161,0.0
454,1,1,32508.192,60952.86,1893257.473024,0.0
455,0,0,32508.192,60952.86,1893257.473024,0.0
456,2,2,32547.872,61027.26,1895063.934401,0.0
457,0,0,32547.872,61027.26,1895063.934401,0.0
458,1,1,32568.496,61065.93,1895545.983011,0.0
459,0,0,32568.496,61065.93,1895545.983011,0.0
460,1,1,32595.152,61115.91,1895970.114887,0.0
461,1,1,32623.544,61169.145,1898071.967752,0.0
462,0,0,32623.544,61169.145,1898071.967752,0.0
463,0,0,32623.544,61169.145,1898071.967752,0.0
464,1,1,32645.512,61210.335,1900300.315904,0.0
465,0,0,32645.512,61210.335,1900300.315904,0.0
466,1,1,32685.112,61284.585,1901597.092381,0.0
467,2,2,32736.04,61380.075,1905339.242136,0.0
468,0,0,32736.04,61380.075,1905339.242136,0.0
469,1,1,32756.368,61418.19,1906831.11346,0.0
470,1,1,32878.664,61647.495,1908192.444785,0.0
471,0,0,32878.664,61647.495,1908192.444785,0.0
472,2,2,32930.424,61744.545,1910018.517171,0.0
473,1,1,32970.424,61819.545,1912147.219963,0.0
474,0,0,32970.424,61819.545,1912147.219963,0.0
475,1,1,32999.128,61873.365,1914212.968427,0.0
476,1,1,33008.344,61890.645,1915491.873112,0.0
477,0,0,33008.344,61890.645,1915491.873112,0.0
478,2,2,33072.664,62011.245,1917193.585035,0.0
479,1,1,33079.208,62023.515,1917559.419545,0.0
480,0,0,33079.208,62023.515,1917559.419545,0.0
481,0,0,33079.208,62023.515,1917559.419545,0.0
482,1,1,33109.2,62079.75,1918857.184108,0.0
483,0,0,33109.2,62079.75,1918857.184108,0.0
484,2,2,33133.52,62125.35,1921292.540304,0.0
485,3,3,33211.712,62271.96,1925435.513231,0.0
486,2,2,33322.136,62479.005,1926937.824426,0.0
487,0,0,33322.136,62479.005,1926937.824426,0.0
488,0,0,33322.136,62479.005,1926937.824426,0.0
489,0,0,33322.136,62479.005,1926937.824426,0.0
490,1,1,33327.552,62489.16,1927299.779678,0.0
491,0,0,33327.552,62489.16,1927299.779678,0.0
492,0,0,33327.552,62489.16,1927299.779678,0.0
493,2,2,33382.928,62592.99,1930423.011641,0.0
494,0,0,33382.928,62592.99,1930423.011641,0.0
495,0,0,33382.928,62592.99,1930423.011641,0.0
496,0,0,33382.928,62592.99,1930423.011641,0.0
497,2,2,33396.248,62617.965,1933091.873884,0.0
498,1,1,33427.04,62675.7,1933434.489011,0.0
499,0,0,33427.04,62675.7,1933434.489011,0.0
500,2,2,33447.44,62713.95,1935828.632996,0.0
501,0,0,33447.44,62713.95,1935828.632996,0.0
502,1,1,33462.632,62742.435,1937878.922338,0.0
503,0,0,33462.632,62742.435,1937878.922338,0.0
504,1,1,33485.104,62784.57,1939074.88488,0.0
505,0,0,33485.104,62784.57,1939074.88488,0.0
506,1,1,33508.048,62827.59,1939390.520608,0.0
507,2,2,33598.024,62996.295,1942411.413489,0.0
508,0,0,33598.024,62996.295,1942411.413489,0.0
509,0,0,33598.024,62996.295,1942411.413489,0.0
510,1,1,33604.144,63007.77,1943993.208288,0.0
511,0,0,33604.144,63007.77,1943993.208288,0.0
512,0,0,33604.144,63007.77,1943993.208288,0.0
513,0,0,33604.144,63007.77,1943993.208288,0.0
514,0,0,33604.144,63007.77,1943993.208288,0.0
515,0,0,33604.144,63007.77,1943993.208288,0.0
516,1,1,33616.712,63031.335,1945548.656269,0.0
517,1,1,33640.304,63075.57,1945862.520487,0.0
518,0,0,33640.304,63075.57,1945862.520487,0.0
