step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
558,2082.48,45533.0,20578.045,0.0,30063.579,0.0,0.0,0.0,0.0,0.0,4695.306,7.4955,14746.923962,-11.000896,4553.3,465.8,10646.347319,-460.145414,0.0,0.0,1135.815038,1565.102,3130.204,0.001905,30063.579,0.0,30063.579,0,0,34358.376,64421.955,1974924.180126,0,2,10,0,6,4,2,0.000,10.22,4.158,13.14,7.00,5.00,0
559,2082.65,40536.0,20503.09,-74.955,30098.558,34.979,0.0,0.0,0.0,0.0,4695.306,0.0,14671.552488,-75.371474,4053.6,-499.7,11071.92788,425.580561,0.0,0.0,1136.231512,1565.102,3130.204,0.001905,30098.558,0.0,30098.558,2,2,34398.352,64496.91,1976840.087804,0,0,8,0,6,0,6,33.333,10.22,9.581,0.83,0.00,0.00,0
560,2086.42,36705.0,20445.625,-57.465,30125.375,26.817,0.0,0.0,0.0,0.0,4697.4255,2.1195,14611.501713,-60.050775,3670.5,-383.1,11422.546246,350.618366,0.0,0.0,1136.697787,1565.8085,3131.617,0.001905,30125.375,0.0,30125.375,1,1,34429.0,64554.375,1978692.056463,0,1,7,0,6,2,4,16.667,10.23,0.000,18.10,10.00,7.00,0
561,2087.79,41231.0,20445.625,0.0,30125.375,0.0,0.0,0.0,0.0,0.0,4700.82,3.3945,14608.107213,-3.3945,4123.1,452.6,10978.929576,-443.61667,0.0,0.0,1136.697787,1566.94,3133.88,0.001905,30125.375,0.0,30125.375,0,0,34429.0,64554.375,1978692.056463,0,1,9,0,6,2,4,0.000,10.22,17.220,6.56,3.00,2.00,0
562,2085.29,38968.0,20411.68,-33.945,30141.216,15.841,0.0,0.0,0.0,0.0,4700.82,0.0,14571.457375,-36.649838,3896.8,-226.3,11148.700975,169.771399,0.0,0.0,1139.402625,1566.94,3133.88,0.001905,30141.216,0.0,30141.216,1,1,34447.104,64588.32,1978976.915069,0,0,8,0,6,0,6,16.667,10.22,16.220,11.95,7.00,4.00,0
563,2087.79,41379.0,20377.735,-33.945,30157.057,15.841,0.0,0.0,0.0,0.0,4704.3255,3.5055,14534.006864,-37.450511,4137.9,241.1,10890.025049,-258.675926,0.0,0.0,1139.402636,1568.1085,3136.217,0.001955,30157.057,0.0,30157.057,1,1,34465.208,64622.265,1979627.365382,0,1,8,0,6,2,4,16.667,10.23,16.706,11.97,7.00,4.00,0
564,2083.85,38126.0,20328.94,-48.795,30179.828,22.771,0.0,0.0,0.0,0.0,4704.3255,0.0,14481.401994,-52.60487,3812.6,-325.3,11130.880408,240.855359,0.0,0.0,1143.212506,1568.1085,3136.217,0.001955,30179.828,0.0,30179.828,1,1,34491.232,64671.06,1981398.420992,0,0,7,0,6,0,6,16.667,10.23,15.314,18.87,11.00,7.00,0
565,2085.28,42420.0,20328.94,0.0,30179.828,0.0,0.0,0.0,0.0,0.0,4709.1885,4.863,14479.575105,-1.826889,4242.0,429.4,10707.36832,-423.512088,0.0,0.0,1140.176395,1569.7295,3139.459,0.001955,30179.828,0.0,30179.828,0,0,34491.232,64671.06,1981398.420992,0,2,10,0,6,4,2,0.000,10.21,8.460,6.89,4.00,2.00,0
566,2087.68,41163.0,20296.735,-32.205,30194.857,15.029,0.0,0.0,0.0,0.0,4711.4985,2.31,14443.85244,-35.722665,4116.3,-125.7,10816.481659,109.113339,0.0,0.0,1141.38406,1570.4995,3140.999,0.001955,30194.857,0.0,30194.857,1,1,34508.408,64703.265,1982276.116215,0,1,10,0,6,2,4,16.667,10.20,13.796,11.48,6.00,4.00,0
567,2087.33,39623.0,20273.635,-23.1,30205.637,10.78,0.0,0.0,0.0,0.0,4711.4985,0.0,14420.494894,-23.357546,3962.3,-154.0,10944.407575,127.925916,0.0,0.0,1141.641606,1570.4995,3140.999,0.001955,30205.637,0.0,30205.637,1,1,34520.728,64726.365,1982499.849105,0,0,9,0,6,0,6,16.667,10.20,13.243,1.67,1.00,0.00,0
568,2087.65,39623.0,20273.635,0.0,30205.637,0.0,0.0,0.0,0.0,0.0,4711.4985,0.0,14420.494894,0.0,3962.3,0.0,10946.877657,2.470082,0.0,0.0,1141.641606,1570.4995,3140.999,0.001955,30205.637,0.0,30205.637,0,0,34520.728,64726.365,1982499.849105,0,0,9,0,6,0,6,0.000,10.20,13.243,1.52,0.00,0.00,0
569,2087.40,39623.0,20273.635,0.0,30205.637,0.0,0.0,0.0,0.0,0.0,4711.4985,0.0,14420.494894,0.0,3962.3,0.0,10944.960022,-1.917635,0.0,0.0,1141.641606,1570.4995,3140.999,0.001955,30205.637,0.0,30205.637,0,0,34520.728,64726.365,1982499.849105,0,0,9,0,6,0,6,0.000,10.20,13.243,1.18,0.00,0.00,0
570,2090.52,42659.0,20231.905,-41.73,30225.111,19.474,0.0,0.0,0.0,0.0,4715.862,4.3635,14370.738305,-49.756589,4265.9,303.6,10626.751082,-318.20894,0.0,0.0,1145.304695,1571.954,3143.908,0.001955,30225.111,0.0,30225.111,2,2,34542.984,64768.095,1983387.988463,0,1,9,0,6,2,4,33.333,10.22,13.664,14.95,8.00,5.00,0
571,2090.03,39750.0,20188.27,-43.635,30245.474,20.363,0.0,0.0,0.0,0.0,4715.862,0.0,14326.4194,-44.318905,3975.0,-290.9,10865.232066,238.480984,0.0,0.0,1145.9886,1571.954,3143.908,0.001955,30245.474,0.0,30245.474,1,1,34566.256,64811.73,1984486.997329,0,0,8,0,6,0,6,16.667,10.22,12.664,2.35,1.00,0.00,0
572,2092.01,36841.0,20144.635,-43.635,30265.837,20.363,0.0,0.0,0.0,0.0,4715.862,0.0,14280.711078,-45.708322,3684.1,-290.9,11145.153406,279.92134,0.0,0.0,1148.061922,1571.954,3143.908,0.001955,30265.837,0.0,30265.837,1,1,34589.528,64855.365,1986210.890117,0,0,7,0,6,0,6,16.667,10.22,0.000,9.48,5.00,3.00,0
573,2090.81,38699.0,20144.635,0.0,30265.837,0.0,0.0,0.0,0.0,0.0,4717.2555,1.3935,14279.317578,-1.3935,3869.9,185.8,10936.223005,-208.930401,0.0,0.0,1148.061922,1572.4185,3144.837,0.001955,30265.837,0.0,30265.837,0,0,34589.528,64855.365,1986210.890117,0,1,8,0,6,2,4,0.000,10.21,40.657,5.75,3.00,2.00,0
574,2094.31,38637.0,20117.695,-26.94,30278.409,12.572,0.0,0.0,0.0,0.0,4718.556,1.3005,14249.520424,-29.797154,3863.7,-6.2,10976.848824,40.625819,0.0,0.0,1149.618576,1572.852,3145.704,0.001955,30278.409,0.0,30278.409,1,1,34603.896,64882.305,1986824.057125,0,1,8,0,6,2,4,16.667,10.20,0.000,16.77,10.00,6.00,0
575,2091.95,37770.0,20104.69,-13.005,30284.478,6.069,0.0,0.0,0.0,0.0,4718.556,0.0,14235.537285,-13.983139,3777.0,-86.7,11006.287198,29.438374,0.0,0.0,1150.596715,1572.852,3145.704,0.002005,30284.478,0.0,30284.478,1,1,34610.832,64895.31,1987046.007069,0,0,7,0,6,0,6,16.667,10.20,0.000,11.28,6.00,4.00,0
576,2088.06,37770.0,20104.69,0.0,30284.478,0.0,0.0,0.0,0.0,0.0,4718.556,0.0,14235.537285,0.0,3777.0,0.0,10949.383068,-56.90413,0.0,0.0,1150.596715,1572.852,3145.704,0.002005,30284.478,0.0,30284.478,0,0,34610.832,64895.31,1987046.007069,0,0,7,0,6,0,6,0.000,10.20,0.000,18.59,11.00,7.00,0
577,2086.12,42584.0,20104.69,0.0,30284.478,0.0,0.0,0.0,0.0,0.0,4722.1665,3.6105,14231.926785,-3.6105,4258.4,481.4,10445.862913,-503.520155,0.0,0.0,1150.596715,1574.0555,3148.111,0.002005,30284.478,0.0,30284.478,0,0,34610.832,64895.31,1987046.007069,0,1,9,0,6,2,4,0.000,10.20,16.692,9.28,5.00,3.00,0
578,2089.97,42021.0,20068.585,-36.105,30301.327,16.849,0.0,0.0,0.0,0.0,4723.5495,1.383,14190.005362,-41.921423,4202.1,-56.3,10503.744511,57.881598,0.0,0.0,1155.030138,1574.5165,3149.033,0.002005,30301.327,0.0,30301.327,1,1,34630.088,64931.415,1987881.960369,0,1,9,0,6,2,4,16.667,10.21,44.576,18.42,11.00,7.00,0
579,2091.21,45173.0,20054.755,-13.83,30307.781,6.454,0.0,0.0,0.0,0.0,4730.2155,6.666,14174.832255,-15.173107,4517.3,315.2,10192.349718,-311.394793,0.0,0.0,1149.707245,1576.7385,3153.477,0.002005,30307.781,0.0,30307.781,1,1,34637.464,64945.245,1989335.063862,0,1,9,0,6,2,4,16.667,10.20,21.176,5.97,3.00,2.00,0
580,2093.20,49356.0,20024.2,-30.555,30322.04,14.259,0.0,0.0,0.0,0.0,4734.8805,4.665,14137.678615,-37.15364,4935.6,418.3,9778.350986,-413.998732,0.0,0.0,1151.640885,1578.2935,3156.587,0.002005,30322.04,0.0,30322.04,1,1,34653.76,64975.8,1990402.828586,0,1,10,0,6,2,4,16.667,10.19,14.870,9.49,5.00,3.00,0
581,2093.14,46246.0,19977.55,-46.65,30343.81,21.77,0.0,0.0,0.0,0.0,4734.8805,0.0,14090.946292,-46.732323,4624.6,-311.0,10041.543891,263.192905,0.0,0.0,1151.723208,1578.2935,3156.587,0.002005,30343.81,0.0,30343.81,1,1,34678.64,65022.45,1991583.367117,0,0,9,0,6,0,6,16.667,10.19,13.870,0.26,0.00,0.00,0
582,2095.51,47484.0,19930.9,-46.65,30365.58,21.77,0.0,0.0,0.0,0.0,4738.1415,3.261,14037.598903,-53.347389,4748.4,123.8,9913.771085,-127.772806,0.0,0.0,1155.159597,1579.3805,3158.761,0.002005,30365.58,0.0,30365.58,1,1,34703.52,65069.1,1992144.892736,0,1,10,0,6,2,4,16.667,10.19,20.842,11.31,6.00,4.00,0
583,2095.12,49950.0,19898.29,-32.61,30380.798,15.218,0.0,0.0,0.0,0.0,4741.6215,3.48,14001.09886,-36.500043,4995.0,246.6,9622.821985,-290.9491,0.0,0.0,1155.56964,1580.5405,3161.081,0.002005,30380.798,0.0,30380.798,1,1,34720.912,65101.71,1992331.648637,0,1,10,0,6,2,4,16.667,10.18,10.115,1.89,1.00,0.00,0
584,2092.56,49950.0,19898.29,0.0,30380.798,0.0,0.0,0.0,0.0,0.0,4741.6215,0.0,14001.09886,0.0,4995.0,0.0,9572.104572,-50.717413,0.0,0.0,1155.56964,1580.5405,3161.081,0.002005,30380.798,0.0,30380.798,0,0,34720.912,65101.71,1992331.648637,0,0,10,0,6,0,6,0.000,10.18,10.115,12.20,7.00,4.00,0
585,2095.77,45456.0,19830.88,-67.41,30412.256,31.458,0.0,0.0,0.0,0.0,4741.6215,0.0,13932.690736,-68.408124,4545.6,-449.4,10017.841628,445.737056,0.0,0.0,1156.567764,1580.5405,3161.081,0.002005,30412.256,0.0,30412.256,2,2,34756.864,65169.12,1994419.499057,0,0,8,0,6,0,6,33.333,10.18,0.000,15.35,9.00,6.00,0
586,2095.63,48150.0,19830.88,0.0,30412.256,0.0,0.0,0.0,0.0,0.0,4743.642,2.0205,13930.670236,-2.0205,4815.0,269.4,9743.202426,-274.639202,0.0,0.0,1156.567764,1581.214,3162.428,0.002005,30412.256,0.0,30412.256,0,0,34756.864,65169.12,1994419.499057,0,1,9,0,6,2,4,0.000,10.19,34.746,0.69,0.00,0.00,0
587,2097.53,48243.0,19810.675,-20.205,30421.685,9.429,0.0,0.0,0.0,0.0,4744.722,1.08,13908.163692,-22.506544,4824.3,9.3,9754.408869,11.206443,0.0,0.0,1157.789308,1581.574,3163.148,0.002055,30421.685,0.0,30421.685,1,1,34767.64,65189.325,1996121.291801,0,1,10,0,6,2,4,16.667,10.19,66.004,9.07,5.00,3.00,0
588,2099.68,47523.0,19799.875,-10.8,30426.725,5.04,0.0,0.0,0.0,0.0,4744.722,0.0,13896.625126,-11.538566,4752.3,-72.0,9864.306595,109.897726,0.0,0.0,1158.527874,1581.574,3163.148,0.002055,30426.725,0.0,30426.725,1,1,34773.4,65200.125,1996354.970931,0,0,9,0,6,0,6,16.667,10.19,0.000,10.26,6.00,4.00,0
589,2102.43,47523.0,19799.875,0.0,30426.725,0.0,0.0,0.0,0.0,0.0,4744.722,0.0,13896.625126,0.0,4752.3,0.0,9927.371495,63.0649,0.0,0.0,1158.527874,1581.574,3163.148,0.002055,30426.725,0.0,30426.725,0,0,34773.4,65200.125,1996354.970931,0,0,9,0,6,0,6,0.000,10.19,0.000,13.07,7.00,5.00,0
590,2102.65,53527.0,19799.875,0.0,30426.725,0.0,0.0,0.0,0.0,0.0,4749.225,4.503,13892.122126,-4.503,5352.7,600.4,9327.495876,-599.875619,0.0,0.0,1158.527874,1583.075,3166.15,0.002055,30426.725,0.0,30426.725,0,0,34773.4,65200.125,1996354.970931,0,2,11,0,6,4,2,0.000,10.17,16.830,1.05,0.00,0.00,0
591,2103.17,50525.0,19754.845,-45.03,30447.739,21.014,0.0,0.0,0.0,0.0,4749.225,0.0,13846.338202,-45.783924,5052.5,-300.2,9594.798761,267.302885,0.0,0.0,1159.281798,1583.075,3166.15,0.002055,30447.739,0.0,30447.739,2,2,34797.416,65245.155,1997055.967527,0,0,9,0,6,0,6,33.333,10.17,0.000,2.51,1.00,1.00,0
592,2099.51,48642.0,19726.6,-28.245,30460.92,13.181,0.0,0.0,0.0,0.0,4749.225,0.0,13817.037377,-29.300825,4864.2,-188.3,9665.468998,70.670237,0.0,0.0,1160.337623,1583.075,3166.15,0.002055,30460.92,0.0,30460.92,1,1,34812.48,65273.4,1998058.580326,0,0,8,0,6,0,6,16.667,10.17,0.000,17.42,10.00,6.00,0
593,2096.06,48642.0,19726.6,0.0,30460.92,0.0,0.0,0.0,0.0,0.0,4749.225,0.0,13817.037377,0.0,4864.2,0.0,9584.398339,-81.070659,0.0,0.0,1160.337623,1583.075,3166.15,0.002055,30460.92,0.0,30460.92,0,0,34812.48,65273.4,1998058.580326,0,0,8,0,6,0,6,0.000,10.17,0.000,16.43,9.00,6.00,0
594,2095.94,48642.0,19726.6,0.0,30460.92,0.0,0.0,0.0,0.0,0.0,4749.225,0.0,13817.037377,0.0,4864.2,0.0,9581.497429,-2.90091,0.0,0.0,1160.337623,1583.075,3166.15,0.002055,30460.92,0.0,30460.92,0,0,34812.48,65273.4,1998058.580326,0,0,8,0,6,0,6,0.000,10.17,0.000,0.59,0.00,0.00,0
595,2093.33,43309.0,19646.605,-79.995,30498.251,37.331,0.0,0.0,0.0,0.0,4749.225,0.0,13735.635896,-81.401481,4330.9,-533.3,9973.505165,392.007736,0.0,0.0,1161.744104,1583.075,3166.15,0.002055,30498.251,0.0,30498.251,1,1,34855.144,65353.395,1999823.814504,0,0,7,0,6,0,6,16.667,10.17,0.000,12.44,7.00,4.00,0
596,2089.92,36545.0,19545.145,-101.46,30545.599,47.348,0.0,0.0,0.0,0.0,4749.225,0.0,13625.671474,-109.964422,3654.5,-676.4,10476.97225,503.467085,0.0,0.0,1170.248526,1583.075,3166.15,0.002055,30545.599,0.0,30545.599,1,1,34909.256,65454.855,2000543.039382,0,0,6,0,6,0,6,16.667,10.17,0.000,16.29,9.00,6.00,0
597,2087.20,36545.0,19545.145,0.0,30545.599,0.0,0.0,0.0,0.0,0.0,4749.225,0.0,13625.671474,0.0,3654.5,0.0,10450.551735,-26.420515,0.0,0.0,1170.248526,1583.075,3166.15,0.002055,30545.599,0.0,30545.599,0,0,34909.256,65454.855,2000543.039382,0,0,6,0,6,0,6,0.000,10.17,0.000,13.04,7.00,5.00,0
598,2090.71,39261.0,19545.145,0.0,30545.599,0.0,0.0,0.0,0.0,0.0,4751.262,2.037,13623.634474,-2.037,3926.1,271.6,10217.340857,-233.210878,0.0,0.0,1170.248526,1583.754,3167.508,0.002055,30545.599,0.0,30545.599,0,0,34909.256,65454.855,2000543.039382,0,1,8,0,6,2,4,0.000,10.18,27.911,16.84,10.00,6.00,0
599,2092.48,46723.0,19524.775,-20.37,30555.105,9.506,0.0,0.0,0.0,0.0,4759.914,8.652,13594.612474,-29.022,4672.3,746.2,9473.522604,-743.818253,0.0,0.0,1170.248526,1586.638,3173.276,0.002105,30555.105,0.0,30555.105,1,1,34920.12,65475.225,2000744.572685,0,2,10,0,6,4,2,16.667,10.20,9.595,8.47,5.00,3.00,0
600,2093.60,42313.0,19458.625,-66.15,30585.975,30.87,0.0,0.0,0.0,0.0,4759.914,0.0,13526.10877,-68.503704,4231.3,-441.0,9868.896386,395.373782,0.0,0.0,1172.60223,1586.638,3173.276,0.002105,30585.975,0.0,30585.975,2,2,34955.4,65541.375,2004140.00449,0,0,8,0,6,0,6,33.333,10.20,0.000,5.34,3.00,2.00,0
601,2097.41,42313.0,19458.625,0.0,30585.975,0.0,0.0,0.0,0.0,0.0,4759.914,0.0,13526.10877,0.0,4231.3,0.0,9946.966456,78.07007,0.0,0.0,1172.60223,1586.638,3173.276,0.002105,30585.975,0.0,30585.975,0,0,34955.4,65541.375,2004140.00449,0,0,8,0,6,0,6,0.000,10.20,0.000,18.20,10.00,7.00,0
602,2100.79,42313.0,19458.625,0.0,30585.975,0.0,0.0,0.0,0.0,0.0,4759.914,0.0,13526.10877,0.0,4231.3,0.0,10016.194452,69.227996,0.0,0.0,1172.60223,1586.638,3173.276,0.002105,30585.975,0.0,30585.975,0,0,34955.4,65541.375,2004140.00449,0,0,8,0,6,0,6,0.000,10.20,0.000,16.11,9.00,6.00,0
603,2102.19,51015.0,19458.625,0.0,30585.975,0.0,0.0,0.0,0.0,0.0,4766.4405,6.5265,13519.58227,-6.5265,5101.5,870.2,9168.131468,-848.062984,0.0,0.0,1172.60223,1588.8135,3177.627,0.002105,30585.975,0.0,30585.975,0,0,34955.4,65541.375,2004140.00449,0,1,10,0,6,2,4,0.000,10.20,10.725,6.66,3.00,2.00,0
604,2102.09,47485.0,19405.675,-52.95,30610.685,24.71,0.0,0.0,0.0,0.0,4771.278,4.8375,13461.702741,-57.879529,4748.5,-353.0,9461.294918,293.16345,0.0,0.0,1172.694259,1590.426,3180.852,0.002105,30610.685,0.0,30610.685,1,1,34983.64,65594.325,2005084.700131,0,2,10,0,6,4,2,16.667,10.23,9.914,0.47,0.00,0.00,0
605,2105.53,43134.0,19340.41,-65.265,30641.142,30.457,0.0,0.0,0.0,0.0,4771.278,0.0,13389.410767,-72.291974,4313.4,-435.1,9895.811127,434.516209,0.0,0.0,1179.721233,1590.426,3180.852,0.002105,30641.142,0.0,30641.142,2,2,35018.448,65659.59,2007735.100472,0,0,8,0,6,0,6,33.333,10.23,0.000,16.36,9.00,6.00,0
606,2102.14,55692.0,19340.41,0.0,30641.142,0.0,0.0,0.0,0.0,0.0,4780.6965,9.4185,13379.992267,-9.4185,5569.2,1255.8,8559.750063,-1336.061064,0.0,0.0,1179.721233,1593.5655,3187.131,0.002105,30641.142,0.0,30641.142,0,0,35018.448,65659.59,2007735.100472,0,2,11,0,6,4,2,0.000,10.25,7.870,16.11,9.00,6.00,0
607,2102.36,50131.0,19246.225,-94.185,30685.095,43.953,0.0,0.0,0.0,0.0,4781.709,1.0125,13284.160117,-95.83215,5013.1,-556.1,9025.189168,465.439105,0.0,0.0,1180.355883,1593.903,3187.806,0.002105,30685.095,0.0,30685.095,2,2,35068.68,65753.775,2009350.205492,0,2,10,0,6,4,2,33.333,10.29,138.641,1.06,0.00,0.00,0
608,2104.81,49772.0,19240.84,-5.385,30687.608,2.513,0.0,0.0,0.0,0.0,4781.709,0.0,13278.356731,-5.803386,4977.2,-35.9,9114.170048,88.98088,0.0,0.0,1180.774269,1593.903,3187.806,0.002105,30687.608,0.0,30687.608,1,1,35071.552,65759.16,2010288.918247,0,0,9,0,6,0,6,16.667,10.29,0.000,11.65,6.00,4.00,0
609,2104.36,49772.0,19240.84,0.0,30687.608,0.0,0.0,0.0,0.0,0.0,4781.709,0.0,13278.356731,0.0,4977.2,0.0,9103.422656,-10.747392,0.0,0.0,1180.774269,1593.903,3187.806,0.002105,30687.608,0.0,30687.608,0,0,35071.552,65759.16,2010288.918247,0,0,9,0,6,0,6,0.000,10.29,0.000,2.12,1.00,0.00,0
610,2102.44,49772.0,19240.84,0.0,30687.608,0.0,0.0,0.0,0.0,0.0,4781.709,0.0,13278.356731,0.0,4977.2,0.0,9057.258652,-46.164004,0.0,0.0,1180.774269,1593.903,3187.806,0.002105,30687.608,0.0,30687.608,0,0,35071.552,65759.16,2010288.918247,0,0,9,0,6,0,6,0.000,10.29,0.000,9.13,5.00,3.00,0
611,2103.81,49772.0,19240.84,0.0,30687.608,0.0,0.0,0.0,0.0,0.0,4781.709,0.0,13278.356731,0.0,4977.2,0.0,9090.089706,32.831054,0.0,0.0,1180.774269,1593.903,3187.806,0.002155,30687.608,0.0,30687.608,0,0,35071.552,65759.16,2010288.918247,0,0,9,0,6,0,6,0.000,10.29,0.000,6.50,3.00,2.00,0
612,2101.35,46425.0,19190.635,-50.205,30711.037,23.429,0.0,0.0,0.0,0.0,4781.709,0.0,13226.89558,-51.461151,4642.5,-334.7,9315.443013,225.353307,0.0,0.0,1182.03042,1593.903,3187.806,0.002155,30711.037,0.0,30711.037,1,1,35098.328,65809.365,2011871.211724,0,0,8,0,6,0,6,16.667,10.29,0.000,11.70,7.00,4.00,0
613,2104.17,46425.0,19190.635,0.0,30711.037,0.0,0.0,0.0,0.0,0.0,4781.709,0.0,13226.89558,0.0,4642.5,0.0,9378.710639,63.267626,0.0,0.0,1182.03042,1593.903,3187.806,0.002155,30711.037,0.0,30711.037,0,0,35098.328,65809.365,2011871.211724,0,0,8,0,6,0,6,0.000,10.29,0.000,13.42,8.00,5.00,0
614,2100.30,46425.0,19190.635,0.0,30711.037,0.0,0.0,0.0,0.0,0.0,4782.2295,0.5205,13235.556773,8.661193,4642.5,0.0,9291.360599,-87.35004,0.0,0.0,1172.848727,1594.0765,3188.153,0.002155,30711.037,0.0,30711.037,0,0,35098.328,65809.365,2011871.211724,0,1,8,0,6,2,4,0.000,10.30,0.000,18.39,11.00,7.00,0
615,2103.76,46425.0,19190.635,0.0,30711.037,0.0,0.0,0.0,0.0,0.0,4782.2295,0.0,13235.556773,0.0,4642.5,0.0,9369.000776,77.640177,0.0,0.0,1172.848727,1594.0765,3188.153,0.002155,30711.037,0.0,30711.037,0,0,35098.328,65809.365,2011871.211724,0,0,8,0,6,0,6,0.000,10.30,0.000,16.48,9.00,6.00,0
616,2105.95,46425.0,19190.635,0.0,30711.037,0.0,0.0,0.0,0.0,0.0,4782.2295,0.0,13235.556773,0.0,4642.5,0.0,9418.066394,49.065618,0.0,0.0,1172.848727,1594.0765,3188.153,0.002155,30711.037,0.0,30711.037,0,0,35098.328,65809.365,2011871.211724,0,0,8,0,6,0,6,0.000,10.30,0.000,10.40,6.00,4.00,0
617,2106.29,46425.0,19190.635,0.0,30711.037,0.0,0.0,0.0,0.0,0.0,4782.2295,0.0,13235.556773,0.0,4642.5,0.0,9425.847012,7.780618,0.0,0.0,1172.848727,1594.0765,3188.153,0.002155,30711.037,0.0,30711.037,0,0,35098.328,65809.365,2011871.211724,0,0,8,0,6,0,6,0.000,10.30,0.000,1.65,0.00,0.00,0
618,2104.46,46425.0,19190.635,0.0,30711.037,0.0,0.0,0.0,0.0,0.0,4783.3755,1.146,13236.769444,1.212671,4642.5,0.0,9383.65589,-42.191122,0.0,0.0,1170.490056,1594.4585,3188.917,0.002155,30711.037,0.0,30711.037,0,0,35098.328,65809.365,2011871.211724,0,1,9,0,6,2,4,0.000,10.30,0.000,8.69,5.00,3.00,0
619,2100.66,45661.0,19179.175,-11.46,30716.385,5.348,0.0,0.0,0.0,0.0,4783.3755,0.0,13223.927174,-12.84227,4566.1,-76.4,9363.173023,-20.482867,0.0,0.0,1171.872326,1594.4585,3188.917,0.002155,30716.385,0.0,30716.385,1,1,35104.44,65820.825,2012870.463799,0,0,8,0,6,0,6,16.667,10.30,0.000,18.09,10.00,7.00,0
620,2096.55,39265.0,19083.235,-95.94,30761.157,44.772,0.0,0.0,0.0,0.0,4783.3755,0.0,13123.618029,-100.309145,3926.5,-639.6,9816.277382,453.104359,0.0,0.0,1176.241471,1594.4585,3188.917,0.002155,30761.157,0.0,30761.157,1,1,35155.608,65916.765,2014218.074818,0,0,7,0,6,0,6,16.667,10.30,0.000,19.53,11.00,7.00,0
621,2097.89,39265.0,19083.235,0.0,30761.157,0.0,0.0,0.0,0.0,0.0,4783.3755,0.0,13123.618029,0.0,3926.5,0.0,9841.653692,25.37631,0.0,0.0,1176.241471,1594.4585,3188.917,0.002155,30761.157,0.0,30761.157,0,0,35155.608,65916.765,2014218.074818,0,0,7,0,6,0,6,0.000,10.30,0.000,6.36,3.00,2.00,0
622,2096.02,39265.0,19083.235,0.0,30761.157,0.0,0.0,0.0,0.0,0.0,4783.3755,0.0,13123.618029,0.0,3926.5,0.0,9806.141321,-35.512371,0.0,0.0,1176.241471,1594.4585,3188.917,0.002155,30761.157,0.0,30761.157,0,0,35155.608,65916.765,2014218.074818,0,0,7,0,6,0,6,0.000,10.30,0.000,8.90,5.00,3.00,0
623,2095.49,39265.0,19083.235,0.0,30761.157,0.0,0.0,0.0,0.0,0.0,4783.3755,0.0,13123.618029,0.0,3926.5,0.0,9796.016366,-10.124955,0.0,0.0,1176.241471,1594.4585,3188.917,0.002205,30761.157,0.0,30761.157,0,0,35155.608,65916.765,2014218.074818,0,0,7,0,6,0,6,0.000,10.30,0.000,2.54,1.00,1.00,0
624,2097.06,44083.0,19083.235,0.0,30761.157,0.0,0.0,0.0,0.0,0.0,4786.989,3.6135,13120.004529,-3.6135,4408.3,481.8,9340.528871,-455.487495,0.0,0.0,1176.241471,1595.663,3191.326,0.002205,30761.157,0.0,30761.157,0,0,35155.608,65916.765,2014218.074818,0,1,9,0,6,2,4,0.000,10.30,17.299,7.51,4.00,3.00,0
625,2095.90,40428.0,19047.1,-36.135,30778.02,16.863,0.0,0.0,0.0,0.0,4787.9235,0.9345,13082.958972,-37.045557,4042.8,-365.5,9646.797321,306.26845,0.0,0.0,1176.217528,1595.9745,3191.949,0.002205,30778.02,0.0,30778.02,1,1,35174.88,65952.9,2014653.58547,0,1,8,0,6,2,4,16.667,10.30,21.636,5.56,3.00,2.00,0
626,2096.69,40428.0,19047.1,0.0,30778.02,0.0,0.0,0.0,0.0,0.0,4787.9235,0.0,13082.958972,0.0,4042.8,0.0,9661.007555,14.210234,0.0,0.0,1176.217528,1595.9745,3191.949,0.002205,30778.02,0.0,30778.02,0,0,35174.88,65952.9,2014653.58547,0,0,8,0,6,0,6,0.000,10.30,21.636,3.79,2.00,1.00,0
627,2100.17,45584.0,19020.31,-26.79,30790.522,12.502,0.0,0.0,0.0,0.0,4793.13,5.2065,13048.312015,-34.646957,4558.4,515.6,9175.573651,-485.433904,0.0,0.0,1178.867985,1597.71,3195.42,0.002205,30790.522,0.0,30790.522,1,1,35189.168,65979.69,2015621.91568,0,2,9,0,6,4,2,16.667,10.30,12.133,16.61,9.00,6.00,0
