step,liquidatorOrders,liquidations,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,insuranceFundOutflow
41,10,5,1510.767986,2832.689991,184502.542722,41488.349062
42,10,6,1560.757375,2926.420095,190607.496866,41703.241507
43,10,6,1614.163766,3026.557078,197129.752367,44725.41374
44,10,6,1652.14553,3097.772887,201768.275395,46216.242742
45,11,6,1693.2126,3174.773643,206783.591359,46216.242742
46,11,6,1740.213649,3262.90061,212523.594486,49488.738617
47,11,6,1773.12142,3324.602681,216542.456091,49522.751084
48,8,4,1797.690894,3370.670445,219543.003174,51329.978476
49,10,6,1834.332596,3439.373636,224017.871065,52849.348411
50,9,5,1860.834439,3489.064593,227254.408731,54680.148886
51,10,6,1892.648769,3548.716463,231139.733875,54854.572231
52,11,6,1921.990319,3603.73187,234723.070745,54854.572231
53,11,6,1953.194796,3662.240265,238533.917553,54854.572231
54,9,5,1991.33255,3733.748554,243191.490825,56250.763788
55,9,5,2032.210829,3810.395328,248183.750747,57343.030674
56,10,6,2081.151362,3902.158828,254160.613405,61131.743116
57,9,5,2118.035207,3971.316038,258665.053073,63863.043138
58,11,6,2151.354966,4033.790587,262734.228707,65524.772282
59,11,6,2193.478301,4112.771841,267878.541102,66697.143599
60,10,6,2225.880123,4173.525258,271835.613693,66697.143599
61,9,5,2256.231103,4230.433346,275542.22716,67022.241699
62,8,4,2291.575806,4296.704665,279858.699128,67022.241699
63,10,6,2320.049334,4350.092531,283336.028847,69097.356174
64,9,5,2363.421587,4431.415506,288632.865292,69591.773797
65,8,4,2390.197562,4481.62046,291902.881357,71362.478271
66,11,6,2444.359313,4583.173744,298517.385319,71362.478271
67,10,5,2485.204664,4659.758778,303505.623883,73250.107581
68,10,6,2526.145232,4736.522344,308505.490868,75714.694645
69,8,4,2546.895403,4775.428916,311039.605611,75880.970564
70,10,6,2591.78453,4859.59603,316521.690354,77119.455394
71,12,7,2638.584936,4947.346791,322237.189982,79543.072301
72,10,6,2686.367476,5036.939053,328072.632698,79543.072301
73,9,5,2725.925797,5111.110906,332903.692732,79543.072301
74,10,5,2749.756945,5155.794309,335814.07172,79543.072301
75,9,5,2778.493268,5209.674914,339323.495188,81470.794391
76,8,4,2809.11567,5267.091918,343063.256111,81532.713111
77,9,5,2839.569893,5324.193587,346782.478198,81532.713111
78,10,5,2885.669008,5410.629429,352412.332724,81532.713111
79,12,7,2922.465807,5479.623428,356906.141922,84354.663637
80,9,5,2965.953545,5561.162937,362217.081952,86563.727034
81,9,5,3005.858793,5635.985277,367090.510407,86563.727034
82,11,6,3050.62406,5719.920154,372557.46874,86563.727034
83,9,5,3083.971755,5782.447083,376630.056052,88647.183059
84,9,5,3124.529279,5858.492442,381583.143789,89483.004235
85,11,6,3165.195408,5934.741435,386549.494914,89483.004235
86,8,4,3195.320681,5991.226323,390228.54399,91241.746051
87,9,5,3239.299991,6073.687529,395599.517256,94213.043614
88,9,5,3275.052546,6140.72357,399965.798103,95790.870248
89,10,5,3313.885012,6213.534443,404708.213016,98307.396242
90,8,4,3342.610949,6267.395575,408216.368141,98558.055463
91,10,5,3384.168489,6345.315963,413291.582767,98558.055463
92,10,5,3428.560673,6428.551308,418712.978259,98882.917354
93,9,5,3455.912436,6479.835864,422053.312396,100103.610253
94,10,6,3494.123224,6551.481092,426719.804976,101425.7576
95,10,6,3532.109285,6622.704957,431358.852757,103569.900945
96,11,6,3565.027934,6684.427425,435379.042841,104741.479668
97,10,6,3600.900475,6751.688439,439759.976944,105738.710969
98,11,6,3645.276043,6834.892629,445179.343219,107981.944724
99,9,4,3666.740091,6875.13772,447800.640177,108306.734702
100,11,6,3714.976613,6965.5812,453691.525531,108306.734702
101,10,6,3769.606884,7068.012959,460363.247467,108306.734702
102,11,6,3820.552677,7163.536322,466585.002539,108639.362316
103,10,6,3865.919226,7248.598603,472125.392454,108639.362316
104,10,6,3912.278023,7335.521347,477786.960562,108639.362316
105,8,4,3932.11124,7372.70863,480209.092306,108639.362316
106,9,5,3978.128007,7458.990068,485828.889998,108788.659986
107,10,6,4013.515672,7525.341941,490150.608669,111271.955028
108,9,5,4044.945204,7584.272315,493988.940376,111990.132846
109,9,4,4068.137417,7627.757716,496821.289505,113707.864488
110,10,6,4105.418661,7697.660049,501374.261474,113707.864488
111,9,5,4145.847147,7773.46346,506311.590352,113849.002756
112,11,6,4182.197841,7841.621011,510750.918903,113849.002756
113,9,5,4205.063494,7884.494111,513543.386828,115127.674158
114,10,5,4247.556776,7964.169015,518732.878931,115127.674158
115,12,7,4283.180157,8030.962854,523083.384347,115175.957386
116,11,6,4320.117001,8100.219437,527594.296471,117572.339034
117,10,6,4369.034163,8191.939115,533568.304894,120031.766577
118,10,5,4394.071333,8238.883809,536625.969302,121301.111291
119,11,6,4434.110505,8313.957257,541515.753232,121301.111291
120,11,6,4471.124981,8383.359399,546036.14614,124084.688965
121,11,6,4507.238336,8451.07194,550446.489683,126742.294208
122,10,5,4529.998882,8493.747964,553226.121417,128168.032
123,10,6,4566.494221,8562.176725,557683.114721,129875.490433
124,9,5,4605.52318,8635.356024,562449.526431,130014.033471
125,8,4,4631.125999,8683.361309,565576.270709,131169.22382
126,9,5,4655.559352,8729.173846,568560.193958,131991.632333
127,10,5,4684.400083,8783.250216,572082.368236,131991.632333
128,11,6,4723.904007,8857.320074,576906.785036,131991.632333
129,12,7,4774.028886,8951.304222,583028.285909,133306.853311
130,9,5,4815.268714,9028.628899,588064.699912,133306.853311
131,10,5,4854.08417,9101.407879,592805.037488,133306.853311
132,10,6,4896.294825,9180.552858,597960.013829,133956.610309
133,9,5,4930.390661,9244.482552,602123.967909,134573.723013
134,10,6,4961.060837,9301.989133,605869.563258,134573.723013
135,11,6,4995.814638,9367.152511,610113.871311,134573.723013
136,11,6,5042.797966,9455.246252,615851.710344,134573.723013
137,9,5,5086.292869,9536.799196,621163.52545,134573.723013
138,9,5,5111.623363,9584.293872,624257.012048,135069.027416
139,11,6,5162.143147,9679.018467,630426.740731,137505.786458
140,11,6,5195.913554,9742.337981,634550.951774,137505.786458
141,11,6,5242.581476,9829.840335,640250.271808,138728.692283
142,8,4,5276.237812,9892.945965,644360.551846,139239.397038
143,11,6,5309.107582,9954.576783,648374.772511,141139.093386
144,12,7,5348.702195,10028.816683,653210.264716,143324.651662
145,10,5,5390.436489,10107.068485,658307.065473,145082.770891
146,8,4,5425.991439,10173.734016,662649.213766,145082.770891
147,11,6,5477.598537,10270.497325,668951.730627,145082.770891
148,11,6,5518.477804,10347.145952,673944.111205,145082.770891
149,11,6,5555.034476,10415.689713,678408.594887,147318.736586
150,10,5,5598.564054,10497.307673,683724.644699,147318.736586
151,11,6,5639.46437,10573.995767,688719.595892,147586.37411
152,9,5,5679.017594,10648.158062,693550.033377,150146.084797
153,9,5,5706.98301,10700.593218,696965.309889,151939.126408
154,10,5,5745.023123,10771.91843,701610.958707,152230.071684
155,10,5,5780.489912,10838.41866,705942.340397,152230.071684
156,10,6,5835.260649,10941.113793,712631.216746,152230.071684
157,8,4,5865.171394,10997.196441,716284.066579,154495.936783
158,10,5,5890.541498,11044.765386,719382.390564,154588.026973
159,10,6,5927.708865,11114.4542,723921.455347,155744.680143
160,12,7,5981.180214,11214.71298,730451.643922,156320.70893
161,10,5,6023.866246,11294.74929,735664.675602,156320.70893
162,8,4,6052.770007,11348.943842,739194.547484,156320.70893
163,10,6,6095.506081,11429.073981,744413.690602,157304.001465
164,10,5,6140.59018,11513.606667,749919.586281,157304.001465
165,10,6,6169.09498,11567.053167,753400.734989,157304.001465
166,9,5,6195.83221,11617.185474,756666.019307,157829.182252
167,10,6,6225.523825,11672.857253,760292.107887,157829.182252
168,8,4,6250.241544,11719.202976,763310.759324,159356.449836
169,10,5,6286.957062,11788.044573,767794.642066,162018.125252
170,10,5,6317.787092,11845.850879,771559.759524,163020.102544
171,11,6,6370.539546,11944.761731,778002.153048,165464.664041
172,10,5,6401.968958,12003.691879,781840.470055,166573.421461
173,8,4,6424.022158,12045.04163,784533.717191,166573.421461
174,9,5,6468.550684,12128.532617,789971.763532,166573.421461
175,9,5,6508.238416,12202.947115,794818.627896,167891.838601
176,11,6,6545.488422,12272.790877,799367.784987,169418.954942
177,9,5,6582.565262,12342.309953,803895.794156,170204.292717
178,10,5,6627.71276,12426.961512,809409.43237,173195.011585
179,9,5,6657.045877,12481.961107,812991.73934,175382.910661
180,10,6,6709.379149,12580.085992,819382.940246,178842.718325
181,11,6,6757.823441,12670.919039,825299.199409,178842.718325
182,10,6,6788.662611,12728.742484,829065.43316,178842.718325
183,9,4,6817.013427,12781.900265,832527.776659,180327.623234
184,10,5,6849.859687,12843.487003,836539.126229,181622.305473
185,9,5,6884.07174,12907.634603,840717.273268,181622.305473
186,10,5,6928.955706,12991.79204,846198.727723,182363.624539
187,10,6,6957.988657,13046.228824,849744.376982,182900.921362
188,11,6,7012.101549,13147.690496,856352.91394,183518.079181
189,10,6,7048.469001,13215.879469,860794.289095,185040.454882
190,10,5,7075.47686,13266.519205,864092.623953,185672.48367
191,11,6,7117.629764,13345.555901,869240.547431,186378.235987
192,11,6,7166.908181,13437.952933,875258.674172,188511.102013
193,8,4,7201.314351,13502.464502,879460.527702,188743.491698
194,10,6,7238.714747,13572.590246,884028.05118,188804.522211
195,11,6,7284.331269,13658.121225,889598.968945,188804.522211
196,9,5,7313.148262,13712.153088,893118.244333,188804.522211
197,10,6,7347.600567,13776.751161,897325.732191,189726.356937
198,10,5,7379.553856,13836.663578,901228.027619,191619.946732
199,10,6,7413.483897,13900.282405,905371.733921,192966.846541
