step,liquidatorOrders,liquidations,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,insuranceFundOutflow
456,10,6,17240.663539,32326.244345,2105516.063301,495237.553533
457,10,6,17289.852751,32418.474118,2111523.295857,497677.62618
458,8,4,17321.945575,32478.648164,2115442.632065,499593.279787
459,10,6,17373.636321,32575.568313,2121755.364489,499593.279787
460,9,5,17408.548887,32641.029374,2126019.061618,499593.279787
461,12,7,17462.942605,32743.017595,2132661.894474,499593.279787
462,9,5,17503.324008,32818.732726,2137593.473386,501874.121843
463,10,5,17530.617756,32869.908504,2140926.72245,501874.121843
464,12,7,17564.7954,32933.991588,2145100.667338,503620.429445
465,11,6,17616.299199,33030.561212,2151390.568877,503620.429445
466,10,5,17642.545773,33079.773539,2154595.931822,504561.400075
467,10,5,17676.448604,33143.341347,2158736.315066,504561.400075
468,10,5,17713.836852,33213.444312,2163302.354894,504561.400075
469,12,7,17752.477322,33285.895194,2168021.322396,504918.812654
470,10,5,17783.963412,33344.931613,2171866.561186,504918.812654
471,11,6,17823.696028,33419.430268,2176718.906956,507360.364912
472,11,6,17871.596604,33509.243848,2182568.764857,507733.402989
473,12,7,17929.721473,33618.227978,2189667.26455,507733.402989
474,10,5,17961.900473,33678.563604,2193597.124995,507733.402989
475,9,5,17996.373084,33743.199749,2197807.092633,509213.086659
476,10,5,18041.010622,33826.895134,2203258.452051,511471.095953
477,10,5,18081.564571,33902.933788,2208211.103077,513680.055135
478,9,5,18114.823386,33965.294067,2212272.83595,513680.055135
479,9,5,18154.823719,34040.294692,2217157.876668,514770.816118
480,10,6,18189.6318,34105.559845,2221408.813641,514770.816118
481,10,5,18222.563726,34167.307207,2225430.625153,515589.119305
482,11,6,18275.381245,34266.340055,2231880.964666,515589.119305
483,8,4,18310.949484,34333.030503,2236224.7359,517348.064314
484,9,5,18340.441253,34388.327571,2239826.418294,518849.385205
485,10,6,18391.14213,34483.391716,2246018.262974,518849.385205
486,9,5,18421.374198,34540.076845,2249710.354387,520112.770797
487,12,7,18455.067107,34603.251051,2253825.101005,522538.133274
488,9,5,18481.465168,34652.747415,2257048.964223,523041.139331
489,10,6,18523.549934,34731.656352,2262188.566335,524728.289789
490,10,5,18554.840484,34790.326133,2266009.92477,525938.654169
491,9,5,18583.713986,34844.46395,2269536.10131,525938.654169
492,9,5,18630.614232,34932.401912,2275263.793903,525938.654169
493,11,6,18683.10617,35030.824297,2281674.371917,525938.654169
494,10,5,18709.594244,35080.489436,2284909.228026,527671.702652
495,10,5,18740.036481,35137.56863,2288626.986237,528530.384155
496,11,6,18769.737678,35193.258375,2292254.245003,529174.701526
497,9,5,18804.92648,35259.23738,2296551.677541,529174.701526
498,12,7,18854.480072,35352.150366,2302603.410059,529174.701526
499,8,4,18882.810713,35405.270317,2306063.289595,531197.684093
500,8,4,18907.687281,35451.913883,2309101.34056,532508.962202
501,9,5,18953.052939,35536.974492,2314641.621615,535033.994394
502,10,5,18986.717166,35600.094919,2318752.865438,535033.994394
503,9,5,19023.209092,35668.517281,2323209.441957,536909.094567
504,10,5,19067.678843,35751.898064,2328640.310333,539864.861301
505,11,6,19118.732472,35847.62362,2334875.23488,542542.336394
506,12,7,19154.82917,35915.304929,2339283.544172,543514.747925
507,8,4,19181.343781,35965.019826,2342521.641154,543514.747925
508,10,6,19232.572073,36061.072874,2348777.896388,547212.496473
509,10,6,19261.105782,36114.573579,2352262.575657,547212.496473
510,8,4,19292.382996,36173.218357,2356082.305535,547648.090214
511,11,6,19334.486971,36252.16331,2361224.253512,547648.090214
512,8,4,19367.042906,36313.205688,2365200.147128,547648.090214
513,10,5,19396.02984,36367.55619,2368740.176553,549152.274786
514,10,5,19431.628333,36434.303365,2373087.642581,550315.799428
515,9,5,19473.397441,36512.620443,2378188.694992,550315.799428
516,11,6,19502.835195,36567.816232,2381783.780756,551910.286706
517,9,5,19535.135681,36628.379644,2385728.477668,551910.286706
518,9,5,19563.347852,36681.277465,2389173.889124,551910.286706
519,11,6,19611.864611,36772.246388,2395098.998326,552822.155535
520,9,5,19646.400579,36837.001328,2399316.703462,553855.620593
521,10,6,19685.531051,36910.370963,2404095.512391,554095.988379
522,10,6,19722.12369,36978.982162,2408564.388543,555448.60467
523,10,5,19746.831387,37025.309095,2411581.81616,556045.036555
524,10,6,19792.664081,37111.245396,2417179.13396,558857.40342
525,9,5,19826.884238,37175.408191,2421358.270697,558857.40342
526,10,5,19855.923942,37229.857637,2424904.744631,560501.81175
527,8,4,19887.477149,37289.0199,2428758.180047,561431.940235
528,11,6,19932.713662,37373.838363,2434282.689297,562324.754179
529,10,5,19978.164887,37459.05941,2439833.420178,565205.060501
530,10,6,20011.614813,37521.778022,2443918.492503,565488.870343
531,9,5,20035.83641,37567.193517,2446876.555095,566719.107017
532,10,5,20068.807097,37629.013556,2450903.100366,566719.107017
533,10,5,20104.003694,37695.007177,2455201.484881,567468.598531
534,9,5,20130.346945,37744.400774,2458418.654517,568982.526624
535,10,6,20164.87093,37809.133247,2462634.896297,569039.753209
536,8,4,20186.535499,37849.754314,2465280.681826,569039.753209
537,11,6,20227.715965,37926.967688,2470309.846267,569945.402596
538,11,6,20261.042673,37989.455266,2474379.870519,571307.488852
539,9,5,20288.238901,38040.448194,2477701.209904,573109.946785
540,9,5,20314.844638,38090.333951,2480950.435597,574773.256796
541,10,6,20363.192838,38180.986827,2486854.959641,578015.227676
542,10,5,20396.907157,38244.201176,2490972.320938,580453.15139
543,11,6,20451.053576,38345.725713,2497584.952478,580453.15139
544,9,5,20490.174219,38419.076918,2502362.561015,580781.69136
545,11,6,20520.389871,38475.731266,2506052.647582,582566.429786
546,8,4,20552.402446,38535.754845,2509962.183413,582948.568558
547,10,5,20597.046599,38619.462632,2515414.350667,582948.568558
548,10,5,20624.551488,38671.0343,2518773.385328,582948.568558
549,10,6,20660.781165,38738.964945,2523197.9347,585081.309117
550,11,6,20707.536843,38826.631842,2528907.97195,585172.90512
551,11,6,20759.536597,38924.131382,2535258.441995,585172.90512
552,10,5,20784.472158,38970.88556,2538303.697464,585172.90512
553,10,6,20819.334973,39036.253339,2542561.318805,585593.308731
554,9,5,20851.075208,39095.766281,2546437.595099,585593.308731
555,8,4,20873.073215,39137.012544,2549124.101721,586925.623179
556,10,6,20928.289832,39240.543702,2555867.431167,586925.623179
557,9,5,20974.803339,39327.756529,2561547.89333,590456.56508
558,10,6,21012.821911,39399.041351,2566190.911465,591266.365981
559,10,6,21064.219497,39495.411826,2572467.841746,594878.431797
560,9,5,21100.21849,39562.909938,2576864.21881,596845.493619
561,10,5,21142.703082,39642.568549,2582052.649684,596845.493619
562,10,5,21170.534562,39694.752575,2585451.569295,597078.114074
563,10,6,21225.377915,39797.583861,2592149.313782,599000.227244
564,11,6,21261.233909,39864.81385,2596528.227102,600169.541902
565,9,5,21298.88451,39935.408726,2601126.306754,600169.541902
566,9,5,21331.692423,39996.923563,2605132.973195,600938.102528
567,10,5,21361.786976,40053.350851,2608808.270597,602364.074843
568,11,6,21390.692744,40107.549167,2612338.387597,602364.074843
569,10,6,21419.881766,40162.278583,2615903.096935,603627.97687
570,11,6,21474.150241,40264.031973,2622530.63446,604303.189001
571,11,6,21513.69903,40338.185952,2627360.530337,606879.087193
572,9,5,21543.136091,40393.380442,2630955.531498,606879.087193
573,11,6,21573.373497,40450.075579,2634648.274765,606879.087193
574,11,6,21629.06237,40554.492217,2641449.278488,609942.448245
575,9,5,21663.95007,40619.906655,2645709.938947,611558.553902
576,10,5,21703.271451,40693.634245,2650512.06266,611558.553902
577,11,6,21744.248615,40770.466429,2655516.398917,611645.936754
578,10,6,21782.747948,40842.652679,2660218.130015,613909.270416
579,10,5,21806.409901,40887.01884,2663107.846029,615204.081663
580,9,5,21829.912518,40931.086247,2665978.103159,615579.889109
581,11,6,21874.875995,41015.392767,2671469.267859,615579.889109
582,9,5,21920.568253,41101.065751,2677049.434906,619108.376409
583,12,7,21983.92198,41219.85399,2684786.508886,622156.900814
584,12,7,22018.845144,41285.334923,2689051.500334,622156.900814
585,9,5,22044.781468,41333.965532,2692218.974022,622156.900814
586,9,5,22080.487746,41400.914804,2696579.603281,624635.760534
587,10,5,22105.459032,41447.735966,2699629.221684,624635.760534
588,11,6,22148.642437,41528.704851,2704902.99511,624789.739857
589,9,5,22189.918821,41606.098071,2709943.873534,626121.994156
590,10,5,22216.930975,41656.74586,2713242.732857,626883.166788
591,10,6,22267.751224,41752.033827,2719449.155792,627760.194977
592,9,5,22301.680344,41815.650927,2723592.74961,629824.302666
593,10,6,22339.435354,41886.441571,2728203.580242,629824.302666
594,10,5,22378.943147,41960.518683,2733028.469509,631566.03989
595,10,5,22405.120977,42009.602114,2736225.437019,631566.03989
596,10,5,22447.682074,42089.404171,2741423.211024,631566.03989
597,10,6,22488.533497,42166.000589,2746412.191071,634374.799197
598,11,6,22534.220411,42251.663554,2751991.705532,634374.799197
599,8,4,22557.821124,42295.914891,2754873.942624,634662.99123
600,9,5,22587.953114,42352.412372,2758553.811923,634662.99123
601,12,7,22619.745893,42412.023833,2762436.50511,634662.99123
602,10,6,22661.147919,42489.652633,2767492.72765,634891.443396
603,11,6,22701.270798,42564.883031,2772392.73428,637658.739941
604,12,7,22742.971579,42643.071995,2777485.442169,637658.739941
605,11,6,22772.129307,42697.742736,2781046.329794,637658.739941
606,10,6,22802.904691,42755.446582,2784804.773683,638355.728583
607,11,6,22848.385085,42840.72232,2790359.06681,639437.259939
608,9,5,22891.190327,42920.982149,2795586.657024,642008.964945
609,10,6,22933.928416,43001.116065,2800806.046146,642008.964945
610,10,5,22976.158782,43080.298003,2805963.429708,644514.561822
611,9,5,23012.316502,43148.093729,2810379.191344,645010.257195
612,10,6,23056.618836,43231.160606,2815789.61398,645010.257195
613,10,6,23090.249478,43294.21806,2819896.756153,645010.257195
614,11,6,23138.152914,43384.037003,2825746.963351,645010.257195
615,9,5,23174.484738,43452.159174,2830183.98744,647440.93898
616,11,6,23230.206045,43556.636625,2836988.952116,647440.93898
617,9,5,23262.143102,43616.518608,2840889.265282,647440.93898
618,10,5,23288.424229,43665.795722,2844098.847999,647440.93898
619,11,6,23326.245593,43736.710779,2848717.782105,648580.241003
620,9,5,23359.056978,43798.232126,2852724.872564,648580.241003
621,8,4,23391.691,43859.420918,2856710.302578,648580.241003
622,10,6,23430.246763,43931.712974,2861418.92518,651108.416156
623,10,6,23477.725021,44020.734707,2867217.207442,651602.070647
624,10,6,23525.367283,44110.063948,2873035.518689,653882.310875
625,11,6,23574.339866,44201.887541,2879016.295411,653882.310875
626,9,5,23609.907179,44268.576253,2883359.953526,655161.229449
627,10,5,23644.834167,44334.064356,2887625.411984,655161.229449
628,11,6,23677.921135,44396.102421,2891666.157994,655161.229449
629,10,5,23724.282097,44483.029224,2897327.990489,655161.229449
630,11,6,23769.758908,44568.298244,2902881.846038,656692.816743
631,12,7,23816.247192,44655.463776,2908559.227746,658069.2888
632,9,5,23843.84883,44707.216847,2911930.077789,659990.36907
633,10,5,23887.410358,44788.894712,2917250.029452,659990.36907
634,9,5,23913.129959,44837.118965,2920391.035822,660814.523047
635,10,5,23943.271356,44893.634084,2924072.053932,661465.185064
636,11,6,23972.712673,44948.836553,2927667.574797,662570.895477
637,9,5,24018.700652,45035.064013,2933283.856745,662570.895477
638,8,4,24055.977961,45104.958967,2937836.348135,665056.857676
639,9,5,24088.787708,45166.477244,2941843.238579,665066.166174
640,11,6,24143.290738,45268.670426,2948499.421229,668014.329312
641,10,6,24195.846505,45367.212489,2954917.794298,670702.354837
642,11,6,24243.393534,45456.363169,2960724.475276,673823.399563
643,9,5,24267.577047,45501.707257,2963677.886874,675144.227873
644,8,4,24288.858176,45541.609375,2966276.844854,675422.594425
645,10,6,24328.303873,45615.570058,2971094.150682,675422.594425
646,10,5,24356.948942,45669.279562,2974592.429743,675422.594425
647,10,6,24408.149213,45765.280071,2980845.262906,676708.640888
648,11,6,24443.518785,45831.598019,2985164.771974,676734.62746
649,11,6,24487.881296,45914.777728,2990582.543697,678561.140109
650,9,5,24519.076445,45973.268634,2994392.251376,678561.140109
651,9,4,24538.509618,46009.705834,2996765.527687,678662.107607
652,11,6,24578.754073,46085.164187,3001680.381788,680367.188761
653,11,6,24622.267369,46166.751617,3006994.443084,681222.269275
654,8,4,24653.574363,46225.452232,3010817.809812,681222.269275
655,10,6,24702.980836,46318.08937,3016851.575444,681814.448421
656,10,5,24737.335071,46382.503561,3021047.086448,683679.45521
657,11,6,24775.169666,46453.443426,3025667.636365,683679.45521
658,10,5,24804.767909,46508.940133,3029282.321902,683679.45521
659,11,6,24842.474779,46579.640514,3033887.273414,683679.45521
660,8,4,24872.551054,46636.03353,3037560.338526,685885.494281
661,8,4,24892.951132,46674.283677,3040051.698119,685885.494281
662,9,5,24918.302836,46721.818122,3043147.774977,685885.494281
663,9,5,24952.627883,46786.177586,3047339.72142,685885.494281
664,12,7,24998.188899,46871.604492,3052903.860579,687372.938069
665,9,5,25028.157492,46927.795605,3056563.775096,689529.815256
666,9,5,25074.022199,47013.791931,3062165.002462,690599.441895
667,8,4,25095.25683,47053.606865,3064758.281844,691176.341133
668,9,4,25120.687826,47101.289982,3067864.042239,693135.194182
669,8,4,25155.804396,47167.133551,3072152.653422,694480.578469
670,10,5,25190.613449,47232.400526,3076403.709089,696200.42078
671,10,5,25222.234943,47291.690828,3080265.484143,697187.946196
672,10,6,25271.048183,47383.215653,3086226.801105,697247.772746
673,8,4,25299.643834,47436.832498,3089719.045003,698514.630445
674,10,5,25336.224923,47505.42204,3094186.510541,699938.927548
675,8,4,25360.596727,47551.119172,3097162.917114,700490.367595
676,10,5,25389.826758,47605.925481,3100732.634755,701367.169951
677,11,6,25434.407538,47689.514445,3106177.062621,701367.169951
678,11,6,25476.535396,47768.504178,3111321.927289,703864.75711
679,10,5,25511.974114,47834.951774,3115649.880738,703864.75711
680,10,5,25538.098789,47883.93554,3118840.356757,704748.667813
681,10,5,25574.974429,47953.077365,3123343.794308,705070.996086
682,9,5,25613.400855,48025.126914,3128036.621628,706934.180519
683,8,4,25644.838728,48084.072926,3131875.971915,706934.180519
684,9,5,25690.12173,48168.978555,3137406.158595,709003.550862
685,10,6,25739.638514,48261.822525,3143453.395845,712217.942372
686,10,5,25766.7701,48312.69425,3146766.840901,713988.36062
687,11,6,25817.840381,48408.451027,3153003.798991,716560.807291
688,9,5,25847.413723,48463.901043,3156615.443425,716560.807291
689,8,4,25885.031376,48534.434143,3161209.499402,717197.909261
690,8,4,25906.237433,48574.1955,3163799.289149,718679.591208
691,9,5,25943.768779,48644.566775,3168382.804882,720305.053986
692,9,5,25969.20675,48692.262972,3171489.417197,721141.785797
693,8,4,25995.643766,48741.832377,3174718.037819,721483.7213
694,11,6,26051.136356,48845.880983,3181495.070418,721483.7213
695,8,4,26082.270816,48904.258095,3185297.366361,721483.7213
696,9,4,26111.831982,48959.685282,3188907.523822,721483.7213
697,8,4,26135.649938,49004.34395,3191816.291739,721483.7213
698,10,5,26170.752921,49070.162043,3196103.243586,723116.698977
699,10,5,26203.085908,49130.786394,3200051.909647,725398.478545
700,10,5,26237.591806,49195.484953,3204265.94246,726838.201547
701,11,6,26291.683205,49296.906326,3210871.854582,726838.201547
702,8,4,26323.494483,49356.552473,3214756.806961,726871.723227
703,9,5,26349.857359,49405.982867,3217976.373292,727171.400113
704,10,5,26374.866659,49452.875305,3221030.634114,728082.103564
705,10,5,26405.072756,49509.511737,3224719.553761,729062.629897
706,9,5,26448.775438,49591.454267,3230056.743907,729062.629897
707,9,5,26490.151578,49669.034529,3235109.805022,730831.475507
708,9,5,26519.952204,49724.910703,3238749.206539,730831.475507
709,8,4,26553.268074,49787.377959,3242817.907163,731066.572425
710,10,5,26593.808671,49863.391579,3247768.927657,734026.907835
711,10,5,26621.108131,49914.578068,3251102.874326,734026.907835
712,8,4,26655.240239,49978.575771,3255271.258061,735219.049509
713,12,7,26710.947855,50083.027552,3262074.550784,735219.049509
714,8,4,26745.568143,50147.940592,3266302.553476,735649.080536
715,9,5,26777.395247,50207.616413,3270189.438623,735649.080536
716,9,5,26813.007308,50274.389027,3274538.561589,735734.980744
717,9,5,26858.250471,50359.219958,3280063.882933,737808.102911
718,10,5,26885.787657,50410.852181,3283426.861776,738596.349525
719,9,5,26920.507739,50475.952335,3287667.05187,741210.47188
720,10,5,26962.258046,50554.23416,3292765.808125,741259.08262
721,10,6,26996.974217,50619.326981,3297005.520561,742312.461834
722,9,5,27038.652686,50697.474111,3302095.503681,742312.461834
723,10,6,27071.71399,50759.464057,3306133.115532,744081.150329
724,9,5,27103.925275,50819.860216,3310066.918735,745929.830793
725,10,6,27139.802036,50887.129142,3314448.368176,747417.36825
726,10,6,27182.699613,50967.562099,3319687.234838,748734.256017
727,10,5,27215.226622,51028.550241,3323659.595828,748734.256017
728,8,4,27248.972547,51091.82385,3327780.816948,751217.4405
729,8,4,27284.863384,51159.11917,3332163.985511,752373.488272
730,9,5,27322.349862,51229.406317,3336742.021708,752373.488272
731,12,7,27379.891832,51337.29751,3343769.334802,755169.721613
732,11,6,27408.798456,51391.497431,3347299.556342,756882.92654
733,11,6,27448.473757,51465.88862,3352144.902503,758039.389775
734,10,5,27494.811023,51552.770994,3357803.841159,761053.066183
735,8,4,27525.497267,51610.307703,3361551.398827,761053.066183
736,10,6,27580.513083,51713.462359,3368270.205446,763409.71901
737,10,6,27625.475759,51797.767377,3373761.272296,763702.37772
738,10,5,27662.709657,51867.580937,3378308.462183,763702.37772
739,11,6,27702.462032,51942.116641,3383163.2211,763702.37772
740,8,4,27721.466337,51977.749713,3385484.121882,764628.04744
741,8,4,27745.503914,52022.82017,3388419.710998,765122.157913
742,10,5,27777.058473,52081.984969,3392273.311607,767016.575323
743,11,6,27830.085638,52181.410903,3398749.254147,767645.574786
744,11,6,27868.77054,52253.945095,3403473.647879,768441.436677
745,9,5,27900.694239,52313.802032,3407372.329726,770727.646425
746,10,5,27926.88596,52362.911509,3410570.993677,772648.449398
747,11,6,27979.66669,52461.875378,3417016.840403,772648.449398
748,8,4,28000.969596,52501.818326,3419618.457798,773081.72591
749,11,6,28042.829799,52580.306207,3424730.63512,775270.92405
750,10,5,28068.115699,52627.71727,3427818.675738,776253.807443
751,8,4,28096.65191,52681.222666,3431303.660563,776497.013232
752,9,4,28134.172341,52751.573474,3435885.84323,777333.315345
753,8,4,28157.350866,52795.03321,3438716.520715,778198.662451
754,9,5,28199.716149,52874.468116,3443890.380951,779618.945458
755,9,5,28232.628109,52936.178042,3447909.754186,779895.605671
756,11,6,28273.827339,53013.426599,3452941.210254,779959.087755
757,11,6,28313.661893,53088.116388,3457806.005239,782398.467118
758,10,5,28345.168083,53147.190494,3461653.698706,784117.559546
759,9,5,28373.001574,53199.378291,3465052.86389,784117.559546
760,8,4,28399.683427,53249.406766,3468311.38523,784234.154795
761,10,5,28423.798274,53294.622104,3471256.410947,784803.636109
762,11,6,28464.768151,53371.440624,3476259.857244,786457.330646
763,10,6,28517.898253,53471.059566,3482748.371046,789300.821913
764,10,5,28551.88347,53534.781849,3486898.815751,789690.733125
765,9,5,28596.985428,53619.348021,3492406.892424,790583.784972
766,9,5,28635.69704,53691.932294,3497134.548124,792441.472906
767,11,6,28679.039865,53773.200091,3502427.79064,792441.472906
768,9,5,28713.650298,53838.094653,3506654.589809,793839.774461
769,9,5,28759.634359,53924.314769,3512270.39337,793839.774461
770,10,6,28806.856369,54012.856039,3518037.381437,795071.928031
771,12,7,28852.636987,54098.694698,3523628.339462,795071.928031
772,11,6,28896.756854,54181.419449,3529016.478302,796213.841423
773,12,7,28951.991077,54284.983617,3535761.957828,796213.841423
774,9,5,28982.049656,54341.343454,3539432.861896,797878.842236
775,8,4,29012.259405,54397.986733,3543122.227524,799752.022094
776,11,6,29067.430727,54501.432961,3549860.025227,802368.871597
777,9,5,29098.866084,54560.374255,3553699.068226,802368.871597
778,8,4,29124.091859,54607.672584,3556779.766096,802368.871597
779,10,6,29160.274752,54675.515509,3561198.601957,802632.271509
780,10,5,29198.885609,54747.910867,3565913.952957,804267.727615
781,9,5,29244.719246,54833.848938,3571511.385996,805554.680369
782,9,5,29287.109286,54913.330264,3576688.269702,805554.680369
783,10,5,29331.736938,54997.007112,3582138.421786,805883.776228
784,11,6,29369.154265,55067.1646,3586708.012899,807061.094401
785,11,6,29410.589387,55144.855455,3591768.277278,807103.613313
786,9,4,29434.291896,55189.297659,3594662.946211,807103.613313
787,8,4,29466.153635,55249.038419,3598554.061101,809295.277639
788,9,5,29501.175194,55314.703843,3602831.069077,811387.777297
789,10,5,29540.559813,55388.550003,3607640.915677,814284.493645
790,9,5,29579.862066,55462.241728,3612440.703403,814284.493645
791,10,5,29610.217992,55519.15909,3616147.920967,815461.807946
792,10,6,29649.538418,55592.88489,3620949.928102,815461.807946
793,8,4,29682.514805,55654.715616,3624977.169425,817020.731976
794,8,4,29705.200737,55697.251739,3627747.68892,818164.679623
795,10,6,29759.560233,55799.175794,3634386.342374,821027.656992
796,10,5,29789.244397,55854.833601,3638011.520921,821027.656992
797,10,6,29826.912582,55925.461449,3642611.74811,821027.656992
798,9,5,29857.307017,55982.451014,3646323.668488,821027.656992
799,10,5,29890.248793,56044.216845,3650346.682974,821235.657738
800,9,5,29917.470173,56095.256932,3653671.094017,821235.657738
801,10,6,29957.137774,56169.633685,3658515.499874,824190.165716
802,8,4,29989.724789,56230.734338,3662495.189119,824320.355959
803,10,5,30025.872627,56298.511535,3666909.743915,825992.280566
804,9,5,30049.288817,56342.416892,3669769.446228,826842.65705
805,12,7,30114.167268,56464.063988,3677692.727117,827075.634872
806,10,5,30146.597968,56524.87155,3681653.326377,827338.475753
807,9,5,30179.034878,56585.690757,3685614.684102,827338.475753
808,10,5,30205.626514,56635.550075,3688862.187695,828423.573735
809,11,6,30240.27898,56700.523449,3693094.120151,829169.348887
810,10,6,30270.457879,56757.108885,3696779.718247,831224.992774
811,11,6,30325.170365,56859.694796,3703461.480625,835267.723373
812,10,5,30357.159835,56919.675053,3707368.194706,837540.768315
813,12,7,30405.432513,57010.186324,3713263.495543,837540.768315
814,11,6,30446.748637,57087.654058,3718309.227288,837540.768315
815,9,5,30492.073621,57172.638403,3723844.540975,839418.056632
816,12,7,30539.978698,57262.460423,3729694.948561,839746.249361
817,9,5,30571.612405,57321.773625,3733558.215135,841919.373189
818,9,5,30616.522144,57405.979385,3739042.81703,844351.471756
819,9,5,30646.399536,57461.999495,3742691.593553,844351.471756
820,10,6,30679.685517,57524.41071,3746756.644074,845254.405135
821,10,6,30709.802384,57580.879835,3750434.666471,847101.372943
822,10,6,30739.864554,57637.246404,3754106.009045,847101.372943
823,10,5,30776.374937,57705.703373,3758564.839656,848721.673656
824,10,6,30830.881004,57807.902249,3765221.393123,852820.476808
825,9,5,30873.548399,57887.903616,3770432.148838,855819.555726
826,12,7,30913.59632,57962.993469,3775323.001265,856247.549727
827,11,6,30965.098736,58059.560499,3781612.733839,856877.351503
828,9,5,30989.876442,58106.018698,3784638.711212,856877.351503
829,10,6,31041.739844,58203.262576,3790972.529189,857234.374961
830,8,4,31065.658945,58248.110891,3793893.649453,858590.201828
831,12,7,31099.585862,58311.723861,3798036.974236,860143.224702
832,10,6,31145.888652,58398.541592,3803691.702495,860143.224702
833,8,4,31180.877105,58464.144941,3807964.667328,862242.599132
834,10,6,31231.299917,58558.687714,3814122.553289,862242.599132
835,10,5,31270.211485,58631.646905,3818874.628636,863986.941112
836,10,6,31298.956011,58685.542892,3822385.053929,865065.625339
837,10,5,31335.863355,58754.744163,3826892.363409,867195.415453
838,10,5,31375.694004,58829.426631,3831756.681533,870132.131124
839,10,6,31425.484304,58922.783443,3837837.321944,873600.537363
840,9,5,31471.244785,59008.584345,3843425.82072,874314.245276
841,9,5,31508.125132,59077.734996,3847929.833164,875386.013308
842,9,5,31554.227292,59164.176546,3853560.059495,875386.013308
843,10,5,31601.088695,59252.041677,3859283.008367,875918.654409
844,8,4,31625.280088,59297.400538,3862237.382237,877051.172877
845,11,6,31680.037191,59400.070106,3868924.593452,880555.158141
846,9,5,31716.626164,59468.674431,3873393.021844,882299.217404
847,10,5,31752.29732,59535.55785,3877749.361881,882801.265005
848,8,4,31780.917587,59589.220851,3881244.612018,882801.265005
849,8,4,31800.3437,59625.644813,3883617.026108,884212.97673
850,9,4,31820.598661,59663.622865,3886090.663292,884212.97673
851,9,5,31865.861155,59748.490041,3891618.345377,884546.868845
852,10,5,31906.940472,59825.513762,3896635.157076,886944.239812
853,9,5,31938.371059,59884.446114,3900473.617632,889404.533812
854,10,6,31969.574583,59942.952723,3904284.348114,890662.976075
855,8,4,32000.87347,60001.638137,3908106.724783,891009.357763
856,10,6,32034.939829,60065.512561,3912267.078977,891833.096628
857,10,6,32071.082525,60133.280116,3916681.005751,891833.096628
858,11,6,32123.375405,60231.329267,3923067.27381,894349.335697
859,10,6,32158.373088,60296.949924,3927341.365946,894349.335697
860,10,5,32200.817798,60376.533756,3932524.926221,894349.335697
861,10,6,32255.888415,60479.791163,3939250.425338,894349.335697
862,10,5,32297.592859,60557.986995,3944343.580571,894460.520829
863,10,6,32332.046301,60622.5872,3948551.207264,895203.235331
864,8,4,32367.127595,60688.364626,3952835.510305,897252.344713
865,11,6,32414.199196,60776.623878,3958584.129643,898731.839256
866,10,6,32450.859596,60845.362128,3963061.281047,900504.086362
867,11,6,32482.009056,60903.767367,3966865.408968,900504.086362
868,9,5,32519.028928,60973.179628,3971386.460904,901152.986257
869,10,6,32568.471833,61065.885076,3977424.675755,903548.206997
870,8,4,32597.132259,61119.623375,3980924.830333,903548.206997
871,8,4,32628.490583,61178.420232,3984754.465658,903548.206997
872,8,4,32650.758028,61220.171692,3987473.877443,903548.206997
873,10,6,32700.20546,61312.885627,3993512.645103,904196.655368
874,9,5,32724.137323,61357.75787,3996435.323881,905018.427197
875,11,6,32760.392767,61425.736828,4000863.020074,905534.172756
876,10,5,32805.004973,61509.384715,4006311.285804,905534.172756
877,9,5,32840.241862,61575.453882,4010614.590942,906784.737532
878,11,6,32895.320885,61678.727051,4017341.116695,909446.344973
879,9,5,32939.448657,61761.466624,4022730.220922,910847.901922
880,9,5,32979.254073,61836.10178,4027591.457448,913425.208613
881,11,6,33027.437142,61926.445034,4033475.81477,913425.208613
882,10,5,33066.723536,62000.107024,4038273.665742,914298.069331
883,10,6,33105.263077,62072.368664,4042980.307267,914298.069331
884,12,7,33142.126312,62141.487229,4047482.229859,914381.944898
885,10,5,33184.114537,62220.215151,4052610.0419,914381.944898
886,10,6,33224.792545,62296.486416,4057577.843653,915108.661344
887,10,6,33266.971521,62375.571997,4062728.951205,915108.661344
888,10,6,33311.719171,62459.47384,4068193.757976,915108.661344
889,9,5,33348.041853,62527.57887,4072629.665621,916885.171551
890,9,5,33383.568527,62594.191383,4076968.360687,917187.603366
891,8,4,33407.081181,62638.27761,4079839.843625,917965.897076
892,10,6,33458.525575,62734.73585,4086122.490359,917965.897076
893,12,7,33498.607111,62809.88873,4091017.447981,917994.983707
894,10,6,33544.739125,62896.386257,4096651.320283,920321.388837
895,9,5,33579.84436,62962.208573,4100938.547177,922202.107347
896,9,5,33627.210864,63051.020768,4106723.181482,922998.435752
897,9,5,33667.748482,63127.028803,4111673.838182,922998.435752
898,11,6,33707.350852,63201.283248,4116510.277737,922998.435752
899,10,6,33747.219109,63276.03623,4121379.188691,923511.3085
900,10,5,33777.414711,63332.652983,4125066.826601,923511.3085
901,10,5,33806.470372,63387.132348,4128615.249263,923911.213605
902,9,5,33850.195211,63469.116422,4133955.14534,925243.339713
903,10,5,33878.953111,63523.037485,4137467.203931,927285.737935
904,10,5,33915.110999,63590.833526,4141882.986101,929847.610509
