step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
122,2027.26,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,16.01,9.00,6.00,0
123,2028.14,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,4.33,2.00,1.00,0
124,2027.15,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,4.88,2.00,1.00,0
125,2023.10,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,19.95,11.00,7.00,0
126,2024.24,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,5.62,3.00,2.00,0
127,2024.93,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,3.43,2.00,1.00,0
128,2021.46,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,17.16,10.00,6.00,0
129,2020.03,773968.0,85000.0,0.0,0.0,580.476,193.492,386.984,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.51,1.000,7.06,4.00,2.00,0
130,2020.83,773968.0,85000.0,0.0,0.0,580.476,193.492,386.984,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.51,1.000,3.94,2.00,1.00,0
131,2019.07,774362.0,85000.0,0.0,0.0,580.7715,193.5905,387.181,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.58,1.000,8.71,5.00,3.00,0
132,2019.93,774362.0,85000.0,0.0,0.0,580.7715,193.5905,387.181,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.58,1.000,4.26,2.00,1.00,0
133,2023.67,774362.0,85000.0,0.0,0.0,580.7715,193.5905,387.181,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.58,1.000,18.56,11.00,7.00,0
134,2026.31,775084.0,85000.0,0.0,0.0,581.313,193.771,387.542,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.60,1.000,13.01,7.00,5.00,0
135,2028.94,775084.0,85000.0,0.0,0.0,581.313,193.771,387.542,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.60,1.000,12.98,7.00,5.00,0
136,2031.12,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.69,1.000,10.76,6.00,4.00,0
137,2030.19,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,4.57,2.00,1.00,0
138,2033.81,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,17.80,10.00,7.00,0
139,2036.77,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,14.56,8.00,5.00,0
140,2036.21,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,2.74,1.00,1.00,0
141,2037.40,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,5.86,3.00,2.00,0
142,2040.49,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,15.16,9.00,6.00,0
143,2043.36,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,14.06,8.00,5.00,0
144,2040.17,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,15.63,9.00,6.00,0
145,2043.87,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,18.17,10.00,7.00,0
146,2043.34,785070.0,85000.0,0.0,0.0,588.8025,196.2675,392.535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.69,1.000,2.63,1.00,1.00,0
147,2045.93,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.74,1.000,12.71,7.00,5.00,0
148,2043.98,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,9.56,5.00,3.00,0
149,2043.75,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,1.11,0.00,0.00,0
150,2039.67,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,19.95,11.00,7.00,0
151,2037.06,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,12.80,7.00,5.00,0
152,2034.08,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,14.64,8.00,5.00,0
153,2034.27,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,0.94,0.00,0.00,0
154,2035.73,785512.0,85000.0,0.0,0.0,589.134,196.378,392.756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,7.19,4.00,2.00,0
155,2031.71,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.74,1.000,19.76,11.00,7.00,0
156,2032.65,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,4.64,2.00,1.00,0
157,2036.17,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,17.28,10.00,6.00,0
158,2036.32,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,0.74,0.00,0.00,0
159,2036.45,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,0.64,0.00,0.00,0
160,2037.29,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,4.14,2.00,1.00,0
161,2038.70,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,6.91,4.00,2.00,0
162,2036.42,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,11.20,6.00,4.00,0
163,2037.09,786452.0,85000.0,0.0,0.0,589.839,196.613,393.226,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.74,1.000,3.33,1.00,1.00,0
164,2040.95,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.80,1.000,18.91,11.00,7.00,0
165,2038.36,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.66,7.00,5.00,0
166,2037.97,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.95,1.00,0.00,0
167,2039.37,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.87,4.00,2.00,0
168,2038.32,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.12,3.00,2.00,0
169,2035.27,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.97,8.00,5.00,0
170,2036.97,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.34,5.00,3.00,0
171,2040.43,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,16.99,10.00,6.00,0
172,2042.51,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.20,6.00,4.00,0
173,2045.62,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.25,9.00,6.00,0
174,2048.10,789340.0,85000.0,0.0,0.0,592.005,197.335,394.67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,12.11,7.00,4.00,0
175,2048.91,791602.0,85000.0,0.0,0.0,593.7015,197.9005,395.801,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.87,1.000,3.95,2.00,1.00,0
176,2045.93,791602.0,85000.0,0.0,0.0,593.7015,197.9005,395.801,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.87,1.000,14.54,8.00,5.00,0
177,2048.00,791602.0,85000.0,0.0,0.0,593.7015,197.9005,395.801,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.87,1.000,10.12,6.00,4.00,0
178,2045.32,791602.0,85000.0,0.0,0.0,593.7015,197.9005,395.801,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.87,1.000,13.10,7.00,5.00,0
179,2042.60,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.80,1.000,13.30,7.00,5.00,0
180,2043.10,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.46,1.00,0.00,0
181,2039.37,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.26,10.00,7.00,0
182,2040.63,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.17,3.00,2.00,0
183,2038.81,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.91,5.00,3.00,0
184,2042.41,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.68,10.00,7.00,0
185,2046.33,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.15,11.00,7.00,0
186,2049.99,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.93,10.00,7.00,0
187,2049.28,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,3.49,2.00,1.00,0
188,2051.68,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.72,7.00,4.00,0
189,2052.74,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.14,3.00,2.00,0
190,2051.72,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.93,2.00,1.00,0
191,2048.82,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.13,8.00,5.00,0
192,2045.88,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.35,8.00,5.00,0
193,2047.76,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.18,5.00,3.00,0
194,2044.91,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.92,8.00,5.00,0
195,2041.42,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.08,10.00,6.00,0
196,2040.88,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.61,1.00,1.00,0
197,2041.28,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.95,1.00,0.00,0
198,2037.31,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.43,11.00,7.00,0
199,2038.65,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.57,3.00,2.00,0
200,2037.53,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.48,3.00,2.00,0
201,2038.17,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,3.13,1.00,1.00,0
202,2039.95,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.74,5.00,3.00,0
203,2040.01,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,0.29,0.00,0.00,0
204,2041.95,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.50,5.00,3.00,0
205,2038.06,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.05,11.00,7.00,0
206,2036.22,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.02,5.00,3.00,0
207,2033.20,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.82,8.00,5.00,0
208,2029.58,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.83,10.00,7.00,0
209,2026.11,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.10,10.00,6.00,0
210,2027.12,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.98,2.00,1.00,0
211,2023.67,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.02,10.00,6.00,0
212,2025.43,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,8.71,5.00,3.00,0
213,2028.96,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.44,10.00,6.00,0
214,2024.95,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.80,11.00,7.00,0
215,2027.93,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.73,8.00,5.00,0
216,2031.77,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.96,11.00,7.00,0
217,2031.38,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.94,1.00,0.00,0
218,2031.86,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.39,1.00,0.00,0
219,2028.40,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.04,10.00,6.00,0
220,2032.01,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,17.77,10.00,7.00,0
221,2029.84,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.65,6.00,4.00,0
222,2028.75,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.39,3.00,2.00,0
223,2025.74,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.81,8.00,5.00,0
224,2025.25,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.45,1.00,0.00,0
225,2021.54,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,18.28,10.00,7.00,0
226,2023.49,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,9.61,5.00,3.00,0
227,2019.61,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,19.18,11.00,7.00,0
228,2016.43,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.71,9.00,6.00,0
229,2016.22,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.06,0.00,0.00,0
230,2018.55,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.54,6.00,4.00,0
231,2020.75,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,10.93,6.00,4.00,0
232,2022.17,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,7.02,4.00,2.00,0
233,2019.82,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.62,6.00,4.00,0
234,2018.91,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,4.54,2.00,1.00,0
235,2016.55,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.69,7.00,4.00,0
236,2018.82,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,11.25,6.00,4.00,0
237,2020.19,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,6.80,4.00,2.00,0
238,2017.00,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,15.80,9.00,6.00,0
239,2019.81,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,13.96,8.00,5.00,0
240,2019.44,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.83,1.00,0.00,0
241,2019.96,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,2.53,1.00,1.00,0
242,2021.13,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.79,3.00,2.00,0
243,2022.17,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,5.16,3.00,2.00,0
244,2021.95,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,1.06,0.00,0.00,0
245,2024.87,793402.0,85000.0,0.0,0.0,595.0515,198.3505,396.701,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.80,1.000,14.44,8.00,5.00,0
