step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
23,2028.43,461572.0,85000.0,0.0,0.0,346.179,115.393,230.786,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.85,1.000,6.12,3.00,2.00,0
24,2028.05,464642.0,85000.0,0.0,0.0,348.4815,116.1605,232.321,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.71,1.000,1.88,1.00,0.00,0
25,2024.59,485268.0,85000.0,0.0,0.0,363.951,121.317,242.634,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,17,0,6,6,0,0.000,10.37,1.000,17.07,10.00,6.00,0
26,2023.18,489408.0,85000.0,0.0,0.0,367.056,122.352,244.704,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.48,1.000,6.95,4.00,2.00,0
27,2020.80,489408.0,85000.0,0.0,0.0,367.056,122.352,244.704,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.48,1.000,11.78,7.00,4.00,0
28,2022.83,497996.0,85000.0,0.0,0.0,373.497,124.499,248.998,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,17,0,6,6,0,0.000,10.60,1.000,10.09,6.00,4.00,0
29,2019.61,511952.0,85000.0,0.0,0.0,383.964,127.988,255.976,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.52,1.000,15.96,9.00,6.00,0
30,2017.82,518026.0,85000.0,0.0,0.0,388.5195,129.5065,259.013,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.48,1.000,8.83,5.00,3.00,0
31,2014.32,526604.0,85000.0,0.0,0.0,394.953,131.651,263.302,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.51,1.000,17.38,10.00,6.00,0
32,2015.36,535526.0,85000.0,0.0,0.0,401.6445,133.8815,267.763,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.52,1.000,5.17,3.00,2.00,0
33,2018.80,535526.0,85000.0,0.0,0.0,401.6445,133.8815,267.763,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.52,1.000,17.09,10.00,6.00,0
34,2017.57,535526.0,85000.0,0.0,0.0,401.6445,133.8815,267.763,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.52,1.000,6.09,3.00,2.00,0
35,2015.25,546044.0,85000.0,0.0,0.0,409.533,136.511,273.022,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.58,1.000,11.52,6.00,4.00,0
36,2011.23,546268.0,85000.0,0.0,0.0,409.701,136.567,273.134,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.76,1.000,19.93,11.00,7.00,0
37,2012.69,552596.0,85000.0,0.0,0.0,414.447,138.149,276.298,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.81,1.000,7.25,4.00,2.00,0
38,2015.18,555942.0,85000.0,0.0,0.0,416.9565,138.9855,277.971,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.72,1.000,12.37,7.00,4.00,0
39,2011.54,560218.0,85000.0,0.0,0.0,420.1635,140.0545,280.109,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.85,1.000,18.07,10.00,7.00,0
40,2012.32,569724.0,85000.0,0.0,0.0,427.293,142.431,284.862,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.91,1.000,3.89,2.00,1.00,0
41,2013.95,577196.0,85000.0,0.0,0.0,432.897,144.299,288.598,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.81,1.000,8.10,4.00,3.00,0
42,2017.47,585662.0,85000.0,0.0,0.0,439.2465,146.4155,292.831,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.93,1.000,17.48,10.00,6.00,0
43,2013.73,593014.0,85000.0,0.0,0.0,444.7605,148.2535,296.507,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.86,1.000,18.52,11.00,7.00,0
44,2014.25,602964.0,85000.0,0.0,0.0,452.223,150.741,301.482,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.84,1.000,2.58,1.00,1.00,0
45,2017.49,602964.0,85000.0,0.0,0.0,452.223,150.741,301.482,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.84,1.000,16.08,9.00,6.00,0
46,2018.20,606058.0,85000.0,0.0,0.0,454.5435,151.5145,303.029,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.95,1.000,3.50,2.00,1.00,0
47,2020.96,607376.0,85000.0,0.0,0.0,455.532,151.844,303.688,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.04,1.000,13.68,8.00,5.00,0
48,2020.65,617012.0,85000.0,0.0,0.0,462.759,154.253,308.506,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.07,1.000,1.54,0.00,0.00,0
49,2018.72,638350.0,85000.0,0.0,0.0,478.7625,159.5875,319.175,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.94,1.000,9.56,5.00,3.00,0
50,2016.81,638350.0,85000.0,0.0,0.0,478.7625,159.5875,319.175,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.94,1.000,9.46,5.00,3.00,0
51,2016.95,645970.0,85000.0,0.0,0.0,484.4775,161.4925,322.985,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.97,1.000,0.70,0.00,0.00,0
52,2018.71,651126.0,85000.0,0.0,0.0,488.3445,162.7815,325.563,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.95,1.000,8.75,5.00,3.00,0
53,2017.14,658884.0,85000.0,0.0,0.0,494.163,164.721,329.442,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.88,1.000,7.78,4.00,3.00,0
54,2013.87,664356.0,85000.0,0.0,0.0,498.267,166.089,332.178,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.83,1.000,16.21,9.00,6.00,0
55,2016.74,669656.0,85000.0,0.0,0.0,502.242,167.414,334.828,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.87,1.000,14.23,8.00,5.00,0
56,2016.21,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,11.00,1.000,2.60,1.00,1.00,0
57,2019.38,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.00,1.000,15.71,9.00,6.00,0
58,2016.52,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.00,1.000,14.16,8.00,5.00,0
59,2012.59,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.00,1.000,19.49,11.00,7.00,0
60,2010.06,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.00,1.000,12.59,7.00,5.00,0
61,2012.13,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.00,1.000,10.29,6.00,4.00,0
62,2011.54,675928.0,85000.0,0.0,0.0,506.946,168.982,337.964,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.00,1.000,2.94,1.00,1.00,0
63,2013.40,684132.0,85000.0,0.0,0.0,513.099,171.033,342.066,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.93,1.000,9.25,5.00,3.00,0
64,2012.83,685432.0,85000.0,0.0,0.0,514.074,171.358,342.716,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.84,1.000,2.81,1.00,1.00,0
65,2009.45,692462.0,85000.0,0.0,0.0,519.3465,173.1155,346.231,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.77,1.000,16.80,10.00,6.00,0
66,2008.36,692462.0,85000.0,0.0,0.0,519.3465,173.1155,346.231,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.77,1.000,5.42,3.00,2.00,0
67,2012.19,692462.0,85000.0,0.0,0.0,519.3465,173.1155,346.231,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.77,1.000,19.09,11.00,7.00,0
68,2016.01,697750.0,85000.0,0.0,0.0,523.3125,174.4375,348.875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.73,1.000,18.98,11.00,7.00,0
69,2018.17,697750.0,85000.0,0.0,0.0,523.3125,174.4375,348.875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.73,1.000,10.71,6.00,4.00,0
70,2016.55,720850.0,85000.0,0.0,0.0,540.6375,180.2125,360.425,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.66,1.000,8.02,4.00,3.00,0
71,2012.53,732436.0,85000.0,0.0,0.0,549.327,183.109,366.218,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,10.72,1.000,19.97,11.00,7.00,0
72,2013.25,746120.0,85000.0,0.0,0.0,559.59,186.53,373.06,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,17,0,6,6,0,0.000,10.83,1.000,3.57,2.00,1.00,0
73,2010.47,746740.0,85000.0,0.0,0.0,560.055,186.685,373.37,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.91,1.000,13.79,8.00,5.00,0
74,2010.49,752918.0,85000.0,0.0,0.0,564.6885,188.2295,376.459,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.03,1.000,0.11,0.00,0.00,0
75,2007.82,752918.0,85000.0,0.0,0.0,564.6885,188.2295,376.459,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.03,1.000,13.30,7.00,5.00,0
76,2010.45,755552.0,85000.0,0.0,0.0,566.664,188.888,377.776,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,10.98,1.000,13.10,7.00,5.00,0
77,2013.80,755552.0,85000.0,0.0,0.0,566.664,188.888,377.776,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,10.98,1.000,16.68,10.00,6.00,0
78,2011.65,760958.0,85000.0,0.0,0.0,570.7185,190.2395,380.479,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.01,1.000,10.70,6.00,4.00,0
79,2013.80,765888.0,85000.0,0.0,0.0,574.416,191.472,382.944,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.08,1.000,10.69,6.00,4.00,0
80,2012.16,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.17,1.000,8.14,4.00,3.00,0
81,2014.28,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,10.53,6.00,4.00,0
82,2017.96,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,18.28,10.00,7.00,0
83,2015.23,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,13.51,8.00,5.00,0
84,2018.20,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,14.74,8.00,5.00,0
85,2021.80,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,17.82,10.00,7.00,0
86,2022.14,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,1.70,1.00,0.00,0
87,2018.20,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,19.50,11.00,7.00,0
88,2018.79,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,2.95,1.00,1.00,0
89,2020.45,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,8.22,4.00,3.00,0
90,2021.72,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,6.28,3.00,2.00,0
91,2022.56,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,4.16,2.00,1.00,0
92,2026.17,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,17.85,10.00,7.00,0
93,2028.70,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,12.46,7.00,4.00,0
94,2032.54,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,18.93,11.00,7.00,0
95,2035.63,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,15.23,9.00,6.00,0
96,2035.45,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,0.88,0.00,0.00,0
97,2034.63,768878.0,85000.0,0.0,0.0,576.6585,192.2195,384.439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.17,1.000,4.05,2.00,1.00,0
98,2032.49,769722.0,85000.0,0.0,0.0,577.2915,192.4305,384.861,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.21,1.000,10.51,6.00,4.00,0
99,2030.46,769722.0,85000.0,0.0,0.0,577.2915,192.4305,384.861,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.21,1.000,9.98,5.00,3.00,0
100,2034.46,769722.0,85000.0,0.0,0.0,577.2915,192.4305,384.861,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.21,1.000,19.72,11.00,7.00,0
101,2034.10,769722.0,85000.0,0.0,0.0,577.2915,192.4305,384.861,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.21,1.000,1.81,1.00,0.00,0
102,2031.35,769722.0,85000.0,0.0,0.0,577.2915,192.4305,384.861,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.21,1.000,13.51,8.00,5.00,0
103,2027.51,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,17,0,6,2,4,0.000,11.27,1.000,18.88,11.00,7.00,0
104,2026.32,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,5.86,3.00,2.00,0
105,2024.56,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,8.69,5.00,3.00,0
106,2023.81,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,3.71,2.00,1.00,0
107,2021.86,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,9.67,5.00,3.00,0
108,2024.39,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,12.53,7.00,5.00,0
109,2023.05,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,6.60,3.00,2.00,0
110,2026.84,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,18.72,11.00,7.00,0
111,2029.41,771000.0,85000.0,0.0,0.0,578.25,192.75,385.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.27,1.000,12.66,7.00,5.00,0
112,2030.09,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,17,0,6,4,2,0.000,11.45,1.000,3.38,2.00,1.00,0
113,2031.09,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,4.92,2.00,1.00,0
114,2028.39,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,13.28,7.00,5.00,0
115,2024.60,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,18.69,11.00,7.00,0
116,2028.57,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,19.59,11.00,7.00,0
117,2024.69,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,19.12,11.00,7.00,0
118,2025.97,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,6.34,3.00,2.00,0
119,2029.71,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,18.48,11.00,7.00,0
120,2031.68,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,9.71,5.00,3.00,0
121,2030.51,772824.0,85000.0,0.0,0.0,579.618,193.206,386.412,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17,0,6,0,6,0.000,11.45,1.000,5.77,3.00,2.00,0
