step,price,openInterest,tvl,insuranceBalance,badDebt,protocolRevenue,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
48,2020.65,19032.0,90000.0,74253.660835,0.0,2840.476944,75.5415,151.083,0.000196,74253.660835,0.0,0,0,1415.67,2613.852444,0.0,0,0,4,0,6,0,6,0.000,9.68,117.950,1.54,0.00,0.00,0
49,2018.72,19032.0,90000.0,74253.660835,0.0,2840.476944,75.5415,151.083,0.000196,74253.660835,0.0,0,0,1415.67,2613.852444,0.0,0,0,4,0,6,0,6,0.000,9.68,117.950,9.56,5.00,3.00,0
50,2016.81,19032.0,90000.0,74253.660835,0.0,2840.476944,75.5415,151.083,0.000196,74253.660835,0.0,0,0,1415.67,2613.852444,0.0,0,0,4,0,6,0,6,0.000,9.68,117.950,9.46,5.00,3.00,0
51,2016.95,19032.0,90000.0,74253.660835,0.0,2840.476944,75.5415,151.083,0.000196,74253.660835,0.0,0,0,1415.67,2613.852444,0.0,0,0,4,0,6,0,6,0.000,9.68,117.950,0.70,0.00,0.00,0
52,2018.71,20350.0,90000.0,74266.840835,0.0,2841.465444,75.871,151.742,0.000196,74266.840835,0.0,0,0,1415.67,2613.852444,0.0,0,1,6,0,6,2,4,0.000,9.97,23.847,8.75,5.00,3.00,0
53,2017.14,19691.0,90000.0,74340.398575,0.0,2848.055444,75.871,151.742,0.000196,74340.398575,0.0,1,1,1418.965,2620.442444,0.0,0,0,5,0,6,0,6,16.667,9.97,23.043,7.78,4.00,3.00,0
54,2013.87,19691.0,90000.0,74340.398575,0.0,2848.055444,75.871,151.742,0.000196,74340.398575,0.0,0,0,1418.965,2620.442444,0.0,0,0,5,0,6,0,6,0.000,9.97,23.043,16.21,9.00,6.00,0
55,2016.74,19691.0,90000.0,74340.398575,0.0,2848.055444,75.871,151.742,0.000196,74340.398575,0.0,0,0,1418.965,2620.442444,0.0,0,0,5,0,6,0,6,0.000,9.97,23.043,14.23,8.00,5.00,0
56,2016.21,19691.0,90000.0,74340.398575,0.0,2848.055444,75.871,151.742,0.000196,74340.398575,0.0,0,0,1418.965,2620.442444,0.0,0,0,5,0,6,0,6,0.000,9.97,23.043,2.60,1.00,1.00,0
57,2019.38,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000196,74781.066507,0.0,1,1,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,16.667,9.97,117.950,15.71,9.00,6.00,0
58,2016.52,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000196,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,14.16,8.00,5.00,0
59,2012.59,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,19.49,11.00,7.00,0
60,2010.06,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,12.59,7.00,5.00,0
61,2012.13,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,10.29,6.00,4.00,0
62,2011.54,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,2.94,1.00,1.00,0
63,2013.40,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,9.25,5.00,3.00,0
64,2012.83,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,2.81,1.00,1.00,0
65,2009.45,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,16.80,10.00,6.00,0
66,2008.36,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,5.42,3.00,2.00,0
67,2012.19,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,19.09,11.00,7.00,0
68,2016.01,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,18.98,11.00,7.00,0
69,2018.17,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,10.71,6.00,4.00,0
70,2016.55,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000246,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,8.02,4.00,3.00,0
71,2012.53,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,19.97,11.00,7.00,0
72,2013.25,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,3.57,2.00,1.00,0
73,2010.47,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,13.79,8.00,5.00,0
74,2010.49,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,0.11,0.00,0.00,0
75,2007.82,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,13.30,7.00,5.00,0
76,2010.45,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,13.10,7.00,5.00,0
77,2013.80,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,16.68,10.00,6.00,0
78,2011.65,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,10.70,6.00,4.00,0
79,2013.80,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,10.69,6.00,4.00,0
80,2012.16,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,8.14,4.00,3.00,0
81,2014.28,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,10.53,6.00,4.00,0
82,2017.96,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000296,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,18.28,10.00,7.00,0
83,2015.23,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000346,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,13.51,8.00,5.00,0
84,2018.20,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000346,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,14.74,8.00,5.00,0
85,2021.80,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000346,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,17.82,10.00,7.00,0
86,2022.14,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000346,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,1.70,1.00,0.00,0
87,2018.20,19032.0,90000.0,74781.066507,0.0,2854.645444,75.871,151.742,0.000346,74781.066507,0.0,0,0,1422.26,2627.032444,0.0,0,0,4,0,6,0,6,0.000,9.97,117.950,19.50,11.00,7.00,0
88,2018.79,20498.0,90000.0,74795.726507,0.0,2855.744944,76.2375,152.475,0.000346,74795.726507,0.0,0,0,1422.26,2627.032444,0.0,0,1,5,0,6,2,4,0.000,9.90,21.954,2.95,1.00,1.00,0
89,2020.45,19765.0,90000.0,74800.760051,0.0,2863.074944,76.2375,152.475,0.000346,74800.760051,0.0,1,1,1425.925,2634.362444,0.0,0,0,4,0,6,0,6,16.667,9.90,122.531,8.22,4.00,3.00,0
90,2021.72,19765.0,90000.0,74800.760051,0.0,2863.074944,76.2375,152.475,0.000346,74800.760051,0.0,0,0,1425.925,2634.362444,0.0,0,0,4,0,6,0,6,0.000,9.90,122.531,6.28,3.00,2.00,0
91,2022.56,19765.0,90000.0,74800.760051,0.0,2863.074944,76.2375,152.475,0.000346,74800.760051,0.0,0,0,1425.925,2634.362444,0.0,0,0,4,0,6,0,6,0.000,9.90,122.531,4.16,2.00,1.00,0
92,2026.17,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000346,75021.992272,0.0,1,1,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,16.667,9.90,0.000,17.85,10.00,7.00,0
93,2028.70,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000346,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,12.46,7.00,4.00,0
94,2032.54,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000346,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,18.93,11.00,7.00,0
95,2035.63,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,15.23,9.00,6.00,0
96,2035.45,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,0.88,0.00,0.00,0
97,2034.63,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,4.05,2.00,1.00,0
98,2032.49,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,10.51,6.00,4.00,0
99,2030.46,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,9.98,5.00,3.00,0
100,2034.46,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,19.72,11.00,7.00,0
101,2034.10,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,1.81,1.00,0.00,0
102,2031.35,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,13.51,8.00,5.00,0
103,2027.51,19605.0,90000.0,75021.992272,0.0,2864.674944,76.2375,152.475,0.000396,75021.992272,0.0,0,0,1426.725,2635.962444,0.0,0,0,3,0,6,0,6,0.000,9.90,0.000,18.88,11.00,7.00,0
104,2026.32,20661.0,90000.0,75032.552272,0.0,2865.466944,76.5015,153.003,0.000396,75032.552272,0.0,0,0,1426.725,2635.962444,0.0,0,1,5,0,6,2,4,0.000,9.70,38.131,5.86,3.00,2.00,0
105,2024.56,20133.0,90000.0,75032.552272,0.0,2870.111463,76.5015,153.003,0.000396,75032.552272,0.0,1,1,1429.365,2640.606963,0.0,0,0,4,0,6,0,6,16.667,9.70,37.131,8.69,5.00,3.00,0
106,2023.81,20133.0,90000.0,75032.552272,0.0,2870.111463,76.5015,153.003,0.000396,75032.552272,0.0,0,0,1429.365,2640.606963,0.0,0,0,4,0,6,0,6,0.000,9.70,37.131,3.71,2.00,1.00,0
107,2021.86,20133.0,90000.0,75032.552272,0.0,2870.111463,76.5015,153.003,0.000446,75032.552272,0.0,0,0,1429.365,2640.606963,0.0,0,0,4,0,6,0,6,0.000,9.70,37.131,9.67,5.00,3.00,0
108,2024.39,20133.0,90000.0,75032.552272,0.0,2870.111463,76.5015,153.003,0.000446,75032.552272,0.0,0,0,1429.365,2640.606963,0.0,0,0,4,0,6,0,6,0.000,9.70,37.131,12.53,7.00,5.00,0
109,2023.05,20133.0,90000.0,75032.552272,0.0,2870.111463,76.5015,153.003,0.000446,75032.552272,0.0,0,0,1429.365,2640.606963,0.0,0,0,4,0,6,0,6,0.000,9.70,37.131,6.60,3.00,2.00,0
110,2026.84,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,1,1,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,16.667,9.70,0.000,18.72,11.00,7.00,0
111,2029.41,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,0,0,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,0.000,9.70,0.000,12.66,7.00,5.00,0
112,2030.09,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,0,0,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,0.000,9.70,0.000,3.38,2.00,1.00,0
113,2031.09,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,0,0,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,0.000,9.70,0.000,4.92,2.00,1.00,0
114,2028.39,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,0,0,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,0.000,9.70,0.000,13.28,7.00,5.00,0
115,2024.60,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,0,0,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,0.000,9.70,0.000,18.69,11.00,7.00,0
116,2028.57,19605.0,90000.0,75230.006891,0.0,2875.391463,76.5015,153.003,0.000446,75230.006891,0.0,0,0,1432.005,2645.886963,0.0,0,0,3,0,6,0,6,0.000,9.70,0.000,19.59,11.00,7.00,0
