step,price,openInterest,tvl,marginVaultDelta,insuranceBalance,insuranceBalanceDelta,protocolTreasuryBalance,protocolTreasuryDelta,badDebt,badDebtDelta,protocolRevenue,protocolRevenueDelta,sumAccountCollateral,accountCollateralDelta,sumReservedMargin,reservedMarginDelta,sumAvailableCollateral,availableCollateralDelta,sumTraderFundingOwed,traderFundingOwedDelta,solvencyBuffer,makerFeesCollected,takerFeesCollected,fundingFeesTransferred,insuranceFundInflow,insuranceFundOutflow,liquidationInsuranceInflow,liquidations,liquidatorOrders,liquidatorRewardsPaid,liquidationPenaltyCollected,marginReturnedFromLiquidation,positionsAtRisk,trades,uniqueTraders,openOrders,newOrders,filledOrders,cancelledOrders,liquidationsPer100Orders,avgLeverage,longShortRatio,spreadBps,slippageBps,priceImpactBps,isInsolvent
69,2018.17,114963.0,66059.515,-90.84,8838.893,42.392,0.0,0.0,0.0,0.0,1380.2565,7.1895,64166.111531,-104.515343,11496.3,353.0,53016.558544,-495.208487,0.0,0.0,513.146969,460.0855,920.171,0.000163,8838.893,0.0,8838.893,2,2,10101.592,18940.485,558765.144713,0,2,8,0,6,4,2,33.333,9.52,0.173,10.71,6.00,4.00,0
70,2016.55,117821.0,65990.095,-69.42,8871.289,32.396,0.0,0.0,0.0,0.0,1386.852,6.5955,64089.053704,-77.057827,11782.1,285.8,52682.993195,-333.565349,0.0,0.0,514.189296,462.284,924.568,0.000163,8871.289,0.0,8871.289,1,1,10138.616,19009.905,562868.490797,0,2,10,0,6,4,2,16.667,9.45,0.158,8.02,4.00,3.00,0
71,2012.53,129964.0,65759.08,-231.015,8979.096,107.807,0.0,0.0,0.0,0.0,1407.51,20.658,63818.456521,-270.597183,12996.4,1214.3,51333.179311,-1349.813884,0.0,0.0,533.113479,469.17,938.34,0.000213,8979.096,0.0,8979.096,4,4,10261.824,19240.92,579018.452615,0,2,8,0,6,4,2,66.667,9.35,0.125,19.97,11.00,7.00,0
72,2013.25,134180.0,65552.5,-206.58,9075.5,96.404,0.0,0.0,0.0,0.0,1426.6155,19.1055,63593.995572,-224.460949,13418.0,421.6,50649.993909,-683.185402,0.0,0.0,531.888928,475.5385,951.077,0.000213,9075.5,0.0,9075.5,1,1,10372.0,19447.5,581808.021472,0,2,9,0,6,4,2,16.667,9.31,0.212,3.57,2.00,1.00,0
73,2010.47,132581.0,65201.005,-351.495,9239.531,164.031,0.0,0.0,0.0,0.0,1442.991,16.3755,63200.333893,-393.661679,13258.1,-159.9,50561.79034,-88.203569,0.0,0.0,557.680107,480.997,961.994,0.000213,9239.531,0.0,9239.531,3,3,10559.464,19798.995,591465.758433,0,2,10,0,6,4,2,50.000,9.33,0.090,13.79,8.00,5.00,0
74,2010.49,128252.0,65037.25,-163.755,9315.95,76.419,0.0,0.0,0.0,0.0,1448.883,5.892,63030.577817,-169.756076,12825.2,-432.9,50823.875921,262.085581,0.0,0.0,557.789183,482.961,965.922,0.000213,9315.95,0.0,9315.95,2,2,10646.8,19962.75,599269.826914,0,3,11,0,6,6,0,33.333,9.31,0.125,0.11,0.00,0.00,0
75,2007.82,150883.0,64751.905,-285.345,9449.111,133.161,0.0,0.0,0.0,0.0,1495.5375,46.6545,62707.290099,-323.287718,15088.3,2263.1,48360.975859,-2462.900062,0.0,0.0,549.077401,498.5125,997.025,0.000213,9449.111,0.0,9449.111,4,4,10798.984,20248.095,613602.494731,0,3,8,0,6,6,0,66.667,9.32,0.119,13.30,7.00,5.00,0
76,2010.45,141536.0,64399.9,-352.005,9613.38,164.269,0.0,0.0,0.0,0.0,1508.601,13.0635,62313.777223,-393.512876,14153.6,-934.7,48816.232917,455.257058,0.0,0.0,577.521777,502.867,1005.734,0.000213,9613.38,0.0,9613.38,1,1,10986.72,20600.1,617014.016853,0,1,8,0,6,2,4,16.667,9.29,0.195,13.10,7.00,5.00,0
77,2013.80,128989.0,64095.895,-304.005,9755.249,141.869,0.0,0.0,0.0,0.0,1514.391,5.79,61985.623312,-328.153911,12898.9,-1254.7,49689.877946,873.645029,0.0,0.0,595.880688,504.797,1009.594,0.000213,9755.249,0.0,9755.249,3,3,11148.856,20904.105,627329.454834,0,2,8,0,6,4,2,50.000,9.32,0.264,16.68,10.00,6.00,0
78,2011.65,144469.0,64037.995,-57.9,9782.269,27.02,0.0,0.0,0.0,0.0,1528.896,14.505,61909.089506,-76.533806,14446.9,1548.0,48093.538288,-1596.339658,0.0,0.0,600.009494,509.632,1019.264,0.000213,9782.269,0.0,9782.269,1,1,11179.736,20962.005,631857.104728,0,1,8,0,6,2,4,16.667,9.29,0.293,10.70,6.00,4.00,0
79,2013.80,155783.0,63685.465,-352.53,9946.783,164.514,0.0,0.0,0.0,0.0,1555.008,26.112,61520.121336,-388.96817,15578.3,1131.4,46555.366594,-1538.171694,0.0,0.0,610.335664,518.336,1036.672,0.000213,9946.783,0.0,9946.783,1,1,11367.752,21314.535,634305.535197,0,2,10,0,6,4,2,16.667,9.25,0.475,10.69,6.00,4.00,0
80,2012.16,138375.0,63424.345,-261.12,10068.639,121.856,0.0,0.0,0.0,0.0,1555.008,0.0,61244.833438,-275.287898,13837.5,-1740.8,48037.364125,1481.997531,0.0,0.0,624.503562,518.336,1036.672,0.000213,10068.639,0.0,10068.639,2,2,11507.016,21575.655,641952.011315,0,0,8,0,6,0,6,33.333,9.25,0.310,8.14,4.00,3.00,0
81,2014.28,138829.0,63312.805,-111.54,10120.691,52.052,0.0,0.0,0.0,0.0,1561.173,6.165,61125.684907,-119.148531,13882.9,45.4,47855.791908,-181.572217,0.0,0.0,625.947093,520.391,1040.782,0.000213,10120.691,0.0,10120.691,3,3,11566.504,21687.195,652931.793304,0,2,7,0,6,4,2,50.000,9.30,0.359,10.53,6.00,4.00,0
82,2017.96,141771.0,63251.155,-61.65,10149.461,28.77,0.0,0.0,0.0,0.0,1566.462,5.289,61051.234045,-74.450862,14177.1,294.2,47554.341318,-301.45059,0.0,0.0,633.458955,522.154,1044.308,0.000213,10149.461,0.0,10149.461,2,2,11599.384,21748.845,661318.892601,0,1,7,0,6,2,4,33.333,9.35,0.396,18.28,10.00,7.00,0
83,2015.23,140859.0,63198.265,-52.89,10174.143,24.682,0.0,0.0,0.0,0.0,1568.4225,1.9605,60991.619726,-59.614319,14085.9,-91.2,47540.924984,-13.416334,0.0,0.0,638.222774,522.8075,1045.615,0.000255,10174.143,0.0,10174.143,1,1,11627.592,21801.735,664680.369396,0,2,10,0,6,4,2,16.667,9.41,0.369,13.51,8.00,5.00,0
84,2018.20,135685.0,63130.885,-67.38,10205.587,31.444,0.0,0.0,0.0,0.0,1575.006,6.5835,60930.430115,-61.189611,13568.5,-517.4,48033.393777,492.468793,0.0,0.0,625.448885,525.002,1050.004,0.000255,10205.587,0.0,10205.587,3,3,11663.528,21869.115,677618.574082,0,2,8,0,6,4,2,50.000,9.45,0.384,14.74,8.00,5.00,0
85,2021.80,135685.0,63130.885,0.0,10205.587,0.0,0.0,0.0,0.0,0.0,1576.587,1.581,60930.727569,0.297454,13568.5,0.0,48099.161743,65.767966,0.0,0.0,623.570431,525.529,1051.058,0.000255,10205.587,0.0,10205.587,0,0,11663.528,21869.115,677618.574082,0,1,8,0,6,2,4,0.000,9.43,0.384,17.82,10.00,7.00,0
86,2022.14,100106.0,62345.5,-785.385,10572.1,366.513,0.0,0.0,0.0,0.0,1593.663,17.076,60134.035538,-796.692031,10010.6,-3557.9,50517.626814,2418.465071,0.0,0.0,617.801462,531.221,1062.442,0.000255,10572.1,0.0,10572.1,1,1,12082.4,22654.5,681725.930673,0,3,9,0,6,6,0,16.667,9.42,0.852,1.70,1.00,0.00,0
87,2018.20,137391.0,62210.935,-134.565,10634.897,62.797,0.0,0.0,0.0,0.0,1631.3625,37.6995,59955.020809,-179.014729,13739.1,3728.5,46543.038466,-3974.588348,0.0,0.0,624.551691,543.7875,1087.575,0.000255,10634.897,0.0,10634.897,2,2,12154.168,22789.065,687484.278139,0,3,8,0,6,6,0,33.333,9.34,0.780,19.50,11.00,7.00,0
88,2018.79,174608.0,61956.1,-254.835,10753.82,118.923,0.0,0.0,0.0,0.0,1672.017,40.6545,59654.524935,-300.495874,17460.8,3721.7,42534.341675,-4008.696791,0.0,0.0,629.558065,557.339,1114.678,0.000255,10753.82,0.0,10753.82,1,1,12290.08,23043.9,690574.41156,0,2,11,0,6,4,2,16.667,9.35,1.000,2.95,1.00,1.00,0
89,2020.45,148178.0,61392.28,-563.82,11016.936,263.116,0.0,0.0,0.0,0.0,1680.3855,8.3685,59056.846192,-597.678743,14817.8,-2643.0,44642.814813,2108.473138,0.0,0.0,655.048308,560.1285,1120.257,0.000255,11016.936,0.0,11016.936,3,3,12590.784,23607.72,700909.869916,0,2,10,0,6,4,2,50.000,9.36,1.680,8.22,4.00,3.00,0
90,2021.72,138555.0,61247.935,-144.345,11084.297,67.361,0.0,0.0,0.0,0.0,1685.421,5.0355,58910.809437,-146.036755,13855.5,-962.3,45508.158943,865.34413,0.0,0.0,651.704563,561.807,1123.614,0.000255,11084.297,0.0,11084.297,2,2,12667.768,23752.065,709352.683455,0,1,9,0,6,2,4,33.333,9.34,2.034,6.28,3.00,2.00,0
91,2022.56,170319.0,61247.935,0.0,11084.297,0.0,0.0,0.0,0.0,0.0,1717.464,32.043,58908.56401,-2.245427,17031.9,3176.4,42338.180391,-3169.978552,0.0,0.0,621.90699,572.488,1144.976,0.000255,11084.297,0.0,11084.297,0,0,12667.768,23752.065,709352.683455,0,3,11,0,6,6,0,0.000,9.30,1.767,4.16,2.00,1.00,0
92,2026.17,137031.0,60324.655,-923.28,11515.161,430.864,0.0,0.0,0.0,0.0,1747.0305,29.5665,57864.046129,-1044.517881,13703.1,-3328.8,44608.946276,2270.765885,0.0,0.0,713.578371,582.3435,1164.687,0.000255,11515.161,0.0,11515.161,3,3,13160.184,24675.345,719663.148811,0,1,9,0,6,2,4,50.000,9.27,8.697,17.85,10.00,7.00,0
93,2028.70,122899.0,60112.675,-211.98,11614.085,98.924,0.0,0.0,0.0,0.0,1747.0305,0.0,57634.461343,-229.584786,12289.9,-1413.2,45946.219683,1337.273407,0.0,0.0,731.183157,582.3435,1164.687,0.000255,11614.085,0.0,11614.085,1,1,13273.24,24887.325,723541.278428,0,0,8,0,6,0,6,16.667,9.27,0.000,12.46,7.00,4.00,0
94,2032.54,123953.0,60112.675,0.0,11614.085,0.0,0.0,0.0,0.0,0.0,1760.526,13.4955,57660.78434,26.322997,12395.3,105.4,46061.108674,114.888991,0.0,0.0,691.36466,586.842,1173.684,0.000255,11614.085,0.0,11614.085,0,0,13273.24,24887.325,723541.278428,0,2,10,0,6,4,2,0.000,9.36,234.205,18.93,11.00,7.00,0
95,2035.63,129847.0,60101.815,-10.86,11619.153,5.068,0.0,0.0,0.0,0.0,1769.1465,8.6205,57644.213794,-16.570546,12984.7,589.4,45640.550018,-420.558656,0.0,0.0,688.454706,589.7155,1179.431,0.000305,11619.153,0.0,11619.153,1,1,13279.032,24898.185,727891.955904,0,3,11,0,6,6,0,16.667,9.50,40.725,15.23,9.00,6.00,0
96,2035.45,127341.0,60064.225,-37.59,11636.695,17.542,0.0,0.0,0.0,0.0,1774.6545,5.508,57621.082871,-23.130923,12734.1,-250.6,45837.103205,196.553187,0.0,0.0,668.487629,591.5515,1183.103,0.000305,11636.695,0.0,11636.695,1,1,13299.08,24935.775,731805.318153,0,2,10,0,6,4,2,16.667,9.45,39.919,0.88,0.00,0.00,0
97,2034.63,133895.0,60064.225,0.0,11636.695,0.0,0.0,0.0,0.0,0.0,1779.57,4.9155,57616.167371,-4.9155,13389.5,655.4,45127.168972,-709.934233,0.0,0.0,668.487629,593.19,1186.38,0.000305,11636.695,0.0,11636.695,0,0,13299.08,24935.775,731805.318153,0,1,11,0,6,2,4,0.000,9.44,19.957,4.05,2.00,1.00,0
98,2032.49,125278.0,59883.28,-180.945,11721.136,84.441,0.0,0.0,0.0,0.0,1785.8835,6.3135,57426.405652,-189.761719,12527.8,-861.7,45673.374481,546.205509,0.0,0.0,670.990848,595.2945,1190.589,0.000305,11721.136,0.0,11721.136,2,2,13395.584,25116.72,738082.44721,0,3,10,0,6,6,0,33.333,9.46,14.444,10.51,6.00,4.00,0
99,2030.46,129158.0,59883.28,0.0,11721.136,0.0,0.0,0.0,0.0,0.0,1788.7935,2.91,57423.495652,-2.91,12915.8,388.0,45172.820538,-500.553943,0.0,0.0,670.990848,596.2645,1192.529,0.000305,11721.136,0.0,11721.136,0,0,13395.584,25116.72,738082.44721,0,1,11,0,6,2,4,0.000,9.43,11.849,9.98,5.00,3.00,0
